source,league,name_b,name_a,evidence,runner_up_evidence,score_conflicts,identical_string,same_normalised,status,calc_version
backtest_all_leagues,Portuguese Primeira Liga,Estoril,Estoril,98,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Estrela,Estrela,97,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Famalicao,Famalicao,98,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Farense,Farense,68,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Gil Vicente,Gil Vicente,98,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Guimaraes,Guimaraes,97,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Moreirense,Moreirense,98,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Nacional,Nacional,63,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Portimonense,Portimonense,34,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Porto,Porto,98,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Rio Ave,Rio Ave,98,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Santa Clara,Santa Clara,64,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Sp Braga,Sp Braga,98,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Sp Lisbon,Sp Lisbon,97,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Tondela,Tondela,29,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Portuguese Primeira Liga,Vizela,Vizela,34,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Airdrie Utd,Airdrie Utd,106,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Arbroath,Arbroath,70,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Ayr,Ayr,106,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Dundee United,Dundee United,36,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Dunfermline,Dunfermline,105,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Falkirk,Falkirk,35,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Hamilton,Hamilton,36,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Inverness C,Inverness C,36,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Livingston,Livingston,35,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Morton,Morton,106,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Partick,Partick,105,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Queens Park,Queens Park,105,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Raith Rvs,Raith Rvs,106,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,Ross County,Ross County,34,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Championship,St Johnstone,St Johnstone,33,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,Aberdeen,Aberdeen,109,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,Celtic,Celtic,109,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,Dundee,Dundee,109,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,Dundee United,Dundee United,71,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,Falkirk,Falkirk,33,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,Hearts,Hearts,109,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,Hibernian,Hibernian,109,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,Kilmarnock,Kilmarnock,109,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,Livingston,Livingston,71,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,Motherwell,Motherwell,109,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,Rangers,Rangers,109,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,Ross County,Ross County,76,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,St Johnstone,St Johnstone,76,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Scottish Premiership,St Mirren,St Mirren,109,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Ascoli,Ascoli,36,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Avellino,Avellino,34,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Bari,Bari,108,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Brescia,Brescia,74,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Carrarese,Carrarese,71,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Catanzaro,Catanzaro,106,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Cesena,Cesena,71,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Cittadella,Cittadella,74,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Como,Como,36,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Cosenza,Cosenza,74,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Cremonese,Cremonese,74,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Empoli,Empoli,34,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,FeralpiSalo,Feralpisalo,38,0,0,False,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Frosinone,Frosinone,72,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Juve Stabia,Juve Stabia,72,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Lecco,Lecco,35,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Mantova,Mantova,72,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Modena,Modena,107,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Monza,Monza,34,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Padova,Padova,34,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Palermo,Palermo,108,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Parma,Parma,36,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Pescara,Pescara,34,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Pisa,Pisa,74,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Reggiana,Reggiana,108,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Salernitana,Salernitana,38,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Sampdoria,Sampdoria,108,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Sassuolo,Sassuolo,38,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Spezia,Spezia,108,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Sudtirol,Sudtirol,108,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Ternana,Ternana,36,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Venezia,Venezia,70,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Serie B,Virtus Entella,Virtus Entella,34,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Ad. Demirspor,Ad. Demirspor,74,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Alanyaspor,Alanyaspor,104,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Ankaragucu,Ankaragucu,38,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Antalyaspor,Antalyaspor,104,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Besiktas,Besiktas,104,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Bodrumspor,Bodrumspor,35,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Buyuksehyr,Buyuksehyr,104,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Eyupspor,Eyupspor,66,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Fenerbahce,Fenerbahce,104,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Galatasaray,Galatasaray,104,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Gaziantep,Gaziantep,103,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Genclerbirligi,Genclerbirligi,30,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Goztep,Goztep,66,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Hatayspor,Hatayspor,73,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Istanbulspor,Istanbulspor,38,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Karagumruk,Karagumruk,68,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Kasimpasa,Kasimpasa,104,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Kayserispor,Kayserispor,104,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Kocaelispor,Kocaelispor,30,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Konyaspor,Konyaspor,104,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Pendikspor,Pendikspor,37,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Rizespor,Rizespor,104,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Samsunspor,Samsunspor,104,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Sivasspor,Sivasspor,74,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Turkish Super Lig,Trabzonspor,Trabzonspor,104,0,0,True,True,ACCEPTED,1.0.0
backtest_all_leagues,Bundesliga 2,Fortuna Dusseldorf,Fortuna Düsseldorf,6,4,0,False,True,AMBIGUOUS,1.0.0
backtest_all_leagues,Bundesliga 2,Greuther Furth,SpVgg Greuther Furth,6,6,0,False,False,AMBIGUOUS,1.0.0
backtest_all_leagues,Bundesliga 2,Hertha,Hertha Berlin,6,5,0,False,False,AMBIGUOUS,1.0.0
backtest_all_leagues,Bundesliga 2,Kaiserslautern,FC Kaiserslautern,6,5,0,False,True,AMBIGUOUS,1.0.0
backtest_all_leagues,Bundesliga 2,Magdeburg,FC Magdeburg,6,5,0,False,True,AMBIGUOUS,1.0.0
backtest_all_leagues,Bundesliga 2,Nurnberg,FC Nurnberg,6,6,0,False,True,AMBIGUOUS,1.0.0
af_history,Argentina Primera Division,Banfield,Banfield,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Argentina Primera Division,Colon Santa Fe,Colon Santa Fe,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Argentina Primera Division,Deportivo Riestra,Dep. Riestra,2,0,0,False,False,ACCEPTED,1.0.0
af_history,Argentina Primera Division,Gimnasia L.P.,Gimnasia L.P.,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Argentina Primera Division,Godoy Cruz,Godoy Cruz,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Argentina Primera Division,Independ. Rivadavia,Ind. Rivadavia,3,0,0,False,False,ACCEPTED,1.0.0
af_history,Argentina Primera Division,Independiente,Independiente,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Argentina Primera Division,Newells Old Boys,Newells Old Boys,3,0,0,True,True,ACCEPTED,1.0.0
af_history,Argentina Primera Division,Racing Club,Racing Club,3,0,0,True,True,ACCEPTED,1.0.0
af_history,Argentina Primera Division,Rosario Central,Rosario Central,3,0,0,True,True,ACCEPTED,1.0.0
af_history,Argentina Primera Division,San Lorenzo,San Lorenzo,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Argentina Primera Division,Tigre,Tigre,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Argentina Primera Division,Velez Sarsfield,Velez Sarsfield,5,0,0,True,True,ACCEPTED,1.0.0
af_history,Austrian Bundesliga,Red Bull Salzburg,Salzburg,2,0,0,False,False,ACCEPTED,1.0.0
af_history,Brazil Serie A,Atletico Paranaense,Athletico-PR,3,0,0,False,False,ACCEPTED,1.0.0
af_history,Brazil Serie A,Botafogo,Botafogo RJ,3,0,0,False,False,ACCEPTED,1.0.0
af_history,Brazil Serie A,Chapecoense-sc,Chapecoense-SC,3,0,0,False,True,ACCEPTED,1.0.0
af_history,Brazil Serie A,Flamengo,Flamengo RJ,2,0,0,False,False,ACCEPTED,1.0.0
af_history,Brazil Serie A,Vasco DA Gama,Vasco,2,0,0,False,False,ACCEPTED,1.0.0
af_history,China Super League,Beijing Guoan,Beijing Guoan,3,0,0,True,True,ACCEPTED,1.0.0
af_history,China Super League,Dalian Aerbin,Dalian Aerbin,2,0,0,True,True,ACCEPTED,1.0.0
af_history,China Super League,Guangzhou R&F,Guangzhou R&F,2,0,0,True,True,ACCEPTED,1.0.0
af_history,China Super League,Shanghai Shenhua,Shanghai Shenhua,2,0,0,True,True,ACCEPTED,1.0.0
af_history,China Super League,Wuhan Three Towns,Wuhan Three Towns,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,AC Oulu,AC Oulu,143,0,1,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,Gnistan,Gnistan,55,0,0,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,Haka,Haka,91,0,0,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,Honka,Honka,59,0,0,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,Ilves,Ilves,115,0,0,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,Inter Turku,Inter Turku,115,0,0,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,KPV Kokkola,KPV Kokkola,11,0,0,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,KuPS,KuPS,114,0,0,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,Lahti,Lahti,96,0,0,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,Mariehamn,Mariehamn,112,0,0,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,Rops,Rops,37,0,0,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,SJK,SJK,115,0,0,True,True,ACCEPTED,1.0.0
af_history,Finland Veikkausliiga,VPS,VPS,86,0,1,True,True,ACCEPTED,1.0.0
af_history,Ireland Premier Division,Bohemians,Bohemians,151,0,0,True,True,ACCEPTED,1.0.0
af_history,Ireland Premier Division,Bray Wanderers,Bray Wanderers,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Ireland Premier Division,Cork City,Cork City,77,0,0,True,True,ACCEPTED,1.0.0
af_history,Ireland Premier Division,Derry City,Derry City,151,0,0,True,True,ACCEPTED,1.0.0
af_history,Ireland Premier Division,Dundalk,Dundalk,148,0,0,True,True,ACCEPTED,1.0.0
af_history,Ireland Premier Division,Finn Harps,Finn Harps,126,0,0,True,True,ACCEPTED,1.0.0
af_history,Ireland Premier Division,Longford Town,Longford Town,36,0,0,True,True,ACCEPTED,1.0.0
af_history,Ireland Premier Division,Shamrock Rovers,Shamrock Rovers,151,0,0,True,True,ACCEPTED,1.0.0
af_history,Ireland Premier Division,Shelbourne,Shelbourne,78,0,0,True,True,ACCEPTED,1.0.0
af_history,Ireland Premier Division,Sligo Rovers,Sligo Rovers,152,0,0,True,True,ACCEPTED,1.0.0
af_history,Ireland Premier Division,Waterford,Waterford,97,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Bucheon FC 1995,Bucheon FC 1995,17,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Daegu FC,Daegu FC,47,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Daejeon Citizen,Daejeon Citizen,61,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,FC Anyang,FC Anyang,38,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,FC Seoul,FC Seoul,58,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Gangwon FC,Gangwon FC,61,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Gimcheon Sangmu FC,Gimcheon Sangmu FC,61,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Gwangju FC,Gwangju FC,66,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Incheon United,Incheon United,42,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Jeju United FC,Jeju United FC,67,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Jeonbuk Motors,Jeonbuk Motors,67,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Pohang Steelers,Pohang Steelers,60,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Sangju Sangmu FC,Sangju Sangmu FC,2,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Seoul E-Land FC,Seoul E-Land FC,2,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Suwon Bluewings,Suwon Bluewings,3,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Suwon City FC,Suwon City FC,44,0,0,True,True,ACCEPTED,1.0.0
af_history,K-League 1,Ulsan Hyundai FC,Ulsan Hyundai FC,65,0,0,True,True,ACCEPTED,1.0.0
af_history,Mexico Liga MX,Atlante FC,Atlante,2,0,0,False,True,ACCEPTED,1.0.0
af_history,Mexico Liga MX,FC Juarez,Juarez,2,0,0,False,True,ACCEPTED,1.0.0
af_history,Norway Eliteserien,Ham-Kam,HamKam,3,0,0,False,False,ACCEPTED,1.0.0
af_history,Norway Eliteserien,Kristiansund BK,Kristiansund,3,0,0,False,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,AFC Hermannstadt,AFC Hermannstadt,14,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Arges Pitesti,Arges Pitesti,17,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,CFR 1907 Cluj,CFR 1907 Cluj,12,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,CS Mioveni,CS Mioveni,15,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,CS Universitatea Craiova,CS Universitatea Craiova,5,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Chindia Targoviste,Chindia Targoviste,17,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Csikszereda,Csikszereda,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Dinamo Bucuresti,Dinamo Bucuresti,6,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,FC Astra Giurgiu,FC Astra Giurgiu,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,FC Botosani,FC Botosani,16,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,FC Clinceni,FC Clinceni,7,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,FC Voluntari,FC Voluntari,17,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,FCSB,FCSB,14,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Farul Constanta,Farul Constanta,12,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,GAZ Metan Medias,GAZ Metan Medias,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Petrolul Ploiesti,Petrolul Ploiesti,15,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Politehnica Iasi,Politehnica Iasi,13,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Rapid,Rapid,11,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Sepsi OSK Sfantu Gheorghe,Sepsi OSK Sfantu Gheorghe,16,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,U Craiova 1948,U Craiova 1948,12,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Universitatea Cluj,Universitatea Cluj,14,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Universitatea Craiova,Universitatea Craiova,12,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Uta Arad,Uta Arad,15,0,0,True,True,ACCEPTED,1.0.0
af_history,Romanian Superliga,Viitorul Constanta,Viitorul Constanta,3,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Abha,Abha,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Al Taawon,Al Taawon,4,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Al Taee,Al Taee,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Al Wehda Club,Al Wehda Club,7,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Al-Adalah,Al-Adalah,3,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Al-Ahli Jeddah,Al-Ahli Jeddah,4,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Al-Faisaly FC,Al-Faisaly FC,3,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Al-Fayha,Al-Fayha,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Al-Hazm,Al-Hazm,4,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Al-Hilal Saudi FC,Al-Hilal Saudi FC,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Al-Nassr,Al-Nassr,3,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Al-Raed,Al-Raed,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Saudi Pro League,Dhamk,Dhamk,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Sweden Allsvenskan,AIK Stockholm,AIK,2,0,0,False,False,ACCEPTED,1.0.0
af_history,Sweden Allsvenskan,Degerfors IF,Degerfors,2,0,0,False,True,ACCEPTED,1.0.0
af_history,Sweden Allsvenskan,Orgryte IS,Orgryte,2,0,0,False,False,ACCEPTED,1.0.0
af_history,Sweden Allsvenskan,Vasteras SK FK,Vasteras SK,2,0,0,False,False,ACCEPTED,1.0.0
af_history,USA MLS,Austin,Austin FC,4,0,0,False,True,ACCEPTED,1.0.0
af_history,USA MLS,FC Cincinnati,FC Cincinnati,2,0,0,True,True,ACCEPTED,1.0.0
af_history,USA MLS,Inter Miami,Inter Miami,2,0,0,True,True,ACCEPTED,1.0.0
af_history,USA MLS,San Diego,San Diego FC,2,0,0,False,True,ACCEPTED,1.0.0
af_history,USA MLS,San Jose Earthquakes,San Jose Earthquakes,2,0,0,True,True,ACCEPTED,1.0.0
af_history,USA MLS,Toronto FC,Toronto FC,2,0,0,True,True,ACCEPTED,1.0.0
af_history,Argentina Primera Division,Argentinos JRS,Argentinos Jrs,3,2,0,False,True,AMBIGUOUS,1.0.0
af_history,Argentina Primera Division,Atletico Tucuman,Atl. Tucuman,3,2,0,False,False,AMBIGUOUS,1.0.0
af_history,Argentina Primera Division,Central Cordoba de Santiago,Central Cordoba de Santiago,32,2,0,True,True,AMBIGUOUS,1.0.0
af_history,Argentina Primera Division,Defensa Y Justicia,Defensa Y Justicia,2,1,0,True,True,AMBIGUOUS,1.0.0
af_history,Argentina Primera Division,Estudiantes de Rio Cuarto,Estudiantes de Rio Cuarto,1,1,0,True,True,AMBIGUOUS,1.0.0
af_history,Argentina Primera Division,Gimnasia M.,Gimnasia Mendoza,1,1,0,False,False,AMBIGUOUS,1.0.0
af_history,Argentina Primera Division,Union Santa Fe,Union de Santa Fe,1,1,0,False,False,AMBIGUOUS,1.0.0
af_history,Brazil Serie A,Fortaleza EC,Fortaleza EC,1,1,0,True,True,AMBIGUOUS,1.0.0
af_history,China Super League,Hebei Zhongji,Hebei Zhongji,4,1,0,True,True,AMBIGUOUS,1.0.0
af_history,China Super League,Henan Jianye,Henan Jianye,1,1,0,True,True,AMBIGUOUS,1.0.0
af_history,China Super League,SHANGHAI SIPG,Shanghai Port,2,1,0,False,False,AMBIGUOUS,1.0.0
af_history,China Super League,Shandong Luneng,Shandong Luneng,3,1,0,True,True,AMBIGUOUS,1.0.0
af_history,China Super League,Shijiazhuang Y. J.,Shijiazhuang Y. J.,2,1,0,True,True,AMBIGUOUS,1.0.0
af_history,China Super League,Tianjin Teda,Tianjin Teda,3,1,0,True,True,AMBIGUOUS,1.0.0
af_history,Finland Veikkausliiga,EIF,EIF,27,25,0,True,True,AMBIGUOUS,1.0.0
af_history,Finland Veikkausliiga,FF Jaro,FF Jaro,31,29,0,True,True,AMBIGUOUS,1.0.0
af_history,Finland Veikkausliiga,HIFK Helsinki,HIFK Helsinki,51,9,0,True,True,AMBIGUOUS,1.0.0
af_history,Finland Veikkausliiga,HJK Helsinki,HJK Helsinki,111,67,0,True,True,AMBIGUOUS,1.0.0
af_history,Finland Veikkausliiga,Kooteepee,Kooteepee,32,16,0,True,True,AMBIGUOUS,1.0.0
af_history,Finland Veikkausliiga,Turku PS,Turku PS,37,14,0,True,True,AMBIGUOUS,1.0.0
af_history,Ireland Premier Division,Drogheda United,Drogheda United,97,50,0,True,True,AMBIGUOUS,1.0.0
af_history,Ireland Premier Division,Galway United,Galway,7,4,0,False,False,AMBIGUOUS,1.0.0
af_history,Ireland Premier Division,St Patrick's Athl.,St Patrick's Athl.,151,51,0,True,True,AMBIGUOUS,1.0.0
af_history,Ireland Premier Division,UCD,UCD,95,46,0,True,True,AMBIGUOUS,1.0.0
af_history,Mexico Liga MX,Leon,Leon,1,1,0,True,True,AMBIGUOUS,1.0.0
af_history,Norway Eliteserien,Sarpsborg 08 FF,Sarpsborg 08,3,1,0,False,False,AMBIGUOUS,1.0.0
af_history,USA MLS,Minnesota United FC,Minnesota United,4,3,0,False,True,AMBIGUOUS,1.0.0
af_history,USA MLS,New York City FC,New York City,2,1,0,False,True,AMBIGUOUS,1.0.0
af_history,Argentina Primera Division,Aldosivi,Aldosivi,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Argentina Primera Division,Arsenal Sarandi,Arsenal Sarandi,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
