segment,n,n_pos,sample_label,market_logloss,market_brier,market_auc,market_ece,model_logloss,model_brier,model_auc,model_ece,blend_logloss,blend_brier,blend_auc,blend_ece,blend_weight,logloss_improvement,brier_improvement,verdict,p_raw,q_value,significant_after_fdr
new_format,485,252,RESEARCH_ONLY,0.6931769275423976,0.24893900780937728,0.5748177668778527,0.0577007175257732,0.7106797256619534,0.2574874421790025,0.5289784726480006,0.08995224066425782,0.6884959000354421,0.24750191976813896,0.5777300906056271,0.04916121468780568,0.2,0.00468103,0.00143709,MODEL_ADDS_INFORMATION_UNCONFIRMED,0.1825,0.365,False
standard,79,42,EARLY_SIGNAL,0.6975178041691511,0.2518018682142152,0.5209137709137709,0.07619287341772149,0.7062409116294309,0.256486145329732,0.42213642213642216,0.05036366213829502,0.6979763404036725,0.25214658228403025,0.5148005148005148,0.06958419386978948,0.2,-0.00045854,-0.00034471,MARKET_DOMINATES,0.863,0.863,False
