segment,league,model_type,market_a,market_b,label_a,label_b,n,k_joint,p_a,p_b,p_joint,independent_joint,dependency_ratio,excess_pp,phi,joint_ci_lo,joint_ci_hi,frechet_lo,frechet_hi,frechet_ok,independence_within_ci,sample_status,calc_version
league=Championship,Championship,ALL,BTTS_NO,AWAY,BTTS No,Away win,1691,271,0.467771,0.300414,0.16026,0.140525,1.1404,1.974,0.0863,0.143548,0.178513,0.0,0.300414,True,False,RESEARCH,1.0.0
league=Championship,Championship,ALL,BTTS_NO,1X,BTTS No,Home or draw,1691,520,0.467771,0.699586,0.30751,0.327246,0.9397,-1.974,-0.0863,0.285972,0.329921,0.167357,0.467771,True,True,RESEARCH,1.0.0
league=Championship,Championship,ALL,BTTS_NO,X2,BTTS No,Draw or away,1691,391,0.467771,0.562389,0.231224,0.263069,0.8789,-3.184,-0.1287,0.211751,0.251915,0.03016,0.467771,True,False,RESEARCH,1.0.0
league=Championship,Championship,ALL,BTTS_NO,12,BTTS No,Home or away,1691,671,0.467771,0.738025,0.396807,0.345226,1.1494,5.158,0.2351,0.373747,0.420334,0.205795,0.467771,True,False,RESEARCH,1.0.0
league=Championship,Championship,ALL,1X,X2,Home or draw,Draw or away,1691,443,0.699586,0.562389,0.261975,0.39344,0.6659,-13.146,-0.578,0.241573,0.283456,0.261975,0.562389,True,False,RESEARCH,1.0.0
league=Championship,Championship,ALL,1X,12,Home or draw,Home or away,1691,740,0.699586,0.738025,0.437611,0.516312,0.8476,-7.87,-0.3904,0.414133,0.461371,0.437611,0.699586,True,False,RESEARCH,1.0.0
league=Championship,Championship,ALL,X2,12,Draw or away,Home or away,1691,508,0.562389,0.738025,0.300414,0.415057,0.7238,-11.464,-0.5256,0.279036,0.322697,0.300414,0.562389,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O15,U25,Over 1.5,Under 2.5,909,195,0.790979,0.423542,0.214521,0.335013,0.6403,-12.049,-0.5997,0.189066,0.242379,0.214521,0.423542,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O15,U35,Over 1.5,Under 3.5,909,378,0.790979,0.624862,0.415842,0.494253,0.8414,-7.841,-0.3983,0.38422,0.448171,0.415842,0.624862,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O15,BTTS_NO,Over 1.5,BTTS No,909,174,0.790979,0.40044,0.191419,0.31674,0.6043,-12.532,-0.629,0.167163,0.218273,0.191419,0.40044,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O15,HOME,Over 1.5,Home win,909,336,0.790979,0.458746,0.369637,0.362858,1.0187,0.678,0.0335,0.338867,0.401505,0.249725,0.458746,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O15,DRAW,Over 1.5,Draw,909,185,0.790979,0.255226,0.20352,0.201878,1.0081,0.164,0.0093,0.17862,0.230916,0.046205,0.255226,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O15,AWAY,Over 1.5,Away win,909,198,0.790979,0.286029,0.217822,0.226243,0.9628,-0.842,-0.0458,0.192206,0.245813,0.077008,0.286029,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O15,1X,Over 1.5,Home or draw,909,521,0.790979,0.713971,0.573157,0.564736,1.0149,0.842,0.0458,0.540761,0.604938,0.50495,0.713971,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O15,X2,Over 1.5,Draw or away,909,383,0.790979,0.541254,0.421342,0.428121,0.9842,-0.678,-0.0335,0.389639,0.453707,0.332233,0.541254,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O15,12,Over 1.5,Home or away,909,534,0.790979,0.744774,0.587459,0.589101,0.9972,-0.164,-0.0093,0.555153,0.619029,0.535754,0.744774,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U15,HOME,Under 1.5,Home win,909,81,0.209021,0.458746,0.089109,0.095887,0.9293,-0.678,-0.0335,0.072275,0.109401,0.0,0.209021,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U15,DRAW,Under 1.5,Draw,909,47,0.209021,0.255226,0.051705,0.053347,0.9692,-0.164,-0.0093,0.039104,0.06808,0.0,0.209021,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U15,AWAY,Under 1.5,Away win,909,62,0.209021,0.286029,0.068207,0.059786,1.1409,0.842,0.0458,0.053569,0.086479,0.0,0.209021,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U15,1X,Under 1.5,Home or draw,909,128,0.209021,0.713971,0.140814,0.149235,0.9436,-0.842,-0.0458,0.119711,0.164941,0.0,0.209021,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U15,X2,Under 1.5,Draw or away,909,109,0.209021,0.541254,0.119912,0.113133,1.0599,0.678,0.0335,0.100377,0.142646,0.0,0.209021,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U15,12,Under 1.5,Home or away,909,143,0.209021,0.744774,0.157316,0.155673,1.0105,0.164,0.0093,0.135094,0.182422,0.0,0.209021,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O25,U35,Over 2.5,Under 3.5,909,183,0.576458,0.624862,0.20132,0.360207,0.5589,-15.889,-0.6642,0.176534,0.22862,0.20132,0.576458,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O25,BTTS,Over 2.5,BTTS Yes,909,431,0.576458,0.59956,0.474147,0.345621,1.3719,12.853,0.5309,0.441863,0.506649,0.176018,0.576458,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O25,BTTS_NO,Over 2.5,BTTS No,909,93,0.576458,0.40044,0.10231,0.230837,0.4432,-12.853,-0.5309,0.084253,0.123715,0.0,0.40044,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O25,HOME,Over 2.5,Home win,909,284,0.576458,0.458746,0.312431,0.264448,1.1814,4.798,0.1949,0.283143,0.343298,0.035204,0.458746,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O25,DRAW,Over 2.5,Draw,909,71,0.576458,0.255226,0.078108,0.147127,0.5309,-6.902,-0.3204,0.062385,0.097381,0.0,0.255226,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O25,AWAY,Over 2.5,Away win,909,169,0.576458,0.286029,0.185919,0.164883,1.1276,2.104,0.0942,0.161968,0.212513,0.0,0.286029,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O25,1X,Over 2.5,Home or draw,909,355,0.576458,0.713971,0.390539,0.411574,0.9489,-2.104,-0.0942,0.359347,0.422652,0.290429,0.576458,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O25,X2,Over 2.5,Draw or away,909,240,0.576458,0.541254,0.264026,0.31201,0.8462,-4.798,-0.1949,0.236406,0.293633,0.117712,0.541254,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O25,12,Over 2.5,Home or away,909,453,0.576458,0.744774,0.49835,0.429331,1.1608,6.902,0.3204,0.465921,0.530793,0.321232,0.576458,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U25,BTTS,Under 2.5,BTTS Yes,909,114,0.423542,0.59956,0.125413,0.253939,0.4939,-12.853,-0.5309,0.105446,0.148531,0.023102,0.423542,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U25,BTTS_NO,Under 2.5,BTTS No,909,271,0.423542,0.40044,0.29813,0.169603,1.7578,12.853,0.5309,0.269292,0.328666,0.0,0.40044,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U25,HOME,Under 2.5,Home win,909,133,0.423542,0.458746,0.146315,0.194298,0.753,-4.798,-0.1949,0.124828,0.170779,0.0,0.423542,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U25,DRAW,Under 2.5,Draw,909,161,0.423542,0.255226,0.177118,0.108099,1.6385,6.902,0.3204,0.153673,0.20328,0.0,0.255226,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U25,AWAY,Under 2.5,Away win,909,91,0.423542,0.286029,0.10011,0.121145,0.8264,-2.104,-0.0942,0.082249,0.121337,0.0,0.286029,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U25,1X,Under 2.5,Home or draw,909,294,0.423542,0.713971,0.323432,0.302397,1.0696,2.104,0.0942,0.29382,0.354531,0.137514,0.423542,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U25,X2,Under 2.5,Draw or away,909,252,0.423542,0.541254,0.277228,0.229244,1.2093,4.798,0.1949,0.249111,0.307219,0.0,0.423542,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U25,12,Under 2.5,Home or away,909,224,0.423542,0.744774,0.246425,0.315444,0.7812,-6.902,-0.3204,0.219516,0.275467,0.168317,0.423542,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O35,BTTS,Over 3.5,BTTS Yes,909,296,0.375138,0.59956,0.325633,0.224917,1.4478,10.072,0.4245,0.295958,0.356775,0.0,0.375138,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O35,BTTS_NO,Over 3.5,BTTS No,909,45,0.375138,0.40044,0.049505,0.15022,0.3295,-10.072,-0.4245,0.037202,0.0656,0.0,0.375138,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O35,HOME,Over 3.5,Home win,909,178,0.375138,0.458746,0.19582,0.172093,1.1379,2.373,0.0983,0.171325,0.222875,0.0,0.375138,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O35,DRAW,Over 3.5,Draw,909,71,0.375138,0.255226,0.078108,0.095745,0.8158,-1.764,-0.0836,0.062385,0.097381,0.0,0.255226,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O35,AWAY,Over 3.5,Away win,909,92,0.375138,0.286029,0.10121,0.1073,0.9432,-0.609,-0.0278,0.083251,0.122526,0.0,0.286029,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O35,1X,Over 3.5,Home or draw,909,249,0.375138,0.713971,0.273927,0.267837,1.0227,0.609,0.0278,0.245932,0.303826,0.089109,0.375138,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O35,X2,Over 3.5,Draw or away,909,163,0.375138,0.541254,0.179318,0.203045,0.8831,-2.373,-0.0983,0.155745,0.20559,0.0,0.375138,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,O35,12,Over 3.5,Home or away,909,270,0.375138,0.744774,0.29703,0.279393,1.0631,1.764,0.0836,0.268228,0.32754,0.119912,0.375138,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U35,BTTS,Under 3.5,BTTS Yes,909,249,0.624862,0.59956,0.273927,0.374643,0.7312,-10.072,-0.4245,0.245932,0.303826,0.224422,0.59956,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U35,BTTS_NO,Under 3.5,BTTS No,909,319,0.624862,0.40044,0.350935,0.25022,1.4025,10.072,0.4245,0.320595,0.38253,0.025303,0.40044,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U35,HOME,Under 3.5,Home win,909,239,0.624862,0.458746,0.262926,0.286653,0.9172,-2.373,-0.0983,0.235348,0.2925,0.083608,0.458746,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U35,DRAW,Under 3.5,Draw,909,161,0.624862,0.255226,0.177118,0.159481,1.1106,1.764,0.0836,0.153673,0.20328,0.0,0.255226,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U35,AWAY,Under 3.5,Away win,909,168,0.624862,0.286029,0.184818,0.178729,1.0341,0.609,0.0278,0.16093,0.21136,0.0,0.286029,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U35,1X,Under 3.5,Home or draw,909,400,0.624862,0.713971,0.440044,0.446134,0.9863,-0.609,-0.0278,0.408093,0.472499,0.338834,0.624862,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U35,X2,Under 3.5,Draw or away,909,329,0.624862,0.541254,0.361936,0.338209,1.0702,2.373,0.0983,0.331337,0.393698,0.166117,0.541254,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,U35,12,Under 3.5,Home or away,909,407,0.624862,0.744774,0.447745,0.465382,0.9621,-1.764,-0.0836,0.415705,0.480224,0.369637,0.624862,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,BTTS,HOME,BTTS Yes,Home win,909,223,0.59956,0.458746,0.245325,0.275046,0.8919,-2.972,-0.1217,0.218463,0.27433,0.058306,0.458746,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,BTTS,DRAW,BTTS Yes,Draw,909,185,0.59956,0.255226,0.20352,0.153023,1.33,5.05,0.2364,0.17862,0.230916,0.0,0.255226,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,BTTS,AWAY,BTTS Yes,Away win,909,137,0.59956,0.286029,0.150715,0.171491,0.8788,-2.078,-0.0938,0.128929,0.175441,0.0,0.286029,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,BTTS,1X,BTTS Yes,Home or draw,909,408,0.59956,0.713971,0.448845,0.428069,1.0485,2.078,0.0938,0.416794,0.481327,0.313531,0.59956,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,BTTS,X2,BTTS Yes,Draw or away,909,322,0.59956,0.541254,0.354235,0.324514,1.0916,2.972,0.1217,0.323816,0.385882,0.140814,0.541254,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,BTTS,12,BTTS Yes,Home or away,909,360,0.59956,0.744774,0.39604,0.446537,0.8869,-5.05,-0.2364,0.364747,0.428207,0.344334,0.59956,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,BTTS_NO,HOME,BTTS No,Home win,909,194,0.40044,0.458746,0.213421,0.1837,1.1618,2.972,0.1217,0.18802,0.241234,0.0,0.40044,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,BTTS_NO,DRAW,BTTS No,Draw,909,47,0.40044,0.255226,0.051705,0.102203,0.5059,-5.05,-0.2364,0.039104,0.06808,0.0,0.255226,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,BTTS_NO,AWAY,BTTS No,Away win,909,123,0.40044,0.286029,0.135314,0.114537,1.1814,2.078,0.0938,0.114605,0.159091,0.0,0.286029,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,BTTS_NO,1X,BTTS No,Home or draw,909,241,0.40044,0.713971,0.265127,0.285903,0.9273,-2.078,-0.0938,0.237463,0.294767,0.114411,0.40044,True,True,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,BTTS_NO,X2,BTTS No,Draw or away,909,170,0.40044,0.541254,0.187019,0.21674,0.8629,-2.972,-0.1217,0.163006,0.213665,0.0,0.40044,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,BTTS_NO,12,BTTS No,Home or away,909,317,0.40044,0.744774,0.348735,0.298238,1.1693,5.05,0.2364,0.318449,0.380294,0.145215,0.40044,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,1X,X2,Home or draw,Draw or away,909,232,0.713971,0.541254,0.255226,0.38644,0.6605,-13.121,-0.5827,0.227953,0.284558,0.255226,0.541254,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,1X,12,Home or draw,Home or away,909,417,0.713971,0.744774,0.458746,0.531748,0.8627,-7.3,-0.3705,0.426594,0.491245,0.458746,0.713971,True,False,RESEARCH,1.0.0
league=China Super League,China Super League,ALL,X2,12,Draw or away,Home or away,909,260,0.541254,0.744774,0.286029,0.403112,0.7096,-11.708,-0.5389,0.257599,0.316259,0.286029,0.541254,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O15,U25,Over 1.5,Under 2.5,606,134,0.810231,0.410891,0.221122,0.332917,0.6642,-11.179,-0.5795,0.189894,0.255864,0.221122,0.410891,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O15,U35,Over 1.5,Under 3.5,606,271,0.810231,0.636964,0.447195,0.516088,0.8665,-6.889,-0.3654,0.408064,0.486991,0.447195,0.636964,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O15,BTTS_NO,Over 1.5,BTTS No,606,125,0.810231,0.39604,0.206271,0.320884,0.6428,-11.461,-0.5976,0.175953,0.240289,0.206271,0.39604,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O15,HOME,Over 1.5,Home win,606,205,0.810231,0.429043,0.338284,0.347624,0.9731,-0.934,-0.0481,0.301737,0.376868,0.239274,0.429043,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O15,DRAW,Over 1.5,Draw,606,123,0.810231,0.255776,0.20297,0.207237,0.9794,-0.427,-0.0249,0.172864,0.236819,0.066007,0.255776,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O15,AWAY,Over 1.5,Away win,606,163,0.810231,0.315182,0.268977,0.25537,1.0533,1.361,0.0747,0.235208,0.305656,0.125413,0.315182,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O15,1X,Over 1.5,Home or draw,606,328,0.810231,0.684818,0.541254,0.554861,0.9755,-1.361,-0.0747,0.501445,0.580544,0.49505,0.684818,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O15,X2,Over 1.5,Draw or away,606,286,0.810231,0.570957,0.471947,0.462607,1.0202,0.934,0.0481,0.432502,0.511746,0.381188,0.570957,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O15,12,Over 1.5,Home or away,606,368,0.810231,0.744224,0.607261,0.602994,1.0071,0.427,0.0249,0.567819,0.645351,0.554455,0.744224,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U15,HOME,Under 1.5,Home win,606,55,0.189769,0.429043,0.090759,0.081419,1.1147,0.934,0.0481,0.070392,0.116282,0.0,0.189769,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U15,DRAW,Under 1.5,Draw,606,32,0.189769,0.255776,0.052805,0.048538,1.0879,0.427,0.0249,0.03765,0.073595,0.0,0.189769,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U15,AWAY,Under 1.5,Away win,606,28,0.189769,0.315182,0.046205,0.059812,0.7725,-1.361,-0.0747,0.032158,0.065968,0.0,0.189769,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U15,1X,Under 1.5,Home or draw,606,87,0.189769,0.684818,0.143564,0.129957,1.1047,1.361,0.0747,0.117889,0.17373,0.0,0.189769,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U15,X2,Under 1.5,Draw or away,606,60,0.189769,0.570957,0.09901,0.10835,0.9138,-0.934,-0.0481,0.077696,0.125375,0.0,0.189769,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U15,12,Under 1.5,Home or away,606,83,0.189769,0.744224,0.136964,0.141231,0.9698,-0.427,-0.0249,0.111867,0.166634,0.0,0.189769,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O25,U35,Over 2.5,Under 3.5,606,137,0.589109,0.636964,0.226073,0.375241,0.6025,-14.917,-0.6305,0.194555,0.261042,0.226073,0.589109,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O25,BTTS,Over 2.5,BTTS Yes,606,300,0.589109,0.60396,0.49505,0.355798,1.3914,13.925,0.5787,0.455398,0.534763,0.193069,0.589109,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O25,BTTS_NO,Over 2.5,BTTS No,606,57,0.589109,0.39604,0.094059,0.23331,0.4032,-13.925,-0.5787,0.073307,0.119926,0.0,0.39604,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O25,HOME,Over 2.5,Home win,606,168,0.589109,0.429043,0.277228,0.252753,1.0968,2.447,0.1005,0.243076,0.314186,0.018152,0.429043,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O25,DRAW,Over 2.5,Draw,606,57,0.589109,0.255776,0.094059,0.15068,0.6242,-5.662,-0.2638,0.073307,0.119926,0.0,0.255776,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O25,AWAY,Over 2.5,Away win,606,132,0.589109,0.315182,0.217822,0.185676,1.1731,3.215,0.1406,0.186791,0.252408,0.0,0.315182,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O25,1X,Over 2.5,Home or draw,606,225,0.589109,0.684818,0.371287,0.403433,0.9203,-3.215,-0.1406,0.333743,0.410453,0.273927,0.589109,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O25,X2,Over 2.5,Draw or away,606,189,0.589109,0.570957,0.311881,0.336356,0.9272,-2.447,-0.1005,0.276279,0.349854,0.160066,0.570957,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O25,12,Over 2.5,Home or away,606,300,0.589109,0.744224,0.49505,0.438429,1.1291,5.662,0.2638,0.455398,0.534763,0.333333,0.589109,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U25,BTTS,Under 2.5,BTTS Yes,606,66,0.410891,0.60396,0.108911,0.248162,0.4389,-13.925,-0.5787,0.086527,0.136222,0.014851,0.410891,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U25,BTTS_NO,Under 2.5,BTTS No,606,183,0.410891,0.39604,0.30198,0.162729,1.8557,13.925,0.5787,0.266767,0.339688,0.0,0.39604,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U25,HOME,Under 2.5,Home win,606,92,0.410891,0.429043,0.151815,0.17629,0.8612,-2.447,-0.1005,0.125444,0.182574,0.0,0.410891,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U25,DRAW,Under 2.5,Draw,606,98,0.410891,0.255776,0.161716,0.105096,1.5387,5.662,0.2638,0.134547,0.193147,0.0,0.255776,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U25,AWAY,Under 2.5,Away win,606,59,0.410891,0.315182,0.09736,0.129505,0.7518,-3.215,-0.1406,0.076231,0.123561,0.0,0.315182,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U25,1X,Under 2.5,Home or draw,606,190,0.410891,0.684818,0.313531,0.281386,1.1142,3.215,0.1406,0.277866,0.351546,0.09571,0.410891,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U25,X2,Under 2.5,Draw or away,606,157,0.410891,0.570957,0.259076,0.234601,1.1043,2.447,0.1005,0.225787,0.2954,0.0,0.410891,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U25,12,Under 2.5,Home or away,606,151,0.410891,0.744224,0.249175,0.305795,0.8148,-5.662,-0.2638,0.216389,0.285121,0.155116,0.410891,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O35,BTTS,Over 3.5,BTTS Yes,606,191,0.363036,0.60396,0.315182,0.21926,1.4375,9.592,0.4079,0.279454,0.353238,0.0,0.363036,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O35,BTTS_NO,Over 3.5,BTTS No,606,29,0.363036,0.39604,0.047855,0.143777,0.3328,-9.592,-0.4079,0.033523,0.067883,0.0,0.363036,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O35,HOME,Over 3.5,Home win,606,96,0.363036,0.429043,0.158416,0.155758,1.0171,0.266,0.0112,0.131508,0.189627,0.0,0.363036,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O35,DRAW,Over 3.5,Draw,606,57,0.363036,0.255776,0.094059,0.092856,1.013,0.12,0.0057,0.073307,0.119926,0.0,0.255776,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O35,AWAY,Over 3.5,Away win,606,67,0.363036,0.315182,0.110561,0.114422,0.9663,-0.386,-0.0173,0.088005,0.138024,0.0,0.315182,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O35,1X,Over 3.5,Home or draw,606,153,0.363036,0.684818,0.252475,0.248614,1.0155,0.386,0.0173,0.219519,0.28855,0.047855,0.363036,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O35,X2,Over 3.5,Draw or away,606,124,0.363036,0.570957,0.20462,0.207278,0.9872,-0.266,-0.0112,0.174408,0.238554,0.0,0.363036,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,O35,12,Over 3.5,Home or away,606,163,0.363036,0.744224,0.268977,0.27018,0.9955,-0.12,-0.0057,0.235208,0.305656,0.107261,0.363036,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U35,BTTS,Under 3.5,BTTS Yes,606,175,0.636964,0.60396,0.288779,0.384701,0.7507,-9.592,-0.4079,0.254115,0.326103,0.240924,0.60396,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U35,BTTS_NO,Under 3.5,BTTS No,606,211,0.636964,0.39604,0.348185,0.252263,1.3802,9.592,0.4079,0.311318,0.386964,0.033003,0.39604,True,False,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U35,HOME,Under 3.5,Home win,606,164,0.636964,0.429043,0.270627,0.273285,0.9903,-0.266,-0.0112,0.23678,0.307364,0.066007,0.429043,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U35,DRAW,Under 3.5,Draw,606,98,0.636964,0.255776,0.161716,0.16292,0.9926,-0.12,-0.0057,0.134547,0.193147,0.0,0.255776,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U35,AWAY,Under 3.5,Away win,606,124,0.636964,0.315182,0.20462,0.200759,1.0192,0.386,0.0173,0.174408,0.238554,0.0,0.315182,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U35,1X,Under 3.5,Home or draw,606,262,0.636964,0.684818,0.432343,0.436205,0.9911,-0.386,-0.0173,0.393448,0.472091,0.321782,0.636964,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U35,X2,Under 3.5,Draw or away,606,222,0.636964,0.570957,0.366337,0.363679,1.0073,0.266,0.0112,0.328929,0.405428,0.207921,0.570957,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,U35,12,Under 3.5,Home or away,606,288,0.636964,0.744224,0.475248,0.474044,1.0025,0.12,0.0057,0.435768,0.515039,0.381188,0.636964,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,BTTS,HOME,BTTS Yes,Home win,606,136,0.60396,0.429043,0.224422,0.259125,0.8661,-3.47,-0.1434,0.193,0.259316,0.033003,0.429043,True,True,RESEARCH,1.0.0
league=Denmark Superliga,Denmark Superliga,ALL,BTTS,DRAW,BTTS Yes,Draw,606,123,0.60396,0.255776,0.20297,0.154478,1.3139,4.849,0.2273,0.172864,0.236819,0.0,0.255776,True,False,RESEARCH,1.0.0
