segment,league,model_type,market_a,market_b,label_a,label_b,n,k_joint,p_a,p_b,p_joint,independent_joint,dependency_ratio,excess_pp,phi,joint_ci_lo,joint_ci_hi,frechet_lo,frechet_hi,frechet_ok,independence_within_ci,sample_status,calc_version
league=Serie B,Serie B,ALL,U25,DRAW,Under 2.5,Draw,1178,281,0.524618,0.320034,0.23854,0.167896,1.4208,7.064,0.3032,0.215076,0.263703,0.0,0.320034,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,U25,AWAY,Under 2.5,Away win,1178,132,0.524618,0.271647,0.112054,0.142511,0.7863,-3.046,-0.1371,0.095287,0.131343,0.0,0.271647,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,U25,1X,Under 2.5,Home or draw,1178,486,0.524618,0.728353,0.412564,0.382107,1.0797,3.046,0.1371,0.384779,0.440917,0.252971,0.524618,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,U25,X2,Under 2.5,Draw or away,1178,413,0.524618,0.591681,0.350594,0.310406,1.1295,4.019,0.1637,0.323871,0.378288,0.116299,0.524618,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,U25,12,Under 2.5,Home or away,1178,337,0.524618,0.679966,0.286078,0.356722,0.802,-7.064,-0.3032,0.260998,0.312549,0.204584,0.524618,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,O35,BTTS,Over 3.5,BTTS Yes,1178,265,0.244482,0.543294,0.224958,0.132826,1.6936,9.213,0.4304,0.202029,0.249675,0.0,0.244482,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,O35,BTTS_NO,Over 3.5,BTTS No,1178,23,0.244482,0.456706,0.019525,0.111657,0.1749,-9.213,-0.4304,0.013045,0.029128,0.0,0.244482,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,O35,HOME,Over 3.5,Home win,1178,122,0.244482,0.408319,0.103565,0.099827,1.0375,0.374,0.0177,0.087435,0.122273,0.0,0.244482,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,O35,DRAW,Over 3.5,Draw,1178,96,0.244482,0.320034,0.081494,0.078243,1.0416,0.325,0.0162,0.067197,0.098512,0.0,0.244482,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,O35,AWAY,Over 3.5,Away win,1178,70,0.244482,0.271647,0.059423,0.066413,0.8947,-0.699,-0.0366,0.0473,0.074409,0.0,0.244482,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,O35,1X,Over 3.5,Home or draw,1178,218,0.244482,0.728353,0.185059,0.178069,1.0393,0.699,0.0366,0.163919,0.208248,0.0,0.244482,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,O35,X2,Over 3.5,Draw or away,1178,166,0.244482,0.591681,0.140917,0.144655,0.9742,-0.374,-0.0177,0.122213,0.161955,0.0,0.244482,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,O35,12,Over 3.5,Home or away,1178,192,0.244482,0.679966,0.162988,0.16624,0.9804,-0.325,-0.0162,0.142997,0.18517,0.0,0.244482,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,U35,BTTS,Under 3.5,BTTS Yes,1178,375,0.755518,0.543294,0.318336,0.410468,0.7755,-9.213,-0.4304,0.292362,0.345492,0.298812,0.543294,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,U35,BTTS_NO,Under 3.5,BTTS No,1178,515,0.755518,0.456706,0.437182,0.34505,1.267,9.213,0.4304,0.409104,0.465667,0.212224,0.456706,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,U35,HOME,Under 3.5,Home win,1178,359,0.755518,0.408319,0.304754,0.308492,0.9879,-0.374,-0.0177,0.279137,0.33164,0.163837,0.408319,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,U35,DRAW,Under 3.5,Draw,1178,281,0.755518,0.320034,0.23854,0.241791,0.9866,-0.325,-0.0162,0.215076,0.263703,0.075552,0.320034,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,U35,AWAY,Under 3.5,Away win,1178,250,0.755518,0.271647,0.212224,0.205234,1.0341,0.699,0.0366,0.189829,0.23649,0.027165,0.271647,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,U35,1X,Under 3.5,Home or draw,1178,640,0.755518,0.728353,0.543294,0.550284,0.9873,-0.699,-0.0366,0.514753,0.571553,0.483871,0.728353,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,U35,X2,Under 3.5,Draw or away,1178,531,0.755518,0.591681,0.450764,0.447025,1.0084,0.374,0.0177,0.422555,0.479293,0.347199,0.591681,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,U35,12,Under 3.5,Home or away,1178,609,0.755518,0.679966,0.516978,0.513726,1.0063,0.325,0.0162,0.488432,0.545413,0.435484,0.679966,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,BTTS,HOME,BTTS Yes,Home win,1178,215,0.543294,0.408319,0.182513,0.221837,0.8227,-3.932,-0.1606,0.161498,0.205591,0.0,0.408319,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,BTTS,DRAW,BTTS Yes,Draw,1178,268,0.543294,0.320034,0.227504,0.173872,1.3085,5.363,0.2308,0.204472,0.252308,0.0,0.320034,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,BTTS,AWAY,BTTS Yes,Away win,1178,157,0.543294,0.271647,0.133277,0.147584,0.9031,-1.431,-0.0646,0.115055,0.153883,0.0,0.271647,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,BTTS,1X,BTTS Yes,Home or draw,1178,483,0.543294,0.728353,0.410017,0.39571,1.0362,1.431,0.0646,0.382267,0.438352,0.271647,0.543294,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,BTTS,X2,BTTS Yes,Draw or away,1178,425,0.543294,0.591681,0.360781,0.321456,1.1223,3.932,0.1606,0.33385,0.388617,0.134975,0.543294,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,BTTS,12,BTTS Yes,Home or away,1178,372,0.543294,0.679966,0.315789,0.369421,0.8548,-5.363,-0.2308,0.28988,0.342896,0.22326,0.543294,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,BTTS_NO,HOME,BTTS No,Home win,1178,266,0.456706,0.408319,0.225806,0.186482,1.2109,3.932,0.1606,0.202843,0.250552,0.0,0.408319,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,BTTS_NO,DRAW,BTTS No,Draw,1178,109,0.456706,0.320034,0.09253,0.146162,0.6331,-5.363,-0.2308,0.07728,0.110428,0.0,0.320034,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,BTTS_NO,AWAY,BTTS No,Away win,1178,163,0.456706,0.271647,0.13837,0.124063,1.1153,1.431,0.0646,0.119825,0.159267,0.0,0.271647,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,BTTS_NO,1X,BTTS No,Home or draw,1178,375,0.456706,0.728353,0.318336,0.332643,0.957,-1.431,-0.0646,0.292362,0.345492,0.185059,0.456706,True,True,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,BTTS_NO,X2,BTTS No,Draw or away,1178,272,0.456706,0.591681,0.2309,0.270224,0.8545,-3.932,-0.1606,0.207733,0.255816,0.048387,0.456706,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,BTTS_NO,12,BTTS No,Home or away,1178,429,0.456706,0.679966,0.364177,0.310545,1.1727,5.363,0.2308,0.33718,0.392056,0.136672,0.456706,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,1X,X2,Home or draw,Draw or away,1178,377,0.728353,0.591681,0.320034,0.430953,0.7426,-11.092,-0.5073,0.294016,0.347221,0.320034,0.591681,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,1X,12,Home or draw,Home or away,1178,481,0.728353,0.679966,0.408319,0.495255,0.8245,-8.694,-0.419,0.380592,0.436642,0.408319,0.679966,True,False,RESEARCH,1.0.0
league=Serie B,Serie B,ALL,X2,12,Draw or away,Home or away,1178,320,0.591681,0.679966,0.271647,0.402323,0.6752,-13.068,-0.5699,0.247018,0.29776,0.271647,0.591681,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O15,U25,Over 1.5,Under 2.5,868,208,0.78341,0.456221,0.239631,0.357408,0.6705,-11.778,-0.574,0.212421,0.269137,0.239631,0.456221,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O15,U35,Over 1.5,Under 3.5,868,418,0.78341,0.698157,0.481567,0.546943,0.8805,-6.538,-0.3457,0.448481,0.514816,0.481567,0.698157,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O15,BTTS_NO,Over 1.5,BTTS No,868,223,0.78341,0.473502,0.256912,0.370947,0.6926,-11.403,-0.5544,0.22896,0.287007,0.256912,0.473502,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O15,HOME,Over 1.5,Home win,868,311,0.78341,0.43318,0.358295,0.339357,1.0558,1.894,0.0928,0.327084,0.390755,0.21659,0.43318,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O15,DRAW,Over 1.5,Draw,868,142,0.78341,0.220046,0.163594,0.172386,0.949,-0.879,-0.0515,0.140478,0.189676,0.003456,0.220046,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O15,AWAY,Over 1.5,Away win,868,227,0.78341,0.346774,0.261521,0.271666,0.9627,-1.015,-0.0518,0.233381,0.291762,0.130184,0.346774,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O15,1X,Over 1.5,Home or draw,868,453,0.78341,0.653226,0.521889,0.511744,1.0198,1.015,0.0518,0.488635,0.554951,0.436636,0.653226,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O15,X2,Over 1.5,Draw or away,868,369,0.78341,0.56682,0.425115,0.444053,0.9574,-1.894,-0.0928,0.392628,0.458262,0.35023,0.56682,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O15,12,Over 1.5,Home or away,868,538,0.78341,0.779954,0.619816,0.611024,1.0144,0.879,0.0515,0.58706,0.651515,0.563364,0.779954,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U15,HOME,Under 1.5,Home win,868,65,0.21659,0.43318,0.074885,0.093822,0.7982,-1.894,-0.0928,0.059186,0.09433,0.0,0.21659,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U15,DRAW,Under 1.5,Draw,868,49,0.21659,0.220046,0.056452,0.04766,1.1845,0.879,0.0515,0.042962,0.07385,0.0,0.21659,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U15,AWAY,Under 1.5,Away win,868,74,0.21659,0.346774,0.085253,0.075108,1.1351,1.015,0.0518,0.068454,0.105708,0.0,0.21659,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U15,1X,Under 1.5,Home or draw,868,114,0.21659,0.653226,0.131336,0.141482,0.9283,-1.015,-0.0518,0.110481,0.155441,0.0,0.21659,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U15,X2,Under 1.5,Draw or away,868,123,0.21659,0.56682,0.141705,0.122768,1.1543,1.894,0.0928,0.12008,0.166487,0.0,0.21659,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U15,12,Under 1.5,Home or away,868,139,0.21659,0.779954,0.160138,0.16893,0.948,-0.879,-0.0515,0.137246,0.186026,0.0,0.21659,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O25,U35,Over 2.5,Under 3.5,868,210,0.543779,0.698157,0.241935,0.379643,0.6373,-13.771,-0.6023,0.214622,0.271523,0.241935,0.543779,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O25,BTTS,Over 2.5,BTTS Yes,868,366,0.543779,0.526498,0.421659,0.286298,1.4728,13.536,0.5443,0.389222,0.454786,0.070276,0.526498,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O25,BTTS_NO,Over 2.5,BTTS No,868,106,0.543779,0.473502,0.12212,0.257481,0.4743,-13.536,-0.5443,0.101987,0.145583,0.017281,0.473502,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O25,HOME,Over 2.5,Home win,868,234,0.543779,0.43318,0.269585,0.235554,1.1445,3.403,0.1379,0.241127,0.300074,0.0,0.43318,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O25,DRAW,Over 2.5,Draw,868,51,0.543779,0.220046,0.058756,0.119656,0.491,-6.09,-0.2951,0.044969,0.076431,0.0,0.220046,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O25,AWAY,Over 2.5,Away win,868,187,0.543779,0.346774,0.215438,0.188568,1.1425,2.687,0.1133,0.189372,0.244011,0.0,0.346774,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O25,1X,Over 2.5,Home or draw,868,285,0.543779,0.653226,0.328341,0.35521,0.9244,-2.687,-0.1133,0.297916,0.360279,0.197005,0.543779,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O25,X2,Over 2.5,Draw or away,868,238,0.543779,0.56682,0.274194,0.308225,0.8896,-3.403,-0.1379,0.245559,0.304818,0.110599,0.543779,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O25,12,Over 2.5,Home or away,868,421,0.543779,0.779954,0.485023,0.424122,1.1436,6.09,0.2951,0.451914,0.518264,0.323733,0.543779,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U25,BTTS,Under 2.5,BTTS Yes,868,91,0.456221,0.526498,0.104839,0.240199,0.4365,-13.536,-0.5443,0.08617,0.12699,0.0,0.456221,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U25,BTTS_NO,Under 2.5,BTTS No,868,305,0.456221,0.473502,0.351382,0.216022,1.6266,13.536,0.5443,0.320341,0.383734,0.0,0.456221,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U25,HOME,Under 2.5,Home win,868,142,0.456221,0.43318,0.163594,0.197626,0.8278,-3.403,-0.1379,0.140478,0.189676,0.0,0.43318,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U25,DRAW,Under 2.5,Draw,868,140,0.456221,0.220046,0.16129,0.10039,1.6066,6.09,0.2951,0.138323,0.187243,0.0,0.220046,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U25,AWAY,Under 2.5,Away win,868,114,0.456221,0.346774,0.131336,0.158206,0.8302,-2.687,-0.1133,0.110481,0.155441,0.0,0.346774,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U25,1X,Under 2.5,Home or draw,868,282,0.456221,0.653226,0.324885,0.298015,1.0902,2.687,0.1133,0.294559,0.356754,0.109447,0.456221,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U25,X2,Under 2.5,Draw or away,868,254,0.456221,0.56682,0.292627,0.258595,1.1316,3.403,0.1379,0.263326,0.323755,0.023041,0.456221,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U25,12,Under 2.5,Home or away,868,256,0.456221,0.779954,0.294931,0.355832,0.8288,-6.09,-0.2951,0.265551,0.326118,0.236175,0.456221,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O35,BTTS,Over 3.5,BTTS Yes,868,226,0.301843,0.526498,0.260369,0.15892,1.6384,10.145,0.4426,0.232276,0.290574,0.0,0.301843,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O35,BTTS_NO,Over 3.5,BTTS No,868,36,0.301843,0.473502,0.041475,0.142924,0.2902,-10.145,-0.4426,0.030107,0.056884,0.0,0.301843,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O35,HOME,Over 3.5,Home win,868,126,0.301843,0.43318,0.145161,0.130752,1.1102,1.441,0.0633,0.123289,0.17016,0.0,0.301843,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O35,DRAW,Over 3.5,Draw,868,51,0.301843,0.220046,0.058756,0.066419,0.8846,-0.766,-0.0403,0.044969,0.076431,0.0,0.220046,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O35,AWAY,Over 3.5,Away win,868,85,0.301843,0.346774,0.097926,0.104671,0.9356,-0.675,-0.0309,0.079889,0.119506,0.0,0.301843,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O35,1X,Over 3.5,Home or draw,868,177,0.301843,0.653226,0.203917,0.197172,1.0342,0.675,0.0309,0.178445,0.231999,0.0,0.301843,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O35,X2,Over 3.5,Draw or away,868,136,0.301843,0.56682,0.156682,0.171091,0.9158,-1.441,-0.0633,0.134018,0.182371,0.0,0.301843,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,O35,12,Over 3.5,Home or away,868,211,0.301843,0.779954,0.243088,0.235424,1.0326,0.766,0.0403,0.215724,0.272716,0.081797,0.301843,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U35,BTTS,Under 3.5,BTTS Yes,868,231,0.698157,0.526498,0.266129,0.367578,0.724,-10.145,-0.4426,0.237806,0.296513,0.224654,0.526498,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U35,BTTS_NO,Under 3.5,BTTS No,868,375,0.698157,0.473502,0.432028,0.330579,1.3069,10.145,0.4426,0.399444,0.46521,0.171659,0.473502,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U35,HOME,Under 3.5,Home win,868,250,0.698157,0.43318,0.288018,0.302427,0.9524,-1.441,-0.0633,0.258878,0.319027,0.131336,0.43318,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U35,DRAW,Under 3.5,Draw,868,140,0.698157,0.220046,0.16129,0.153627,1.0499,0.766,0.0403,0.138323,0.187243,0.0,0.220046,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U35,AWAY,Under 3.5,Away win,868,216,0.698157,0.346774,0.248848,0.242103,1.0279,0.675,0.0309,0.221234,0.278675,0.044931,0.346774,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U35,1X,Under 3.5,Home or draw,868,390,0.698157,0.653226,0.449309,0.456054,0.9852,-0.675,-0.0309,0.416512,0.482552,0.351382,0.653226,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U35,X2,Under 3.5,Draw or away,868,356,0.698157,0.56682,0.410138,0.395729,1.0364,1.441,0.0633,0.377882,0.443186,0.264977,0.56682,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,U35,12,Under 3.5,Home or away,868,466,0.698157,0.779954,0.536866,0.54453,0.9859,-0.766,-0.0403,0.503604,0.569804,0.478111,0.698157,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,BTTS,HOME,BTTS Yes,Home win,868,171,0.526498,0.43318,0.197005,0.228068,0.8638,-3.106,-0.1256,0.171904,0.224775,0.0,0.43318,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,BTTS,DRAW,BTTS Yes,Draw,868,142,0.526498,0.220046,0.163594,0.115854,1.4121,4.774,0.2308,0.140478,0.189676,0.0,0.220046,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,BTTS,AWAY,BTTS Yes,Away win,868,144,0.526498,0.346774,0.165899,0.182576,0.9087,-1.668,-0.0702,0.142634,0.192107,0.0,0.346774,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,BTTS,1X,BTTS Yes,Home or draw,868,313,0.526498,0.653226,0.360599,0.343922,1.0485,1.668,0.0702,0.329333,0.393093,0.179724,0.526498,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,BTTS,X2,BTTS Yes,Draw or away,868,286,0.526498,0.56682,0.329493,0.29843,1.1041,3.106,0.1256,0.299035,0.361454,0.093318,0.526498,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,BTTS,12,BTTS Yes,Home or away,868,315,0.526498,0.779954,0.362903,0.410644,0.8837,-4.774,-0.2308,0.331584,0.395431,0.306452,0.526498,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,BTTS_NO,HOME,BTTS No,Home win,868,205,0.473502,0.43318,0.236175,0.205112,1.1514,3.106,0.1256,0.20912,0.265555,0.0,0.43318,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,BTTS_NO,DRAW,BTTS No,Draw,868,49,0.473502,0.220046,0.056452,0.104192,0.5418,-4.774,-0.2308,0.042962,0.07385,0.0,0.220046,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,BTTS_NO,AWAY,BTTS No,Away win,868,157,0.473502,0.346774,0.180876,0.164198,1.1016,1.668,0.0702,0.156692,0.207871,0.0,0.346774,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,BTTS_NO,1X,BTTS No,Home or draw,868,254,0.473502,0.653226,0.292627,0.309304,0.9461,-1.668,-0.0702,0.263326,0.323755,0.126728,0.473502,True,True,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,BTTS_NO,X2,BTTS No,Draw or away,868,206,0.473502,0.56682,0.237327,0.268391,0.8843,-3.106,-0.1256,0.21022,0.266749,0.040323,0.473502,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,BTTS_NO,12,BTTS No,Home or away,868,362,0.473502,0.779954,0.417051,0.36931,1.1293,4.774,0.2308,0.384684,0.450148,0.253456,0.473502,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,1X,X2,Home or draw,Draw or away,868,191,0.653226,0.56682,0.220046,0.370262,0.5943,-15.022,-0.6369,0.193752,0.248807,0.220046,0.56682,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,1X,12,Home or draw,Home or away,868,376,0.653226,0.779954,0.43318,0.509486,0.8502,-7.631,-0.387,0.400581,0.466368,0.43318,0.653226,True,False,RESEARCH,1.0.0
league=Sweden Allsvenskan,Sweden Allsvenskan,ALL,X2,12,Draw or away,Home or away,868,301,0.56682,0.779954,0.346774,0.442094,0.7844,-9.532,-0.4643,0.315849,0.37905,0.346774,0.56682,True,False,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,O15,U25,Over 1.5,Under 2.5,1873,380,0.793914,0.40897,0.202883,0.324686,0.6249,-12.18,-0.6125,0.185287,0.221695,0.202883,0.40897,True,False,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,O15,U35,Over 1.5,Under 3.5,1873,827,0.793914,0.647624,0.441538,0.514158,0.8588,-7.262,-0.3758,0.419191,0.464123,0.441538,0.647624,True,False,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,O15,BTTS_NO,Over 1.5,BTTS No,1873,363,0.793914,0.399893,0.193807,0.317481,0.6105,-12.367,-0.6241,0.176539,0.212328,0.193807,0.399893,True,False,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,O15,HOME,Over 1.5,Home win,1873,728,0.793914,0.466631,0.388681,0.370465,1.0492,1.822,0.0903,0.366855,0.410964,0.260545,0.466631,True,True,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,O15,DRAW,Over 1.5,Draw,1873,349,0.793914,0.249867,0.186332,0.198372,0.9393,-1.204,-0.0688,0.169346,0.204602,0.04378,0.249867,True,True,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,O15,AWAY,Over 1.5,Away win,1873,410,0.793914,0.283502,0.2189,0.225076,0.9726,-0.618,-0.0339,0.200759,0.238192,0.077416,0.283502,True,True,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,O15,1X,Over 1.5,Home or draw,1873,1077,0.793914,0.716498,0.575013,0.568837,1.0109,0.618,0.0339,0.552494,0.597225,0.510411,0.716498,True,True,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,O15,X2,Over 1.5,Draw or away,1873,759,0.793914,0.533369,0.405232,0.423449,0.957,-1.822,-0.0903,0.383214,0.427638,0.327282,0.533369,True,True,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,O15,12,Over 1.5,Home or away,1873,1138,0.793914,0.750133,0.607581,0.595541,1.0202,1.204,0.0688,0.585269,0.629454,0.544047,0.750133,True,True,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,U15,HOME,Under 1.5,Home win,1873,146,0.206086,0.466631,0.07795,0.096166,0.8106,-1.822,-0.0903,0.066654,0.090973,0.0,0.206086,True,False,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,U15,DRAW,Under 1.5,Draw,1873,119,0.206086,0.249867,0.063534,0.051494,1.2338,1.204,0.0688,0.053356,0.075499,0.0,0.206086,True,False,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,U15,AWAY,Under 1.5,Away win,1873,121,0.206086,0.283502,0.064602,0.058426,1.1057,0.618,0.0339,0.054336,0.076651,0.0,0.206086,True,True,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,U15,1X,Under 1.5,Home or draw,1873,265,0.206086,0.716498,0.141484,0.14766,0.9582,-0.618,-0.0339,0.126433,0.158003,0.0,0.206086,True,True,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,U15,X2,Under 1.5,Draw or away,1873,240,0.206086,0.533369,0.128137,0.10992,1.1657,1.822,0.0903,0.113757,0.144039,0.0,0.206086,True,False,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,U15,12,Under 1.5,Home or away,1873,267,0.206086,0.750133,0.142552,0.154592,0.9221,-1.204,-0.0688,0.127449,0.159118,0.0,0.206086,True,True,RESEARCH,1.0.0
league=USA MLS,USA MLS,ALL,O25,U35,Over 2.5,Under 3.5,1873,447,0.59103,0.647624,0.238655,0.382766,0.6235,-14.411,-0.6136,0.219897,0.258482,0.238655,0.59103,True,False,RESEARCH,1.0.0
