variant,month,target,dataset_id,retrain_id,train_start,train_end,n_train,n_test,target_prevalence,majority_accuracy,accuracy,accuracy_lift,auc,pr_auc,brier,log_loss,ece,baseline_log_loss,baseline_brier,margin_vs_baseline_ll,mean_predicted,mean_actual,model_age_months,gate_decision,interpretable
canonical,2024-11,over35,36a7860900c8,canonical:2024-11,2019-02-15,2024-10-31,58939,1233,0.2433,0.7567,0.7607,0.406,0.6239,0.3522,0.17807,0.53867,0.03429,0.55297,0.18357,0.0143,0.2747,0.2433,0,PROMOTE,True
canonical,2024-12,btts,36a7860900c8,canonical:2024-12,2019-02-15,2024-11-30,60172,1040,0.5163,0.5163,0.5375,2.115,0.576,0.6133,0.23979,0.67108,0.05212,0.68842,0.24765,0.01734,0.5172,0.5163,1,REJECT,True
canonical,2024-12,over15,3c2b5ead5aad,canonical:2024-12,2019-02-15,2024-11-30,60172,1040,0.7635,0.7635,0.7663,0.288,0.6083,0.8291,0.17537,0.53335,0.03119,0.54385,0.17937,0.0105,0.7347,0.7635,0,PROMOTE,True
canonical,2024-12,over25,3c2b5ead5aad,canonical:2024-12,2019-02-15,2024-11-30,60172,1040,0.524,0.524,0.5519,2.788,0.5889,0.6186,0.24243,0.67712,0.04574,0.68443,0.24567,0.00732,0.4842,0.524,0,PROMOTE,True
canonical,2024-12,over35,3c2b5ead5aad,canonical:2024-12,2019-02-15,2024-11-30,60172,1040,0.274,0.726,0.7288,0.288,0.6089,0.3957,0.19109,0.56798,0.01437,0.58106,0.1963,0.01309,0.2704,0.274,0,PROMOTE,True
canonical,2025-01,btts,eb41302ce93a,canonical:2025-01,2019-02-15,2024-12-31,61212,863,0.5295,0.5295,0.5643,3.476,0.599,0.6455,0.24011,0.67248,0.01875,0.68497,0.24593,0.01249,0.5146,0.5295,0,PROMOTE,True
canonical,2025-01,over15,eb41302ce93a,canonical:2025-01,2019-02-15,2024-12-31,61212,863,0.7254,0.7254,0.7277,0.232,0.6151,0.8012,0.19291,0.57174,0.02529,0.58516,0.19806,0.01342,0.7314,0.7254,0,PROMOTE,True
canonical,2025-01,over25,eb41302ce93a,canonical:2025-01,2019-02-15,2024-12-31,61212,863,0.5006,0.5006,0.5643,6.373,0.5929,0.6038,0.242,0.67656,0.01565,0.68908,0.24797,0.01252,0.4866,0.5006,0,PROMOTE,True
canonical,2025-01,over35,eb41302ce93a,canonical:2025-01,2019-02-15,2024-12-31,61212,863,0.2538,0.7462,0.7497,0.348,0.5552,0.3226,0.18852,0.56451,0.03481,0.5628,0.18788,-0.00171,0.2691,0.2538,0,PROMOTE,True
canonical,2025-02,btts,fe79c65c49f4,canonical:2025-02,2019-02-15,2025-01-31,62075,1180,0.5144,0.5144,0.5686,5.424,0.5928,0.6053,0.24065,0.67312,0.02767,0.68887,0.24786,0.01575,0.5198,0.5144,0,PROMOTE,True
canonical,2025-02,over15,eb41302ce93a,canonical:2025-02,2019-02-15,2025-01-31,62075,1180,0.722,0.722,0.722,0.0,0.5985,0.7964,0.19534,0.57687,0.01495,0.58483,0.19811,0.00796,0.7347,0.722,1,REJECT,True
canonical,2025-02,over25,fe79c65c49f4,canonical:2025-02,2019-02-15,2025-01-31,62075,1180,0.4831,0.5169,0.5653,4.831,0.6183,0.5994,0.23756,0.66738,0.04506,0.68579,0.24635,0.0184,0.4849,0.4831,0,PROMOTE,True
canonical,2025-02,over35,fe79c65c49f4,canonical:2025-02,2019-02-15,2025-01-31,62075,1180,0.2466,0.7534,0.7551,0.169,0.6161,0.3453,0.18008,0.5431,0.02225,0.5581,0.18591,0.015,0.2675,0.2466,0,PROMOTE,True
canonical,2025-03,btts,12454bac69ea,canonical:2025-03,2019-02-15,2025-02-28,63255,1333,0.5184,0.5184,0.5664,4.801,0.5843,0.5908,0.24302,0.67869,0.014,0.69368,0.25026,0.01499,0.5187,0.5184,0,PROMOTE,True
canonical,2025-03,over15,12454bac69ea,canonical:2025-03,2019-02-15,2025-02-28,63255,1333,0.7239,0.7239,0.7284,0.45,0.5754,0.7765,0.19587,0.57955,0.01581,0.5908,0.20049,0.01124,0.7264,0.7239,0,PROMOTE,True
canonical,2025-03,over25,12454bac69ea,canonical:2025-03,2019-02-15,2025-02-28,63255,1333,0.4801,0.5199,0.5469,2.701,0.5804,0.5569,0.24347,0.67967,0.03028,0.68981,0.24831,0.01013,0.4775,0.4801,0,PROMOTE,True
canonical,2025-03,over35,12454bac69ea,canonical:2025-03,2019-02-15,2025-02-28,63255,1333,0.2408,0.7592,0.7569,-0.225,0.6168,0.3165,0.17817,0.53819,0.02068,0.55125,0.1827,0.01306,0.2551,0.2408,0,PROMOTE,True
canonical,2025-04,btts,a4c5098ce2c6,canonical:2025-04,2019-02-15,2025-03-31,64588,1570,0.5369,0.5369,0.5631,2.611,0.5943,0.6279,0.2408,0.67397,0.02105,0.68923,0.24805,0.01526,0.5241,0.5369,0,PROMOTE,True
canonical,2025-04,over15,a4c5098ce2c6,canonical:2025-04,2019-02-15,2025-03-31,64588,1570,0.7459,0.7459,0.7446,-0.127,0.6213,0.825,0.18346,0.55038,0.01765,0.56397,0.18844,0.01359,0.7338,0.7459,0,PROMOTE,True
canonical,2025-04,over25,a4c5098ce2c6,canonical:2025-04,2019-02-15,2025-03-31,64588,1570,0.5045,0.5045,0.5726,6.815,0.6078,0.6134,0.24019,0.67293,0.015,0.69261,0.24973,0.01968,0.4925,0.5045,0,PROMOTE,True
canonical,2025-04,over35,a4c5098ce2c6,canonical:2025-04,2019-02-15,2025-03-31,64588,1570,0.2917,0.7083,0.7096,0.127,0.635,0.4129,0.19809,0.58284,0.02939,0.60025,0.20514,0.01742,0.2664,0.2917,0,PROMOTE,True
canonical,2025-05,btts,dbe4b6f61178,canonical:2025-05,2019-02-15,2025-04-30,66158,1172,0.5529,0.5529,0.593,4.01,0.5736,0.6247,0.24084,0.67377,0.03452,0.68984,0.24836,0.01607,0.5448,0.5529,0,PROMOTE,True
canonical,2025-05,over15,dbe4b6f61178,canonical:2025-05,2019-02-15,2025-04-30,66158,1172,0.7585,0.7585,0.7602,0.171,0.6208,0.8358,0.17625,0.53362,0.01489,0.54664,0.18092,0.01302,0.7596,0.7585,0,PROMOTE,True
canonical,2025-05,over25,dbe4b6f61178,canonical:2025-05,2019-02-15,2025-04-30,66158,1172,0.5333,0.5333,0.5666,3.328,0.5911,0.6033,0.24232,0.67762,0.02533,0.68825,0.24756,0.01062,0.5274,0.5333,0,PROMOTE,True
canonical,2025-05,over35,dbe4b6f61178,canonical:2025-05,2019-02-15,2025-04-30,66158,1172,0.3106,0.6894,0.6903,0.085,0.5989,0.3948,0.20863,0.6064,0.0179,0.6156,0.21239,0.0092,0.2942,0.3106,0,PROMOTE,True
canonical,2025-06,btts,13ddec601130,canonical:2025-06,2019-02-15,2025-05-31,67330,295,0.5593,0.5593,0.5831,2.373,0.5712,0.63,0.24085,0.67422,0.0253,0.68548,0.24619,0.01126,0.5588,0.5593,0,PROMOTE,True
canonical,2025-06,over15,13ddec601130,canonical:2025-06,2019-02-15,2025-05-31,67330,295,0.7898,0.7898,0.7966,0.678,0.5627,0.8353,0.16501,0.51072,0.04105,0.5147,0.16631,0.00398,0.755,0.7898,0,PROMOTE,True
canonical,2025-06,over25,13ddec601130,canonical:2025-06,2019-02-15,2025-05-31,67330,295,0.5763,0.5763,0.5627,-1.356,0.6003,0.6569,0.23856,0.66992,0.05881,0.68536,0.24609,0.01544,0.5287,0.5763,0,PROMOTE,True
canonical,2025-06,over35,13ddec601130,canonical:2025-06,2019-02-15,2025-05-31,67330,295,0.3254,0.6746,0.6678,-0.678,0.629,0.4036,0.21308,0.61389,0.05677,0.62485,0.21687,0.01097,0.2918,0.3254,0,PROMOTE,True
canonical,2025-07,btts,28931d1d2e7f,canonical:2025-07,2019-02-15,2025-06-30,67625,449,0.5501,0.5501,0.608,5.791,0.622,0.6537,0.23806,0.66856,0.05154,0.68012,0.24352,0.01156,0.527,0.5501,0,PROMOTE,True
canonical,2025-07,over15,28931d1d2e7f,canonical:2025-07,2019-02-15,2025-06-30,67625,449,0.7483,0.7483,0.7506,0.223,0.64,0.8211,0.17991,0.54309,0.02979,0.54847,0.18215,0.00538,0.7476,0.7483,0,PROMOTE,True
canonical,2025-07,over25,28931d1d2e7f,canonical:2025-07,2019-02-15,2025-06-30,67625,449,0.539,0.539,0.5702,3.118,0.6117,0.6375,0.24057,0.67419,0.03449,0.68363,0.24527,0.00944,0.5095,0.539,0,PROMOTE,True
canonical,2025-07,over35,28931d1d2e7f,canonical:2025-07,2019-02-15,2025-06-30,67625,449,0.343,0.657,0.6592,0.223,0.614,0.4426,0.22026,0.63111,0.05834,0.63784,0.22347,0.00673,0.2846,0.343,0,PROMOTE,True
canonical,2025-08,btts,4df7439ee2c4,canonical:2025-08,2019-02-15,2025-07-30,68074,1350,0.543,0.543,0.5519,0.889,0.5591,0.6039,0.24481,0.6824,0.01467,0.68763,0.24726,0.00524,0.5291,0.543,0,PROMOTE,True
canonical,2025-08,over15,4df7439ee2c4,canonical:2025-08,2019-02-15,2025-07-30,68074,1350,0.7533,0.7533,0.7511,-0.222,0.5795,0.8099,0.18339,0.55131,0.01911,0.55445,0.18422,0.00314,0.7492,0.7533,0,PROMOTE,True
canonical,2025-08,over25,4df7439ee2c4,canonical:2025-08,2019-02-15,2025-07-30,68074,1350,0.5104,0.5104,0.5659,5.556,0.5912,0.5955,0.24358,0.68015,0.01535,0.68838,0.24762,0.00823,0.5158,0.5104,0,PROMOTE,True
canonical,2025-08,over35,4df7439ee2c4,canonical:2025-08,2019-02-15,2025-07-30,68074,1350,0.2867,0.7133,0.717,0.37,0.6186,0.3966,0.19652,0.57942,0.00705,0.59275,0.20185,0.01333,0.2898,0.2867,0,PROMOTE,True
canonical,2025-09,btts,f4c158180295,canonical:2025-09,2019-02-15,2025-08-31,69424,1165,0.5674,0.5674,0.5459,-2.146,0.5535,0.6326,0.24349,0.6793,0.03057,0.68915,0.24801,0.00984,0.5373,0.5674,0,PROMOTE,True
canonical,2025-09,over15,f4c158180295,canonical:2025-09,2019-02-15,2025-08-31,69424,1165,0.7588,0.7588,0.7588,0.0,0.6063,0.8301,0.17849,0.53903,0.0187,0.54747,0.18121,0.00845,0.7511,0.7588,0,PROMOTE,True
canonical,2025-09,over25,f4c158180295,canonical:2025-09,2019-02-15,2025-08-31,69424,1165,0.521,0.521,0.5682,4.721,0.5868,0.6182,0.24311,0.67889,0.01267,0.68754,0.24721,0.00865,0.5129,0.521,0,PROMOTE,True
canonical,2025-09,over35,f4c158180295,canonical:2025-09,2019-02-15,2025-08-31,69424,1165,0.2987,0.7013,0.6996,-0.172,0.5929,0.3768,0.20513,0.59922,0.02409,0.611,0.20986,0.01178,0.2791,0.2987,0,PROMOTE,True
canonical,2025-10,btts,eb83044a981f,canonical:2025-10,2019-02-15,2025-09-30,70589,1154,0.5442,0.5442,0.5945,5.026,0.63,0.6777,0.23591,0.6636,0.03556,0.68004,0.24347,0.01643,0.5399,0.5442,0,PROMOTE,True
canonical,2025-10,over15,eb83044a981f,canonical:2025-10,2019-02-15,2025-09-30,70589,1154,0.7669,0.7669,0.7695,0.26,0.6608,0.8596,0.16962,0.51798,0.03139,0.53137,0.17434,0.01338,0.7496,0.7669,0,PROMOTE,True
canonical,2025-10,over25,eb83044a981f,canonical:2025-10,2019-02-15,2025-09-30,70589,1154,0.5173,0.5173,0.5988,8.146,0.6204,0.6246,0.23931,0.67146,0.03405,0.67799,0.24248,0.00653,0.5121,0.5173,0,PROMOTE,True
canonical,2025-10,over35,eb83044a981f,canonical:2025-10,2019-02-15,2025-09-30,70589,1154,0.2964,0.7036,0.7088,0.52,0.636,0.4325,0.19782,0.58174,0.02924,0.59621,0.20384,0.01447,0.2878,0.2964,0,PROMOTE,True
canonical,2025-11,btts,918303edf112,canonical:2025-11,2019-02-15,2025-10-31,71743,1169,0.5201,0.5201,0.5338,1.369,0.56,0.5895,0.24539,0.68326,0.03115,0.69412,0.25047,0.01087,0.5365,0.5201,0,PROMOTE,True
canonical,2025-11,over15,918303edf112,canonical:2025-11,2019-02-15,2025-10-31,71743,1169,0.7451,0.7451,0.7485,0.342,0.6074,0.8181,0.18365,0.55094,0.01367,0.56678,0.18953,0.01584,0.7499,0.7451,0,PROMOTE,True
canonical,2025-11,over25,918303edf112,canonical:2025-11,2019-02-15,2025-10-31,71743,1169,0.5269,0.5269,0.568,4.106,0.5904,0.6186,0.24191,0.67632,0.0204,0.69125,0.24907,0.01493,0.5085,0.5269,0,PROMOTE,True
canonical,2025-11,over35,918303edf112,canonical:2025-11,2019-02-15,2025-10-31,71743,1169,0.2849,0.7151,0.7169,0.171,0.5893,0.3712,0.19877,0.58502,0.01658,0.59604,0.20308,0.01102,0.285,0.2849,0,PROMOTE,True
canonical,2025-12,btts,28c2b5701a42,canonical:2025-12,2019-02-15,2025-11-30,72912,839,0.5352,0.5352,0.5471,1.192,0.5882,0.6285,0.24284,0.67823,0.01804,0.68784,0.24736,0.00961,0.5325,0.5352,0,PROMOTE,True
canonical,2025-12,over15,28c2b5701a42,canonical:2025-12,2019-02-15,2025-11-30,72912,839,0.7497,0.7497,0.7473,-0.238,0.5888,0.8014,0.18371,0.55262,0.02091,0.5598,0.18661,0.00718,0.7513,0.7497,0,PROMOTE,True
canonical,2025-12,over25,28c2b5701a42,canonical:2025-12,2019-02-15,2025-11-30,72912,839,0.4958,0.5042,0.5411,3.695,0.5744,0.562,0.24479,0.68237,0.02999,0.68886,0.24787,0.00649,0.5158,0.4958,0,PROMOTE,True
canonical,2025-12,over35,28c2b5701a42,canonical:2025-12,2019-02-15,2025-11-30,72912,839,0.2718,0.7282,0.733,0.477,0.592,0.3641,0.19298,0.57269,0.01458,0.5813,0.19643,0.00861,0.2813,0.2718,0,PROMOTE,True
canonical,2026-01,btts,f9af327740dc,canonical:2026-01,2019-02-15,2025-12-31,73751,940,0.5106,0.5106,0.5691,5.851,0.6004,0.6152,0.24087,0.67392,0.01935,0.68815,0.24751,0.01423,0.5213,0.5106,0,PROMOTE,True
canonical,2026-01,over15,f9af327740dc,canonical:2026-01,2019-02-15,2025-12-31,73751,940,0.7383,0.7383,0.7394,0.106,0.6141,0.8162,0.18672,0.55776,0.01689,0.56623,0.18987,0.00847,0.7373,0.7383,0,PROMOTE,True
canonical,2026-01,over25,f9af327740dc,canonical:2026-01,2019-02-15,2025-12-31,73751,940,0.5106,0.5106,0.567,5.638,0.5952,0.6104,0.24212,0.6769,0.02261,0.691,0.24894,0.0141,0.4901,0.5106,0,PROMOTE,True
canonical,2026-01,over35,f9af327740dc,canonical:2026-01,2019-02-15,2025-12-31,73751,940,0.266,0.734,0.734,0.0,0.6098,0.3315,0.19043,0.5652,0.03486,0.56686,0.19049,0.00166,0.2575,0.266,0,PROMOTE,True
canonical,2026-02,btts,03be2d76a21e,canonical:2026-02,2019-02-15,2026-01-31,74691,1248,0.5593,0.5593,0.5729,1.362,0.589,0.6484,0.23968,0.67147,0.04122,0.68525,0.24607,0.01378,0.5215,0.5593,0,PROMOTE,True
canonical,2026-02,over15,03be2d76a21e,canonical:2026-02,2019-02-15,2026-01-31,74691,1248,0.7492,0.7492,0.7532,0.401,0.5983,0.8161,0.18287,0.54983,0.02051,0.55682,0.18547,0.00699,0.7314,0.7492,0,PROMOTE,True
canonical,2026-02,over25,03be2d76a21e,canonical:2026-02,2019-02-15,2026-01-31,74691,1248,0.5088,0.5088,0.5609,5.208,0.6007,0.6076,0.2409,0.67416,0.02865,0.68495,0.24596,0.01079,0.4847,0.5088,0,PROMOTE,True
canonical,2026-02,over35,03be2d76a21e,canonical:2026-02,2019-02-15,2026-01-31,74691,1248,0.2748,0.7252,0.7244,-0.08,0.6002,0.3615,0.19384,0.57372,0.01983,0.58103,0.19662,0.00731,0.2591,0.2748,0,PROMOTE,True
canonical,2026-03,btts,cd71a7cf520d,canonical:2026-03,2019-02-15,2026-02-28,75939,1322,0.5257,0.5257,0.5598,3.404,0.5937,0.6189,0.24097,0.67395,0.01736,0.68818,0.24752,0.01423,0.5322,0.5257,0,PROMOTE,True
canonical,2026-03,over15,cd71a7cf520d,canonical:2026-03,2019-02-15,2026-02-28,75939,1322,0.7496,0.7496,0.7511,0.151,0.6072,0.8161,0.18238,0.54868,0.0108,0.56198,0.18761,0.0133,0.7405,0.7496,0,PROMOTE,True
canonical,2026-03,over25,cd71a7cf520d,canonical:2026-03,2019-02-15,2026-02-28,75939,1322,0.5144,0.5144,0.5673,5.295,0.6039,0.614,0.24046,0.67328,0.019,0.68515,0.24604,0.01187,0.505,0.5144,0,PROMOTE,True
canonical,2026-03,over35,cd71a7cf520d,canonical:2026-03,2019-02-15,2026-02-28,75939,1322,0.2844,0.7156,0.7179,0.227,0.5952,0.3629,0.1986,0.58373,0.02177,0.58985,0.20063,0.00613,0.2738,0.2844,0,PROMOTE,True
canonical,2026-04,btts,72045e358174,canonical:2026-04,2019-02-15,2026-03-31,77261,1653,0.5517,0.5517,0.5541,0.242,0.5605,0.617,0.24116,0.67416,0.04697,0.68989,0.24838,0.01573,0.5389,0.5517,0,PROMOTE,True
canonical,2026-04,over15,72045e358174,canonical:2026-04,2019-02-15,2026-03-31,77261,1653,0.7707,0.7707,0.7756,0.484,0.6127,0.831,0.17064,0.52257,0.02339,0.53679,0.17613,0.01422,0.7518,0.7707,0,PROMOTE,True
canonical,2026-04,over25,72045e358174,canonical:2026-04,2019-02-15,2026-03-31,77261,1653,0.5191,0.5191,0.559,3.993,0.588,0.5997,0.24254,0.67758,0.02504,0.69322,0.25002,0.01564,0.5201,0.5191,0,PROMOTE,True
canonical,2026-04,over35,72045e358174,canonical:2026-04,2019-02-15,2026-03-31,77261,1653,0.2922,0.7078,0.712,0.423,0.5736,0.3733,0.2036,0.59697,0.03604,0.60963,0.20892,0.01266,0.2945,0.2922,0,PROMOTE,True
canonical,2026-05,btts,c706ad129145,canonical:2026-05,2019-02-15,2026-04-30,78914,1224,0.5931,0.5931,0.5842,-0.899,0.5952,0.7046,0.23247,0.65545,0.03157,0.68674,0.24682,0.03129,0.5649,0.5931,0,PROMOTE,True
canonical,2026-05,over15,c706ad129145,canonical:2026-05,2019-02-15,2026-04-30,78914,1224,0.7933,0.7933,0.7933,0.0,0.643,0.8741,0.15756,0.48947,0.02111,0.50869,0.16387,0.01921,0.7747,0.7933,0,PROMOTE,True
canonical,2026-05,over25,c706ad129145,canonical:2026-05,2019-02-15,2026-04-30,78914,1224,0.5523,0.5523,0.5997,4.739,0.6226,0.666,0.23558,0.66327,0.01924,0.68662,0.24676,0.02334,0.547,0.5523,0,PROMOTE,True
canonical,2026-05,over35,c706ad129145,canonical:2026-05,2019-02-15,2026-04-30,78914,1224,0.3284,0.6716,0.6895,1.797,0.6056,0.4525,0.21163,0.61305,0.02189,0.63297,0.2205,0.01993,0.319,0.3284,0,PROMOTE,True
canonical,2026-06,btts,fcd55e32e095,canonical:2026-06,2019-02-15,2026-05-31,80138,92,0.5652,0.5652,0.6196,5.435,0.588,0.6299,0.23912,0.6707,0.05037,0.6792,0.24305,0.0085,0.5735,0.5652,0,PROMOTE,True
canonical,2026-06,over15,fcd55e32e095,canonical:2026-06,2019-02-15,2026-05-31,80138,92,0.8152,0.8152,0.8152,0.0,0.6243,0.8543,0.14861,0.47497,0.05126,0.49714,0.15757,0.02218,0.7886,0.8152,0,PROMOTE,True
canonical,2026-06,over25,fcd55e32e095,canonical:2026-06,2019-02-15,2026-05-31,80138,92,0.5761,0.5761,0.5652,-1.087,0.5689,0.6456,0.24128,0.67579,0.04538,0.67434,0.24064,-0.00145,0.5612,0.5761,0,PROMOTE,True
canonical,2026-06,over35,fcd55e32e095,canonical:2026-06,2019-02-15,2026-05-31,80138,92,0.4022,0.5978,0.6087,1.087,0.6771,0.5499,0.23509,0.66058,0.11163,0.68393,0.24515,0.02335,0.3061,0.4022,0,PROMOTE,True
canonical,2026-07,btts,f4435f1da256,canonical:2026-07,2019-02-15,2026-06-28,80230,441,0.5488,0.5488,0.585,3.628,0.6262,0.6861,0.2341,0.65844,0.02437,0.68657,0.24671,0.02813,0.5592,0.5488,0,PROMOTE,True
canonical,2026-07,over15,fcd55e32e095,canonical:2026-07,2019-02-15,2026-06-28,80230,441,0.7619,0.7619,0.7642,0.227,0.6156,0.8336,0.17548,0.53195,0.03698,0.54283,0.17895,0.01088,0.7705,0.7619,1,REJECT,True
canonical,2026-07,over25,f4435f1da256,canonical:2026-07,2019-02-15,2026-06-28,80230,441,0.5351,0.5351,0.5533,1.814,0.5948,0.6557,0.24073,0.67332,0.0403,0.68252,0.24469,0.0092,0.5382,0.5351,0,PROMOTE,True
canonical,2026-07,over35,fcd55e32e095,canonical:2026-07,2019-02-15,2026-06-28,80230,441,0.2744,0.7256,0.7324,0.68,0.6218,0.4206,0.1911,0.56747,0.05262,0.57565,0.19457,0.00818,0.3202,0.2744,1,REJECT,True
canonical,2026-08,btts,13409069955b,canonical:2026-08,2019-02-15,2026-07-31,80671,1409,0.5678,0.5678,0.6047,3.691,0.6244,0.7046,0.23033,0.6504,0.03549,0.67922,0.24308,0.02881,0.5448,0.5678,0,PROMOTE,True
canonical,2026-08,over15,13409069955b,canonical:2026-08,2019-02-15,2026-07-31,80671,1409,0.7644,0.7644,0.7672,0.284,0.6471,0.8491,0.17054,0.52029,0.02461,0.53726,0.1767,0.01697,0.7546,0.7644,0,PROMOTE,True
canonical,2026-08,over25,13409069955b,canonical:2026-08,2019-02-15,2026-07-31,80671,1409,0.5493,0.5493,0.6033,5.394,0.649,0.682,0.23173,0.65524,0.04413,0.68328,0.2451,0.02804,0.5216,0.5493,0,PROMOTE,True
canonical,2026-08,over35,13409069955b,canonical:2026-08,2019-02-15,2026-07-31,80671,1409,0.3215,0.6785,0.6863,0.781,0.6331,0.4524,0.20741,0.60225,0.02457,0.62222,0.21572,0.01997,0.2973,0.3215,0,PROMOTE,True
canonical,2026-09,btts,2f16db6fa83c,canonical:2026-09,2019-02-15,2026-08-31,82080,1049,0.5615,0.5615,0.5548,-0.667,0.5588,0.6319,0.24215,0.67636,0.02363,0.69189,0.24938,0.01553,0.5627,0.5615,0,PROMOTE,True
canonical,2026-09,over15,2f16db6fa83c,canonical:2026-09,2019-02-15,2026-08-31,82080,1049,0.7769,0.7769,0.7788,0.191,0.5968,0.836,0.16983,0.52024,0.02699,0.53367,0.17469,0.01344,0.7682,0.7769,0,PROMOTE,True
canonical,2026-09,over25,2f16db6fa83c,canonical:2026-09,2019-02-15,2026-08-31,82080,1049,0.5462,0.5462,0.5539,0.763,0.5782,0.6289,0.24298,0.67854,0.0347,0.68942,0.24814,0.01089,0.5408,0.5462,0,PROMOTE,True
canonical,2026-09,over35,2f16db6fa83c,canonical:2026-09,2019-02-15,2026-08-31,82080,1049,0.3232,0.6768,0.6883,1.144,0.5858,0.4315,0.21227,0.61456,0.04211,0.63274,0.21982,0.01817,0.31,0.3232,0,PROMOTE,True
frozen,2022-08,btts,ddd5a98d4ee4,frozen:2022-08,2019-02-15,2022-07-31,28284,1462,0.5205,0.5205,0.5192,-0.137,0.5357,0.5482,0.24989,0.69306,0.03317,0.68732,0.24709,-0.00575,0.5278,0.5205,0,frozen_never_retrains,True
frozen,2022-08,over15,ddd5a98d4ee4,frozen:2022-08,2019-02-15,2022-07-31,28284,1462,0.7387,0.7387,0.7387,0.0,0.5876,0.796,0.18976,0.56563,0.01233,0.56444,0.18915,-0.00119,0.7393,0.7387,0,frozen_never_retrains,True
frozen,2022-08,over25,ddd5a98d4ee4,frozen:2022-08,2019-02-15,2022-07-31,28284,1462,0.5287,0.5287,0.5773,4.856,0.5988,0.6235,0.24296,0.67886,0.03147,0.68175,0.24433,0.00289,0.4973,0.5287,0,frozen_never_retrains,True
frozen,2022-08,over35,ddd5a98d4ee4,frozen:2022-08,2019-02-15,2022-07-31,28284,1462,0.303,0.697,0.7018,0.479,0.5997,0.4181,0.20487,0.59894,0.02434,0.60403,0.20733,0.00509,0.2787,0.303,0,frozen_never_retrains,True
frozen,2022-09,btts,ddd5a98d4ee4,frozen:2022-09,2019-02-15,2022-08-31,29746,1210,0.5124,0.5124,0.5289,1.653,0.546,0.5698,0.24851,0.69008,0.02424,0.69107,0.24896,0.00099,0.5274,0.5124,1,frozen_never_retrains,True
frozen,2022-09,over15,ddd5a98d4ee4,frozen:2022-09,2019-02-15,2022-08-31,29746,1210,0.7364,0.7364,0.7364,0.0,0.5998,0.8012,0.1892,0.56409,0.01693,0.56995,0.1915,0.00586,0.7407,0.7364,1,frozen_never_retrains,True
frozen,2022-09,over25,ddd5a98d4ee4,frozen:2022-09,2019-02-15,2022-08-31,29746,1210,0.4992,0.5008,0.5711,7.025,0.5845,0.5836,0.24483,0.68276,0.02545,0.68309,0.245,0.00033,0.4951,0.4992,1,frozen_never_retrains,True
frozen,2022-09,over35,ddd5a98d4ee4,frozen:2022-09,2019-02-15,2022-08-31,29746,1210,0.2653,0.7347,0.7355,0.083,0.6231,0.3579,0.18871,0.56256,0.0295,0.56505,0.18971,0.00249,0.2755,0.2653,1,frozen_never_retrains,True
frozen,2022-10,btts,ddd5a98d4ee4,frozen:2022-10,2019-02-15,2022-09-30,30956,1707,0.5442,0.5442,0.5448,0.059,0.5377,0.5817,0.24742,0.68795,0.02323,0.68982,0.24834,0.00187,0.5292,0.5442,2,frozen_never_retrains,True
frozen,2022-10,over15,ddd5a98d4ee4,frozen:2022-10,2019-02-15,2022-09-30,30956,1707,0.751,0.751,0.751,0.0,0.5621,0.7893,0.18617,0.55858,0.01512,0.55595,0.18501,-0.00263,0.737,0.751,2,frozen_never_retrains,True
frozen,2022-10,over25,ddd5a98d4ee4,frozen:2022-10,2019-02-15,2022-09-30,30956,1707,0.5284,0.5284,0.5641,3.574,0.5828,0.5977,0.24503,0.6831,0.0341,0.68502,0.24596,0.00192,0.4951,0.5284,2,frozen_never_retrains,True
frozen,2022-10,over35,ddd5a98d4ee4,frozen:2022-10,2019-02-15,2022-09-30,30956,1707,0.2818,0.7182,0.7194,0.117,0.5901,0.3688,0.19771,0.58328,0.01188,0.58555,0.19871,0.00227,0.2732,0.2818,2,frozen_never_retrains,True
frozen,2022-11,btts,ddd5a98d4ee4,frozen:2022-11,2019-02-15,2022-10-31,32663,726,0.5413,0.5413,0.5689,2.755,0.5587,0.5626,0.2474,0.68831,0.04395,0.68182,0.24437,-0.00649,0.5243,0.5413,3,frozen_never_retrains,True
frozen,2022-11,over15,ddd5a98d4ee4,frozen:2022-11,2019-02-15,2022-10-31,32663,726,0.7562,0.7562,0.7562,0.0,0.6066,0.8046,0.18054,0.54574,0.03447,0.54775,0.18134,0.00201,0.7415,0.7562,3,frozen_never_retrains,True
frozen,2022-11,over25,ddd5a98d4ee4,frozen:2022-11,2019-02-15,2022-10-31,32663,726,0.5083,0.5083,0.5758,6.749,0.6028,0.5968,0.24197,0.67682,0.02898,0.67941,0.24317,0.00259,0.4943,0.5083,3,frozen_never_retrains,True
frozen,2022-11,over35,ddd5a98d4ee4,frozen:2022-11,2019-02-15,2022-10-31,32663,726,0.3154,0.6846,0.6873,0.275,0.6092,0.3888,0.21172,0.61276,0.04779,0.61625,0.21308,0.00349,0.2793,0.3154,3,frozen_never_retrains,True
frozen,2022-12,btts,ddd5a98d4ee4,frozen:2022-12,2019-02-15,2022-11-30,33389,558,0.4552,0.5448,0.5018,-4.301,0.5228,0.4792,0.25295,0.69922,0.07509,0.69798,0.25241,-0.00125,0.5138,0.4552,4,frozen_never_retrains,True
