variant,month,target,dataset_id,retrain_id,train_start,train_end,n_train,n_test,target_prevalence,majority_accuracy,accuracy,accuracy_lift,auc,pr_auc,brier,log_loss,ece,baseline_log_loss,baseline_brier,margin_vs_baseline_ll,mean_predicted,mean_actual,model_age_months,gate_decision,interpretable
v9_path,2024-09,btts,f38f8ba0c253,v9_path:2024-09,2019-02-22,2024-08-31,35842,1402,0.5214,0.5214,0.5606,3.923,0.6016,0.6482,0.23755,0.66571,0.03287,0.6924,0.24962,0.02669,0.5406,0.5214,0,PROMOTE,True
v9_path,2024-09,over15,f38f8ba0c253,v9_path:2024-09,2019-02-22,2024-08-31,35842,1402,0.7482,0.7482,0.7482,0.0,0.6261,0.8319,0.18205,0.54654,0.02844,0.55701,0.18563,0.01047,0.7584,0.7482,0,PROMOTE,True
v9_path,2024-09,over25,f38f8ba0c253,v9_path:2024-09,2019-02-22,2024-08-31,35842,1402,0.5064,0.5064,0.535,2.853,0.5665,0.5709,0.24921,0.69221,0.0576,0.68905,0.24797,-0.00317,0.5299,0.5064,0,PROMOTE,True
v9_path,2024-09,over35,f38f8ba0c253,v9_path:2024-09,2019-02-22,2024-08-31,35842,1402,0.2874,0.7126,0.7104,-0.214,0.6056,0.3714,0.20052,0.58922,0.02295,0.5972,0.20377,0.00798,0.3021,0.2874,0,PROMOTE,True
v9_path,2024-10,btts,337910b9581c,v9_path:2024-10,2019-02-22,2024-09-30,37244,1312,0.5175,0.5175,0.5793,6.174,0.6029,0.6261,0.2381,0.66718,0.02171,0.69123,0.24905,0.02405,0.5297,0.5175,0,PROMOTE,True
v9_path,2024-10,over15,337910b9581c,v9_path:2024-10,2019-02-22,2024-09-30,37244,1312,0.7317,0.7317,0.734,0.229,0.59,0.7958,0.19258,0.57165,0.02322,0.58021,0.19568,0.00856,0.7469,0.7317,0,PROMOTE,True
v9_path,2024-10,over25,f38f8ba0c253,v9_path:2024-10,2019-02-22,2024-09-30,37244,1312,0.4855,0.5145,0.5816,6.707,0.6154,0.5837,0.2399,0.67268,0.03205,0.68237,0.24466,0.00969,0.5169,0.4855,1,REJECT,True
v9_path,2024-10,over35,337910b9581c,v9_path:2024-10,2019-02-22,2024-09-30,37244,1312,0.2652,0.7348,0.7309,-0.381,0.6304,0.3678,0.18793,0.55999,0.02408,0.57532,0.1936,0.01533,0.2875,0.2652,0,PROMOTE,True
v9_path,2024-11,btts,cbbd18cc5b13,v9_path:2024-11,2019-02-22,2024-10-31,38556,1193,0.4946,0.5054,0.5599,5.448,0.6006,0.6039,0.24078,0.67321,0.04083,0.69457,0.2507,0.02136,0.5264,0.4946,0,PROMOTE,True
v9_path,2024-11,over15,cbbd18cc5b13,v9_path:2024-11,2019-02-22,2024-10-31,38556,1193,0.694,0.694,0.6982,0.419,0.6107,0.7649,0.20702,0.60472,0.0449,0.6209,0.21387,0.01618,0.739,0.694,0,PROMOTE,True
v9_path,2024-11,over25,cbbd18cc5b13,v9_path:2024-11,2019-02-22,2024-10-31,38556,1193,0.4434,0.5566,0.5935,3.688,0.622,0.5557,0.23877,0.66993,0.05934,0.68709,0.24698,0.01716,0.5021,0.4434,0,PROMOTE,True
v9_path,2024-11,over35,cbbd18cc5b13,v9_path:2024-11,2019-02-22,2024-10-31,38556,1193,0.2439,0.7561,0.7603,0.419,0.6235,0.3537,0.17844,0.53958,0.03807,0.5517,0.18313,0.01212,0.277,0.2439,0,PROMOTE,True
v9_path,2024-12,btts,b9279062cd89,v9_path:2024-12,2019-02-22,2024-11-30,39749,992,0.5141,0.5141,0.5645,5.04,0.5991,0.6273,0.23843,0.66847,0.02205,0.68992,0.24839,0.02145,0.5161,0.5141,0,PROMOTE,True
v9_path,2024-12,over15,b9279062cd89,v9_path:2024-12,2019-02-22,2024-11-30,39749,992,0.7601,0.7601,0.7621,0.202,0.5982,0.8197,0.17767,0.5389,0.04536,0.54865,0.18136,0.00975,0.7262,0.7601,0,PROMOTE,True
v9_path,2024-12,over25,b9279062cd89,v9_path:2024-12,2019-02-22,2024-11-30,39749,992,0.5222,0.5222,0.5685,4.637,0.611,0.6343,0.23958,0.67128,0.04002,0.68529,0.24611,0.01401,0.486,0.5222,0,PROMOTE,True
v9_path,2024-12,over35,b9279062cd89,v9_path:2024-12,2019-02-22,2024-11-30,39749,992,0.2712,0.7288,0.7268,-0.202,0.6042,0.3726,0.19101,0.5675,0.02739,0.5805,0.19593,0.013,0.2705,0.2712,0,PROMOTE,True
v9_path,2025-01,btts,1ce6eabd4a94,v9_path:2025-01,2019-02-22,2024-12-31,40741,829,0.5332,0.5332,0.5694,3.619,0.5928,0.6334,0.24105,0.67429,0.01881,0.68769,0.24728,0.01341,0.515,0.5332,0,PROMOTE,True
v9_path,2025-01,over15,1ce6eabd4a94,v9_path:2025-01,2019-02-22,2024-12-31,40741,829,0.7262,0.7262,0.7286,0.241,0.623,0.8081,0.19239,0.57007,0.02191,0.58841,0.19917,0.01834,0.7416,0.7262,0,PROMOTE,True
v9_path,2025-01,over25,b9279062cd89,v9_path:2025-01,2019-02-22,2024-12-31,40741,829,0.5018,0.5018,0.5585,5.669,0.5814,0.5884,0.24387,0.68033,0.02466,0.69379,0.25032,0.01346,0.4963,0.5018,1,REJECT,True
v9_path,2025-01,over35,1ce6eabd4a94,v9_path:2025-01,2019-02-22,2024-12-31,40741,829,0.2509,0.7491,0.7503,0.121,0.5446,0.3183,0.18814,0.56357,0.03968,0.56489,0.18858,0.00132,0.2771,0.2509,0,PROMOTE,True
v9_path,2025-02,btts,1ce6eabd4a94,v9_path:2025-02,2019-02-22,2025-01-31,41570,1131,0.5146,0.5146,0.5791,6.454,0.6042,0.6188,0.23883,0.66881,0.02407,0.68951,0.24817,0.02071,0.5164,0.5146,1,REJECT,True
v9_path,2025-02,over15,a4222b24adea,v9_path:2025-02,2019-02-22,2025-01-31,41570,1131,0.7171,0.7171,0.7153,-0.177,0.6179,0.8054,0.19643,0.57817,0.02106,0.59154,0.20107,0.01337,0.7324,0.7171,0,PROMOTE,True
v9_path,2025-02,over25,a4222b24adea,v9_path:2025-02,2019-02-22,2025-01-31,41570,1131,0.4792,0.5208,0.5915,7.073,0.633,0.6013,0.23634,0.66529,0.02229,0.68585,0.24637,0.02056,0.4914,0.4792,0,PROMOTE,True
v9_path,2025-02,over35,a4222b24adea,v9_path:2025-02,2019-02-22,2025-01-31,41570,1131,0.2458,0.7542,0.7586,0.442,0.6145,0.3501,0.17949,0.54182,0.03139,0.5596,0.18656,0.01779,0.2734,0.2458,0,PROMOTE,True
v9_path,2025-03,btts,8ca7f00c138f,v9_path:2025-03,2019-02-22,2025-02-28,42701,1274,0.5196,0.5196,0.5495,2.983,0.5728,0.5839,0.24374,0.68002,0.01271,0.69356,0.2502,0.01354,0.5171,0.5196,0,PROMOTE,True
v9_path,2025-03,over15,8ca7f00c138f,v9_path:2025-03,2019-02-22,2025-02-28,42701,1274,0.7276,0.7276,0.7292,0.157,0.5663,0.7732,0.19565,0.57942,0.01179,0.58746,0.19888,0.00804,0.7296,0.7276,0,PROMOTE,True
v9_path,2025-03,over25,a4222b24adea,v9_path:2025-03,2019-02-22,2025-02-28,42701,1274,0.4819,0.5181,0.5557,3.768,0.5922,0.567,0.24224,0.67713,0.02249,0.68974,0.24829,0.01261,0.4863,0.4819,1,REJECT,True
v9_path,2025-03,over35,8ca7f00c138f,v9_path:2025-03,2019-02-22,2025-02-28,42701,1274,0.2402,0.7598,0.7504,-0.942,0.5917,0.2915,0.18084,0.54391,0.03435,0.55184,0.18299,0.00793,0.267,0.2402,0,PROMOTE,True
v9_path,2025-04,btts,d82ce573c904,v9_path:2025-04,2019-02-22,2025-03-31,43975,1526,0.5393,0.5393,0.574,3.473,0.5909,0.6347,0.23943,0.67075,0.02111,0.68888,0.24788,0.01813,0.5245,0.5393,0,PROMOTE,True
v9_path,2025-04,over15,d82ce573c904,v9_path:2025-04,2019-02-22,2025-03-31,43975,1526,0.7431,0.7431,0.7438,0.066,0.6132,0.8197,0.18446,0.55258,0.02177,0.56735,0.18992,0.01477,0.7349,0.7431,0,PROMOTE,True
v9_path,2025-04,over25,d82ce573c904,v9_path:2025-04,2019-02-22,2025-03-31,43975,1526,0.5046,0.5046,0.5721,6.75,0.6096,0.6205,0.23982,0.67208,0.01335,0.69179,0.24933,0.01971,0.494,0.5046,0,PROMOTE,True
v9_path,2025-04,over35,d82ce573c904,v9_path:2025-04,2019-02-22,2025-03-31,43975,1526,0.291,0.709,0.7071,-0.197,0.6519,0.4148,0.19686,0.57899,0.03518,0.59728,0.204,0.01829,0.268,0.291,0,PROMOTE,True
v9_path,2025-05,btts,dc4611435e06,v9_path:2025-05,2019-02-22,2025-04-30,45501,1158,0.5535,0.5535,0.5682,1.468,0.5878,0.6541,0.23831,0.6681,0.02915,0.68898,0.24792,0.02087,0.5473,0.5535,0,PROMOTE,True
v9_path,2025-05,over15,dc4611435e06,v9_path:2025-05,2019-02-22,2025-04-30,45501,1158,0.7573,0.7573,0.7591,0.173,0.6003,0.823,0.17888,0.54061,0.01077,0.54828,0.18162,0.00766,0.7521,0.7573,0,PROMOTE,True
v9_path,2025-05,over25,dc4611435e06,v9_path:2025-05,2019-02-22,2025-04-30,45501,1158,0.5337,0.5337,0.5682,3.454,0.5928,0.601,0.24304,0.6796,0.02531,0.68661,0.24675,0.00701,0.5196,0.5337,0,PROMOTE,True
v9_path,2025-05,over35,dc4611435e06,v9_path:2025-05,2019-02-22,2025-04-30,45501,1158,0.31,0.69,0.69,0.0,0.6111,0.4001,0.20729,0.60278,0.02476,0.61411,0.21185,0.01133,0.2934,0.31,0,PROMOTE,True
v9_path,2025-06,btts,ce06d90de62c,v9_path:2025-06,2019-02-22,2025-05-31,46659,295,0.5593,0.5593,0.5695,1.017,0.5892,0.6746,0.23743,0.66655,0.05358,0.68471,0.2458,0.01815,0.5481,0.5593,0,PROMOTE,True
v9_path,2025-06,over15,ce06d90de62c,v9_path:2025-06,2019-02-22,2025-05-31,46659,295,0.7898,0.7898,0.7898,0.0,0.5449,0.8288,0.16605,0.51336,0.0277,0.51372,0.16588,0.00036,0.7637,0.7898,0,PROMOTE,True
v9_path,2025-06,over25,ce06d90de62c,v9_path:2025-06,2019-02-22,2025-05-31,46659,295,0.5763,0.5763,0.5831,0.678,0.6091,0.673,0.23786,0.66821,0.06022,0.68371,0.24529,0.0155,0.5207,0.5763,0,PROMOTE,True
v9_path,2025-06,over35,ce06d90de62c,v9_path:2025-06,2019-02-22,2025-05-31,46659,295,0.3254,0.6746,0.6746,0.0,0.6407,0.4312,0.21111,0.61013,0.04304,0.62246,0.21603,0.01234,0.2903,0.3254,0,PROMOTE,True
v9_path,2025-07,btts,ce06d90de62c,v9_path:2025-07,2019-02-22,2025-06-30,46954,446,0.5493,0.5493,0.6188,6.951,0.6173,0.6402,0.23695,0.66577,0.07046,0.68048,0.2437,0.0147,0.5193,0.5493,1,REJECT,True
v9_path,2025-07,over15,ce06d90de62c,v9_path:2025-07,2019-02-22,2025-06-30,46954,446,0.7466,0.7466,0.7444,-0.224,0.6288,0.814,0.18251,0.54963,0.01188,0.5508,0.18318,0.00118,0.74,0.7466,1,REJECT,True
v9_path,2025-07,over25,5d920ffaff85,v9_path:2025-07,2019-02-22,2025-06-30,46954,446,0.5404,0.5404,0.6054,6.502,0.6262,0.6524,0.23868,0.67042,0.06353,0.68351,0.24521,0.01309,0.51,0.5404,0,PROMOTE,True
v9_path,2025-07,over35,5d920ffaff85,v9_path:2025-07,2019-02-22,2025-06-30,46954,446,0.343,0.657,0.6592,0.224,0.6273,0.4541,0.22025,0.63175,0.07122,0.63806,0.22356,0.00631,0.2751,0.343,0,PROMOTE,True
v9_path,2025-08,btts,c9644dd53a3a,v9_path:2025-08,2019-02-22,2025-07-30,47400,1282,0.5406,0.5406,0.5562,1.56,0.5698,0.6073,0.24447,0.68178,0.01608,0.68921,0.24804,0.00743,0.5305,0.5406,0,PROMOTE,True
v9_path,2025-08,over15,c9644dd53a3a,v9_path:2025-08,2019-02-22,2025-07-30,47400,1282,0.7559,0.7559,0.7566,0.078,0.5963,0.8148,0.18123,0.54614,0.0132,0.55191,0.18307,0.00577,0.7433,0.7559,0,PROMOTE,True
v9_path,2025-08,over25,5d920ffaff85,v9_path:2025-08,2019-02-22,2025-07-30,47400,1282,0.5094,0.5094,0.5671,5.772,0.5948,0.5877,0.24323,0.67956,0.00733,0.69181,0.24933,0.01225,0.5141,0.5094,1,REJECT,True
v9_path,2025-08,over35,5d920ffaff85,v9_path:2025-08,2019-02-22,2025-07-30,47400,1282,0.2863,0.7137,0.7215,0.78,0.6099,0.3993,0.19684,0.58106,0.01808,0.59349,0.20215,0.01243,0.2817,0.2863,1,REJECT,True
v9_path,2025-09,btts,286289393396,v9_path:2025-09,2019-02-22,2025-08-31,48682,1132,0.5645,0.5645,0.5671,0.265,0.5602,0.6322,0.24255,0.67731,0.03344,0.68678,0.24682,0.00946,0.5395,0.5645,0,PROMOTE,True
v9_path,2025-09,over15,286289393396,v9_path:2025-09,2019-02-22,2025-08-31,48682,1132,0.7553,0.7553,0.7562,0.088,0.6135,0.8301,0.17988,0.54208,0.01002,0.5503,0.18255,0.00822,0.7498,0.7553,0,PROMOTE,True
v9_path,2025-09,over25,286289393396,v9_path:2025-09,2019-02-22,2025-08-31,48682,1132,0.5177,0.5177,0.5716,5.389,0.5981,0.625,0.24129,0.67515,0.0115,0.68479,0.24586,0.00963,0.5108,0.5177,0,PROMOTE,True
v9_path,2025-09,over35,286289393396,v9_path:2025-09,2019-02-22,2025-08-31,48682,1132,0.2959,0.7041,0.7085,0.442,0.5974,0.3946,0.20214,0.59247,0.01718,0.60554,0.20765,0.01308,0.2854,0.2959,0,PROMOTE,True
v9_path,2025-10,btts,dfe3cdb54a73,v9_path:2025-10,2019-02-22,2025-09-30,49814,1125,0.5458,0.5458,0.5831,3.733,0.6286,0.6827,0.23525,0.66183,0.02013,0.67888,0.2429,0.01705,0.5393,0.5458,0,PROMOTE,True
v9_path,2025-10,over15,dfe3cdb54a73,v9_path:2025-10,2019-02-22,2025-09-30,49814,1125,0.7671,0.7671,0.7689,0.178,0.6462,0.8481,0.17092,0.52172,0.0305,0.52816,0.1732,0.00644,0.7484,0.7671,0,PROMOTE,True
v9_path,2025-10,over25,dfe3cdb54a73,v9_path:2025-10,2019-02-22,2025-09-30,49814,1125,0.5156,0.5156,0.5627,4.711,0.6106,0.6184,0.23962,0.67189,0.02551,0.67658,0.24178,0.00469,0.5125,0.5156,0,PROMOTE,True
v9_path,2025-10,over35,dfe3cdb54a73,v9_path:2025-10,2019-02-22,2025-09-30,49814,1125,0.2969,0.7031,0.7076,0.444,0.6309,0.4182,0.19884,0.58365,0.03028,0.59402,0.20298,0.01037,0.2883,0.2969,0,PROMOTE,True
v9_path,2025-11,btts,b12ff0d2f8a0,v9_path:2025-11,2019-02-22,2025-10-31,50939,1125,0.5191,0.5191,0.5431,2.4,0.57,0.6024,0.24449,0.68119,0.02943,0.69394,0.25038,0.01275,0.5364,0.5191,0,PROMOTE,True
v9_path,2025-11,over15,b12ff0d2f8a0,v9_path:2025-11,2019-02-22,2025-10-31,50939,1125,0.7431,0.7431,0.7458,0.267,0.6068,0.8135,0.18588,0.55601,0.01716,0.5683,0.19023,0.01229,0.7475,0.7431,0,PROMOTE,True
v9_path,2025-11,over25,dfe3cdb54a73,v9_path:2025-11,2019-02-22,2025-10-31,50939,1125,0.528,0.528,0.568,4.0,0.5843,0.6189,0.2428,0.67802,0.03151,0.68813,0.24753,0.0101,0.5099,0.528,1,REJECT,True
v9_path,2025-11,over35,b12ff0d2f8a0,v9_path:2025-11,2019-02-22,2025-10-31,50939,1125,0.2853,0.7147,0.7173,0.267,0.5894,0.372,0.1991,0.58619,0.02068,0.59515,0.20282,0.00896,0.2858,0.2853,0,PROMOTE,True
v9_path,2025-12,btts,81da2bd5162a,v9_path:2025-12,2019-02-22,2025-11-30,52064,797,0.5332,0.5332,0.5646,3.137,0.5811,0.6252,0.24179,0.67561,0.01094,0.68798,0.24743,0.01237,0.5354,0.5332,0,PROMOTE,True
v9_path,2025-12,over15,81da2bd5162a,v9_path:2025-12,2019-02-22,2025-11-30,52064,797,0.7491,0.7491,0.7478,-0.125,0.6127,0.822,0.18233,0.54785,0.0148,0.56039,0.18689,0.01254,0.7474,0.7491,0,PROMOTE,True
v9_path,2025-12,over25,81da2bd5162a,v9_path:2025-12,2019-02-22,2025-11-30,52064,797,0.4931,0.5069,0.5332,2.635,0.5451,0.5424,0.24834,0.68964,0.03165,0.69048,0.24867,0.00083,0.5101,0.4931,0,PROMOTE,True
v9_path,2025-12,over35,81da2bd5162a,v9_path:2025-12,2019-02-22,2025-11-30,52064,797,0.266,0.734,0.7365,0.251,0.584,0.3392,0.1917,0.57003,0.01967,0.57699,0.19432,0.00695,0.2811,0.266,0,PROMOTE,True
v9_path,2026-01,btts,91d5e412c6d7,v9_path:2026-01,2019-02-22,2025-12-31,52861,903,0.5039,0.5039,0.5748,7.087,0.608,0.6208,0.23901,0.66914,0.03094,0.69127,0.24907,0.02214,0.527,0.5039,0,PROMOTE,True
v9_path,2026-01,over15,91d5e412c6d7,v9_path:2026-01,2019-02-22,2025-12-31,52861,903,0.7309,0.7309,0.7298,-0.111,0.6085,0.8081,0.19041,0.56568,0.01902,0.57503,0.19378,0.00936,0.7387,0.7309,0,PROMOTE,True
v9_path,2026-01,over25,91d5e412c6d7,v9_path:2026-01,2019-02-22,2025-12-31,52861,903,0.5083,0.5083,0.5615,5.316,0.6012,0.6194,0.24092,0.67433,0.02902,0.68867,0.24778,0.01434,0.4951,0.5083,0,PROMOTE,True
v9_path,2026-01,over35,91d5e412c6d7,v9_path:2026-01,2019-02-22,2025-12-31,52861,903,0.258,0.742,0.742,0.0,0.6103,0.3261,0.18638,0.55617,0.02859,0.56007,0.18726,0.0039,0.2627,0.258,0,PROMOTE,True
v9_path,2026-02,btts,524aefc7a02b,v9_path:2026-02,2019-02-22,2026-01-31,53764,1199,0.5613,0.5613,0.5696,0.834,0.5992,0.6667,0.23798,0.66761,0.04034,0.68274,0.24483,0.01513,0.5248,0.5613,0,PROMOTE,True
v9_path,2026-02,over15,524aefc7a02b,v9_path:2026-02,2019-02-22,2026-01-31,53764,1199,0.7481,0.7481,0.7531,0.5,0.6113,0.8136,0.1827,0.54965,0.02244,0.55709,0.18568,0.00743,0.7289,0.7481,0,PROMOTE,True
v9_path,2026-02,over25,524aefc7a02b,v9_path:2026-02,2019-02-22,2026-01-31,53764,1199,0.5104,0.5104,0.573,6.255,0.6027,0.6089,0.24074,0.67396,0.02223,0.68381,0.2454,0.00985,0.4905,0.5104,0,PROMOTE,True
v9_path,2026-02,over35,524aefc7a02b,v9_path:2026-02,2019-02-22,2026-01-31,53764,1199,0.2752,0.7248,0.7248,0.0,0.5908,0.3614,0.19496,0.57727,0.02158,0.58306,0.19742,0.00579,0.2583,0.2752,0,PROMOTE,True
v9_path,2026-03,btts,79a6e8dba439,v9_path:2026-03,2019-02-22,2026-02-28,54963,1269,0.5193,0.5193,0.5737,5.437,0.6127,0.6427,0.23742,0.66608,0.02621,0.68881,0.24784,0.02273,0.5357,0.5193,0,PROMOTE,True
v9_path,2026-03,over15,79a6e8dba439,v9_path:2026-03,2019-02-22,2026-02-28,54963,1269,0.7431,0.7431,0.7439,0.079,0.6097,0.8139,0.18561,0.5554,0.01042,0.56974,0.19109,0.01435,0.741,0.7431,0,PROMOTE,True
v9_path,2026-03,over25,79a6e8dba439,v9_path:2026-03,2019-02-22,2026-02-28,54963,1269,0.5106,0.5106,0.569,5.831,0.6136,0.6113,0.23922,0.67095,0.01695,0.68394,0.24545,0.01299,0.5047,0.5106,0,PROMOTE,True
v9_path,2026-03,over35,524aefc7a02b,v9_path:2026-03,2019-02-22,2026-02-28,54963,1269,0.2845,0.7155,0.7203,0.473,0.5939,0.3667,0.19864,0.58376,0.03265,0.58815,0.20005,0.00439,0.2764,0.2845,1,REJECT,True
v9_path,2026-04,btts,b3d0a9ddd28c,v9_path:2026-04,2019-02-22,2026-03-31,56232,1620,0.5543,0.5543,0.5679,1.358,0.5557,0.6156,0.24135,0.67375,0.04081,0.68861,0.24774,0.01486,0.5374,0.5543,0,PROMOTE,True
v9_path,2026-04,over15,b3d0a9ddd28c,v9_path:2026-04,2019-02-22,2026-03-31,56232,1620,0.7704,0.7704,0.7747,0.432,0.603,0.8249,0.17172,0.52553,0.02708,0.53652,0.17602,0.01099,0.7496,0.7704,0,PROMOTE,True
v9_path,2026-04,over25,b3d0a9ddd28c,v9_path:2026-04,2019-02-22,2026-03-31,56232,1620,0.5216,0.5216,0.5685,4.691,0.5838,0.5976,0.24399,0.6809,0.01234,0.69208,0.24945,0.01118,0.5187,0.5216,0,PROMOTE,True
v9_path,2026-04,over35,b3d0a9ddd28c,v9_path:2026-04,2019-02-22,2026-03-31,56232,1620,0.2951,0.7049,0.7,-0.494,0.5749,0.362,0.20641,0.60306,0.03567,0.60965,0.20917,0.00659,0.2973,0.2951,0,PROMOTE,True
v9_path,2026-05,btts,b6b964d35276,v9_path:2026-05,2019-02-22,2026-04-30,57852,1223,0.5936,0.5936,0.5993,0.572,0.5937,0.7084,0.23114,0.65162,0.02896,0.68438,0.24565,0.03276,0.5684,0.5936,0,PROMOTE,True
v9_path,2026-05,over15,b6b964d35276,v9_path:2026-05,2019-02-22,2026-04-30,57852,1223,0.7939,0.7939,0.7964,0.245,0.6345,0.8727,0.15796,0.49041,0.02514,0.50625,0.1629,0.01584,0.7705,0.7939,0,PROMOTE,True
v9_path,2026-05,over25,b6b964d35276,v9_path:2026-05,2019-02-22,2026-04-30,57852,1223,0.5527,0.5527,0.5912,3.843,0.6198,0.674,0.23555,0.66297,0.01941,0.68434,0.24564,0.02137,0.5391,0.5527,0,PROMOTE,True
v9_path,2026-05,over35,b6b964d35276,v9_path:2026-05,2019-02-22,2026-04-30,57852,1223,0.3287,0.6713,0.6762,0.491,0.6122,0.4438,0.212,0.61346,0.02149,0.63292,0.2205,0.01946,0.3122,0.3287,0,PROMOTE,True
v9_path,2026-06,btts,68d354ebb265,v9_path:2026-06,2019-02-22,2026-05-31,59075,92,0.5652,0.5652,0.6304,6.522,0.6466,0.7046,0.22872,0.64809,0.05345,0.67798,0.24244,0.02989,0.5762,0.5652,0,PROMOTE,True
v9_path,2026-06,over15,68d354ebb265,v9_path:2026-06,2019-02-22,2026-05-31,59075,92,0.8152,0.8152,0.8152,0.0,0.5655,0.8315,0.151,0.48106,0.05801,0.49696,0.1575,0.0159,0.7768,0.8152,0,PROMOTE,True
v9_path,2026-06,over25,68d354ebb265,v9_path:2026-06,2019-02-22,2026-05-31,59075,92,0.5761,0.5761,0.5543,-2.174,0.5375,0.6046,0.24473,0.68247,0.05832,0.6748,0.24086,-0.00767,0.5425,0.5761,0,PROMOTE,True
v9_path,2026-06,over35,68d354ebb265,v9_path:2026-06,2019-02-22,2026-05-31,59075,92,0.4022,0.5978,0.6087,1.087,0.657,0.5592,0.23828,0.6684,0.12239,0.68448,0.24534,0.01608,0.3013,0.4022,0,PROMOTE,True
v9_path,2026-07,btts,68d354ebb265,v9_path:2026-07,2019-02-22,2026-06-28,59167,440,0.55,0.55,0.5795,2.955,0.6084,0.6695,0.23514,0.66025,0.02149,0.68667,0.24676,0.02643,0.5607,0.55,1,REJECT,True
v9_path,2026-07,over15,e47fabc7a9cf,v9_path:2026-07,2019-02-22,2026-06-28,59167,440,0.7614,0.7614,0.7568,-0.455,0.5992,0.8322,0.17854,0.53887,0.03117,0.54308,0.1791,0.00421,0.77,0.7614,0,PROMOTE,True
v9_path,2026-07,over25,e47fabc7a9cf,v9_path:2026-07,2019-02-22,2026-06-28,59167,440,0.5341,0.5341,0.5682,3.409,0.5869,0.6361,0.24227,0.67667,0.02543,0.68204,0.24446,0.00537,0.5387,0.5341,0,PROMOTE,True
v9_path,2026-07,over35,e47fabc7a9cf,v9_path:2026-07,2019-02-22,2026-06-28,59167,440,0.275,0.725,0.7295,0.455,0.6233,0.4234,0.19038,0.56584,0.04582,0.57648,0.19494,0.01064,0.3141,0.275,0,PROMOTE,True
v9_path,2026-08,btts,65faf83e2761,v9_path:2026-08,2019-02-22,2026-07-31,59607,1383,0.5669,0.5669,0.6009,3.398,0.6258,0.7057,0.22951,0.64783,0.02765,0.67763,0.2423,0.0298,0.5448,0.5669,0,PROMOTE,True
v9_path,2026-08,over15,65faf83e2761,v9_path:2026-08,2019-02-22,2026-07-31,59607,1383,0.7636,0.7636,0.7664,0.289,0.6536,0.8516,0.17023,0.51946,0.03416,0.53736,0.17687,0.01791,0.7531,0.7636,0,PROMOTE,True
v9_path,2026-08,over25,65faf83e2761,v9_path:2026-08,2019-02-22,2026-07-31,59607,1383,0.5466,0.5466,0.6074,6.074,0.6441,0.6768,0.23164,0.65495,0.03859,0.68239,0.24466,0.02744,0.5218,0.5466,0,PROMOTE,True
v9_path,2026-08,over35,e47fabc7a9cf,v9_path:2026-08,2019-02-22,2026-07-31,59607,1383,0.3203,0.6797,0.6884,0.868,0.6403,0.4559,0.20609,0.59917,0.03,0.61994,0.21473,0.02077,0.2929,0.3203,1,REJECT,True
v9_path,2026-09,btts,4b90dc99cd5f,v9_path:2026-09,2019-02-22,2026-08-31,60990,864,0.5625,0.5625,0.5602,-0.231,0.54,0.599,0.24476,0.68231,0.01355,0.68891,0.2479,0.0066,0.5532,0.5625,0,PROMOTE,True
v9_path,2026-09,over15,4b90dc99cd5f,v9_path:2026-09,2019-02-22,2026-08-31,60990,864,0.7801,0.7801,0.7812,0.116,0.5814,0.8246,0.16994,0.52157,0.01916,0.52748,0.17207,0.00591,0.7656,0.7801,0,PROMOTE,True
v9_path,2026-09,over25,4b90dc99cd5f,v9_path:2026-09,2019-02-22,2026-08-31,60990,864,0.5382,0.5382,0.559,2.083,0.5843,0.6113,0.24359,0.6801,0.02857,0.68621,0.24655,0.0061,0.5356,0.5382,0,PROMOTE,True
v9_path,2026-09,over35,4b90dc99cd5f,v9_path:2026-09,2019-02-22,2026-08-31,60990,864,0.3229,0.6771,0.6713,-0.579,0.5757,0.3902,0.21531,0.62158,0.0265,0.6296,0.21858,0.00803,0.3053,0.3229,0,PROMOTE,True
canonical,2022-08,btts,45d9ee4389e2,canonical:2022-08,2019-02-15,2022-07-31,28284,1462,0.5205,0.5205,0.5192,-0.137,0.5357,0.5482,0.24989,0.69306,0.03317,0.68732,0.24709,-0.00575,0.5278,0.5205,0,PROMOTE,True
canonical,2022-08,over15,45d9ee4389e2,canonical:2022-08,2019-02-15,2022-07-31,28284,1462,0.7387,0.7387,0.7387,0.0,0.5876,0.796,0.18976,0.56563,0.01233,0.56444,0.18915,-0.00119,0.7393,0.7387,0,PROMOTE,True
canonical,2022-08,over25,45d9ee4389e2,canonical:2022-08,2019-02-15,2022-07-31,28284,1462,0.5287,0.5287,0.5773,4.856,0.5988,0.6235,0.24296,0.67886,0.03147,0.68175,0.24433,0.00289,0.4973,0.5287,0,PROMOTE,True
canonical,2022-08,over35,45d9ee4389e2,canonical:2022-08,2019-02-15,2022-07-31,28284,1462,0.303,0.697,0.7018,0.479,0.5997,0.4181,0.20487,0.59894,0.02434,0.60403,0.20733,0.00509,0.2787,0.303,0,PROMOTE,True
canonical,2022-09,btts,9323153159e6,canonical:2022-09,2019-02-15,2022-08-31,29746,1210,0.5124,0.5124,0.5306,1.818,0.5383,0.5506,0.24949,0.69216,0.01658,0.69107,0.24896,-0.00109,0.5265,0.5124,0,PROMOTE,True
