policy,target,month,adopted,val_champ,val_cand,next_month_live,next_month_challenger
not_worse_tol000,btts,2026-05,True,0.66415,0.65001,0.65545,0.65545
must_improve_tol000,btts,2026-05,True,0.66415,0.65001,0.65545,0.65545
must_improve_tol002,btts,2026-05,True,0.66415,0.65001,0.65545,0.65545
v9_rule_6m_window,btts,2026-05,True,0.66026,0.65319,0.65545,0.65545
two_window_tol005,btts,2026-05,False,0.66415,0.65001,0.65154,0.65545
always_promote,btts,2026-06,True,0.6519,0.63915,0.6707,0.6707
never_promote,btts,2026-06,False,0.68758,0.63915,0.68569,0.6707
v9_current_tol005,btts,2026-06,True,0.6519,0.63915,0.6707,0.6707
not_worse_tol000,btts,2026-06,True,0.6519,0.63915,0.6707,0.6707
must_improve_tol000,btts,2026-06,True,0.6519,0.63915,0.6707,0.6707
must_improve_tol002,btts,2026-06,True,0.6519,0.63915,0.6707,0.6707
v9_rule_6m_window,btts,2026-06,True,0.65174,0.64166,0.6707,0.6707
two_window_tol005,btts,2026-06,True,0.66741,0.63915,0.6707,0.6707
always_promote,btts,2026-07,True,0.63531,0.63742,0.65844,0.65844
never_promote,btts,2026-07,False,0.68339,0.63742,0.68348,0.65844
v9_current_tol005,btts,2026-07,True,0.63531,0.63742,0.65844,0.65844
not_worse_tol000,btts,2026-07,False,0.63531,0.63742,0.66085,0.65844
must_improve_tol000,btts,2026-07,False,0.63531,0.63742,0.66085,0.65844
must_improve_tol002,btts,2026-07,False,0.63531,0.63742,0.66085,0.65844
v9_rule_6m_window,btts,2026-07,True,0.64099,0.64399,0.65844,0.65844
two_window_tol005,btts,2026-07,True,0.63531,0.63742,0.65844,0.65844
always_promote,btts,2026-08,True,0.63309,0.63229,0.6504,0.6504
never_promote,btts,2026-08,False,0.67748,0.63229,0.67854,0.6504
v9_current_tol005,btts,2026-08,True,0.63309,0.63229,0.6504,0.6504
not_worse_tol000,btts,2026-08,True,0.63414,0.63229,0.6504,0.6504
must_improve_tol000,btts,2026-08,True,0.63414,0.63229,0.6504,0.6504
must_improve_tol002,btts,2026-08,False,0.63414,0.63229,0.65035,0.6504
v9_rule_6m_window,btts,2026-08,True,0.64459,0.64479,0.6504,0.6504
two_window_tol005,btts,2026-08,True,0.63309,0.63229,0.6504,0.6504
always_promote,btts,2026-09,True,0.64769,0.63086,0.67636,0.67636
never_promote,btts,2026-09,False,0.68,0.63086,0.6964,0.67636
v9_current_tol005,btts,2026-09,True,0.64769,0.63086,0.67636,0.67636
not_worse_tol000,btts,2026-09,True,0.64769,0.63086,0.67636,0.67636
must_improve_tol000,btts,2026-09,True,0.64769,0.63086,0.67636,0.67636
must_improve_tol002,btts,2026-09,True,0.6537,0.63086,0.67636,0.67636
v9_rule_6m_window,btts,2026-09,True,0.64483,0.6417,0.67636,0.67636
two_window_tol005,btts,2026-09,True,0.64769,0.63086,0.67636,0.67636
always_promote,over15,2022-08,True,,,0.56563,0.56563
never_promote,over15,2022-08,True,,,0.56563,0.56563
v9_current_tol005,over15,2022-08,True,,,0.56563,0.56563
not_worse_tol000,over15,2022-08,True,,,0.56563,0.56563
must_improve_tol000,over15,2022-08,True,,,0.56563,0.56563
must_improve_tol002,over15,2022-08,True,,,0.56563,0.56563
v9_rule_6m_window,over15,2022-08,True,,,0.56563,0.56563
two_window_tol005,over15,2022-08,True,,,0.56563,0.56563
always_promote,over15,2022-09,True,0.54677,0.5317,0.56187,0.56187
never_promote,over15,2022-09,False,0.54677,0.5317,0.56409,0.56187
v9_current_tol005,over15,2022-09,True,0.54677,0.5317,0.56187,0.56187
not_worse_tol000,over15,2022-09,True,0.54677,0.5317,0.56187,0.56187
must_improve_tol000,over15,2022-09,True,0.54677,0.5317,0.56187,0.56187
must_improve_tol002,over15,2022-09,True,0.54677,0.5317,0.56187,0.56187
v9_rule_6m_window,over15,2022-09,True,0.53914,0.53602,0.56187,0.56187
two_window_tol005,over15,2022-09,False,0.54677,0.5317,0.56409,0.56187
always_promote,over15,2022-10,True,0.54295,0.51972,0.55506,0.55506
never_promote,over15,2022-10,False,0.55671,0.51972,0.55858,0.55506
v9_current_tol005,over15,2022-10,True,0.54295,0.51972,0.55506,0.55506
not_worse_tol000,over15,2022-10,True,0.54295,0.51972,0.55506,0.55506
must_improve_tol000,over15,2022-10,True,0.54295,0.51972,0.55506,0.55506
must_improve_tol002,over15,2022-10,True,0.54295,0.51972,0.55506,0.55506
v9_rule_6m_window,over15,2022-10,True,0.53208,0.516,0.55506,0.55506
two_window_tol005,over15,2022-10,True,0.55671,0.51972,0.55506,0.55506
always_promote,over15,2022-11,True,0.53197,0.5247,0.5412,0.5412
never_promote,over15,2022-11,False,0.56246,0.5247,0.54574,0.5412
v9_current_tol005,over15,2022-11,True,0.53197,0.5247,0.5412,0.5412
not_worse_tol000,over15,2022-11,True,0.53197,0.5247,0.5412,0.5412
must_improve_tol000,over15,2022-11,True,0.53197,0.5247,0.5412,0.5412
must_improve_tol002,over15,2022-11,True,0.53197,0.5247,0.5412,0.5412
v9_rule_6m_window,over15,2022-11,True,0.5229,0.52154,0.5412,0.5412
two_window_tol005,over15,2022-11,False,0.53197,0.5247,0.54907,0.5412
always_promote,over15,2022-12,True,0.52738,0.52379,0.55926,0.55926
never_promote,over15,2022-12,False,0.55785,0.52379,0.56027,0.55926
v9_current_tol005,over15,2022-12,True,0.52738,0.52379,0.55926,0.55926
not_worse_tol000,over15,2022-12,True,0.52738,0.52379,0.55926,0.55926
must_improve_tol000,over15,2022-12,True,0.52738,0.52379,0.55926,0.55926
must_improve_tol002,over15,2022-12,True,0.52738,0.52379,0.55926,0.55926
v9_rule_6m_window,over15,2022-12,True,0.52857,0.52776,0.55926,0.55926
two_window_tol005,over15,2022-12,False,0.54132,0.52379,0.56074,0.55926
always_promote,over15,2023-01,True,0.52871,0.51839,0.56649,0.56649
never_promote,over15,2023-01,False,0.55578,0.51839,0.56984,0.56649
v9_current_tol005,over15,2023-01,True,0.52871,0.51839,0.56649,0.56649
not_worse_tol000,over15,2023-01,True,0.52871,0.51839,0.56649,0.56649
must_improve_tol000,over15,2023-01,True,0.52871,0.51839,0.56649,0.56649
must_improve_tol002,over15,2023-01,True,0.52871,0.51839,0.56649,0.56649
v9_rule_6m_window,over15,2023-01,True,0.53051,0.52468,0.56649,0.56649
two_window_tol005,over15,2023-01,False,0.55466,0.51839,0.56598,0.56649
always_promote,over15,2023-02,True,0.53573,0.52763,0.58375,0.58375
never_promote,over15,2023-02,False,0.55843,0.52763,0.59028,0.58375
v9_current_tol005,over15,2023-02,True,0.53573,0.52763,0.58375,0.58375
not_worse_tol000,over15,2023-02,True,0.53573,0.52763,0.58375,0.58375
must_improve_tol000,over15,2023-02,True,0.53573,0.52763,0.58375,0.58375
must_improve_tol002,over15,2023-02,True,0.53573,0.52763,0.58375,0.58375
v9_rule_6m_window,over15,2023-02,True,0.52721,0.52884,0.58375,0.58375
two_window_tol005,over15,2023-02,True,0.55839,0.52763,0.58375,0.58375
always_promote,over15,2023-03,True,0.55583,0.54318,0.57564,0.57564
never_promote,over15,2023-03,False,0.57656,0.54318,0.58153,0.57564
v9_current_tol005,over15,2023-03,True,0.55583,0.54318,0.57564,0.57564
not_worse_tol000,over15,2023-03,True,0.55583,0.54318,0.57564,0.57564
must_improve_tol000,over15,2023-03,True,0.55583,0.54318,0.57564,0.57564
must_improve_tol002,over15,2023-03,True,0.55583,0.54318,0.57564,0.57564
v9_rule_6m_window,over15,2023-03,True,0.53772,0.53371,0.57564,0.57564
two_window_tol005,over15,2023-03,True,0.55583,0.54318,0.57564,0.57564
always_promote,over15,2023-04,True,0.5566,0.54014,0.56489,0.56489
never_promote,over15,2023-04,False,0.58171,0.54014,0.56993,0.56489
v9_current_tol005,over15,2023-04,True,0.5566,0.54014,0.56489,0.56489
not_worse_tol000,over15,2023-04,True,0.5566,0.54014,0.56489,0.56489
must_improve_tol000,over15,2023-04,True,0.5566,0.54014,0.56489,0.56489
must_improve_tol002,over15,2023-04,True,0.5566,0.54014,0.56489,0.56489
v9_rule_6m_window,over15,2023-04,True,0.54034,0.52893,0.56489,0.56489
two_window_tol005,over15,2023-04,True,0.5566,0.54014,0.56489,0.56489
always_promote,over15,2023-05,True,0.55344,0.5384,0.55544,0.55544
never_promote,over15,2023-05,False,0.57866,0.5384,0.55166,0.55544
v9_current_tol005,over15,2023-05,True,0.55344,0.5384,0.55544,0.55544
not_worse_tol000,over15,2023-05,True,0.55344,0.5384,0.55544,0.55544
must_improve_tol000,over15,2023-05,True,0.55344,0.5384,0.55544,0.55544
must_improve_tol002,over15,2023-05,True,0.55344,0.5384,0.55544,0.55544
v9_rule_6m_window,over15,2023-05,True,0.54218,0.53411,0.55544,0.55544
two_window_tol005,over15,2023-05,True,0.55344,0.5384,0.55544,0.55544
always_promote,over15,2023-06,True,0.54031,0.53199,0.56212,0.56212
never_promote,over15,2023-06,False,0.56707,0.53199,0.56782,0.56212
v9_current_tol005,over15,2023-06,True,0.54031,0.53199,0.56212,0.56212
not_worse_tol000,over15,2023-06,True,0.54031,0.53199,0.56212,0.56212
must_improve_tol000,over15,2023-06,True,0.54031,0.53199,0.56212,0.56212
must_improve_tol002,over15,2023-06,True,0.54031,0.53199,0.56212,0.56212
v9_rule_6m_window,over15,2023-06,True,0.54006,0.53662,0.56212,0.56212
two_window_tol005,over15,2023-06,True,0.54031,0.53199,0.56212,0.56212
always_promote,over15,2023-07,True,0.53191,0.52713,0.5432,0.5432
never_promote,over15,2023-07,False,0.56305,0.52713,0.5495,0.5432
v9_current_tol005,over15,2023-07,True,0.53191,0.52713,0.5432,0.5432
not_worse_tol000,over15,2023-07,True,0.53191,0.52713,0.5432,0.5432
must_improve_tol000,over15,2023-07,True,0.53191,0.52713,0.5432,0.5432
must_improve_tol002,over15,2023-07,True,0.53191,0.52713,0.5432,0.5432
v9_rule_6m_window,over15,2023-07,True,0.53902,0.53623,0.5432,0.5432
two_window_tol005,over15,2023-07,True,0.53191,0.52713,0.5432,0.5432
always_promote,over15,2023-08,True,0.52653,0.51391,0.56065,0.56065
never_promote,over15,2023-08,False,0.55446,0.51391,0.56078,0.56065
v9_current_tol005,over15,2023-08,True,0.52653,0.51391,0.56065,0.56065
not_worse_tol000,over15,2023-08,True,0.52653,0.51391,0.56065,0.56065
must_improve_tol000,over15,2023-08,True,0.52653,0.51391,0.56065,0.56065
must_improve_tol002,over15,2023-08,True,0.52653,0.51391,0.56065,0.56065
v9_rule_6m_window,over15,2023-08,True,0.53673,0.53119,0.56065,0.56065
two_window_tol005,over15,2023-08,True,0.52653,0.51391,0.56065,0.56065
always_promote,over15,2023-09,True,0.53463,0.50601,0.53569,0.53569
never_promote,over15,2023-09,False,0.55897,0.50601,0.54322,0.53569
v9_current_tol005,over15,2023-09,True,0.53463,0.50601,0.53569,0.53569
not_worse_tol000,over15,2023-09,True,0.53463,0.50601,0.53569,0.53569
must_improve_tol000,over15,2023-09,True,0.53463,0.50601,0.53569,0.53569
must_improve_tol002,over15,2023-09,True,0.53463,0.50601,0.53569,0.53569
v9_rule_6m_window,over15,2023-09,True,0.53356,0.51574,0.53569,0.53569
two_window_tol005,over15,2023-09,True,0.53463,0.50601,0.53569,0.53569
always_promote,over15,2023-10,True,0.51912,0.49511,0.53636,0.53636
never_promote,over15,2023-10,False,0.55098,0.49511,0.54242,0.53636
v9_current_tol005,over15,2023-10,True,0.51912,0.49511,0.53636,0.53636
not_worse_tol000,over15,2023-10,True,0.51912,0.49511,0.53636,0.53636
must_improve_tol000,over15,2023-10,True,0.51912,0.49511,0.53636,0.53636
must_improve_tol002,over15,2023-10,True,0.51912,0.49511,0.53636,0.53636
v9_rule_6m_window,over15,2023-10,True,0.51693,0.50444,0.53636,0.53636
two_window_tol005,over15,2023-10,True,0.51912,0.49511,0.53636,0.53636
always_promote,over15,2023-11,True,0.51144,0.51018,0.53379,0.53379
never_promote,over15,2023-11,False,0.54837,0.51018,0.54621,0.53379
v9_current_tol005,over15,2023-11,True,0.51144,0.51018,0.53379,0.53379
not_worse_tol000,over15,2023-11,True,0.51144,0.51018,0.53379,0.53379
must_improve_tol000,over15,2023-11,True,0.51144,0.51018,0.53379,0.53379
must_improve_tol002,over15,2023-11,False,0.51144,0.51018,0.53672,0.53379
v9_rule_6m_window,over15,2023-11,False,0.50644,0.51212,0.53672,0.53379
two_window_tol005,over15,2023-11,False,0.51144,0.51018,0.53672,0.53379
always_promote,over15,2023-12,True,0.51124,0.5024,0.54144,0.54144
never_promote,over15,2023-12,False,0.54375,0.5024,0.5459,0.54144
v9_current_tol005,over15,2023-12,True,0.51124,0.5024,0.54144,0.54144
not_worse_tol000,over15,2023-12,True,0.51124,0.5024,0.54144,0.54144
must_improve_tol000,over15,2023-12,True,0.51124,0.5024,0.54144,0.54144
must_improve_tol002,over15,2023-12,True,0.51773,0.5024,0.54144,0.54144
v9_rule_6m_window,over15,2023-12,True,0.51136,0.50849,0.54144,0.54144
two_window_tol005,over15,2023-12,False,0.51773,0.5024,0.54097,0.54144
always_promote,over15,2024-01,True,0.51251,0.50496,0.54267,0.54267
never_promote,over15,2024-01,False,0.54459,0.50496,0.54692,0.54267
v9_current_tol005,over15,2024-01,True,0.51251,0.50496,0.54267,0.54267
not_worse_tol000,over15,2024-01,True,0.51251,0.50496,0.54267,0.54267
must_improve_tol000,over15,2024-01,True,0.51251,0.50496,0.54267,0.54267
must_improve_tol002,over15,2024-01,True,0.51251,0.50496,0.54267,0.54267
v9_rule_6m_window,over15,2024-01,True,0.51257,0.50794,0.54267,0.54267
two_window_tol005,over15,2024-01,False,0.5378,0.50496,0.54241,0.54267
always_promote,over15,2024-02,True,0.51558,0.50271,0.54139,0.54139
never_promote,over15,2024-02,False,0.54629,0.50271,0.55547,0.54139
v9_current_tol005,over15,2024-02,True,0.51558,0.50271,0.54139,0.54139
not_worse_tol000,over15,2024-02,True,0.51558,0.50271,0.54139,0.54139
must_improve_tol000,over15,2024-02,True,0.51558,0.50271,0.54139,0.54139
must_improve_tol002,over15,2024-02,True,0.51558,0.50271,0.54139,0.54139
v9_rule_6m_window,over15,2024-02,True,0.51205,0.50406,0.54139,0.54139
two_window_tol005,over15,2024-02,True,0.53973,0.50271,0.54139,0.54139
always_promote,over15,2024-03,True,0.52059,0.49755,0.57621,0.57621
never_promote,over15,2024-03,False,0.55004,0.49755,0.57754,0.57621
v9_current_tol005,over15,2024-03,True,0.52059,0.49755,0.57621,0.57621
not_worse_tol000,over15,2024-03,True,0.52059,0.49755,0.57621,0.57621
must_improve_tol000,over15,2024-03,True,0.52059,0.49755,0.57621,0.57621
must_improve_tol002,over15,2024-03,True,0.52059,0.49755,0.57621,0.57621
v9_rule_6m_window,over15,2024-03,True,0.50701,0.49403,0.57621,0.57621
two_window_tol005,over15,2024-03,True,0.52059,0.49755,0.57621,0.57621
always_promote,over15,2024-04,True,0.5299,0.52706,0.54624,0.54624
never_promote,over15,2024-04,False,0.56252,0.52706,0.55479,0.54624
v9_current_tol005,over15,2024-04,True,0.5299,0.52706,0.54624,0.54624
not_worse_tol000,over15,2024-04,True,0.5299,0.52706,0.54624,0.54624
must_improve_tol000,over15,2024-04,True,0.5299,0.52706,0.54624,0.54624
must_improve_tol002,over15,2024-04,True,0.5299,0.52706,0.54624,0.54624
v9_rule_6m_window,over15,2024-04,False,0.51031,0.51803,0.54705,0.54624
two_window_tol005,over15,2024-04,False,0.5299,0.52706,0.54705,0.54624
always_promote,over15,2024-05,True,0.53676,0.47196,0.51703,0.51703
never_promote,over15,2024-05,False,0.56216,0.47196,0.5288,0.51703
v9_current_tol005,over15,2024-05,True,0.53676,0.47196,0.51703,0.51703
not_worse_tol000,over15,2024-05,True,0.53676,0.47196,0.51703,0.51703
must_improve_tol000,over15,2024-05,True,0.53676,0.47196,0.51703,0.51703
must_improve_tol002,over15,2024-05,True,0.53676,0.47196,0.51703,0.51703
v9_rule_6m_window,over15,2024-05,True,0.52324,0.46983,0.51703,0.51703
two_window_tol005,over15,2024-05,True,0.54212,0.47196,0.51703,0.51703
always_promote,over15,2024-06,True,0.48611,0.49505,0.54748,0.54748
never_promote,over15,2024-06,False,0.55442,0.49505,0.55025,0.54748
v9_current_tol005,over15,2024-06,False,0.48611,0.49505,0.54908,0.54748
not_worse_tol000,over15,2024-06,False,0.48611,0.49505,0.54908,0.54748
must_improve_tol000,over15,2024-06,False,0.48611,0.49505,0.54908,0.54748
must_improve_tol002,over15,2024-06,False,0.48611,0.49505,0.54908,0.54748
v9_rule_6m_window,over15,2024-06,False,0.47943,0.49545,0.54908,0.54748
two_window_tol005,over15,2024-06,False,0.48611,0.49505,0.54908,0.54748
always_promote,over15,2024-07,True,0.49168,0.49636,0.516,0.516
never_promote,over15,2024-07,False,0.54492,0.49636,0.53062,0.516
v9_current_tol005,over15,2024-07,True,0.49351,0.49636,0.516,0.516
not_worse_tol000,over15,2024-07,False,0.49351,0.49636,0.51567,0.516
must_improve_tol000,over15,2024-07,False,0.49351,0.49636,0.51567,0.516
must_improve_tol002,over15,2024-07,False,0.49351,0.49636,0.51567,0.516
v9_rule_6m_window,over15,2024-07,False,0.48597,0.50804,0.51567,0.516
two_window_tol005,over15,2024-07,False,0.49351,0.49636,0.51567,0.516
always_promote,over15,2024-08,True,0.49307,0.47478,0.58361,0.58361
never_promote,over15,2024-08,False,0.53413,0.47478,0.58736,0.58361
v9_current_tol005,over15,2024-08,True,0.49307,0.47478,0.58361,0.58361
not_worse_tol000,over15,2024-08,True,0.52389,0.47478,0.58361,0.58361
must_improve_tol000,over15,2024-08,True,0.52389,0.47478,0.58361,0.58361
must_improve_tol002,over15,2024-08,True,0.52389,0.47478,0.58361,0.58361
v9_rule_6m_window,over15,2024-08,False,0.49095,0.49753,0.58793,0.58361
two_window_tol005,over15,2024-08,False,0.52389,0.47478,0.58793,0.58361
always_promote,over15,2024-09,True,0.53083,0.51934,0.54295,0.54295
never_promote,over15,2024-09,False,0.56441,0.51934,0.54945,0.54295
v9_current_tol005,over15,2024-09,True,0.53083,0.51934,0.54295,0.54295
not_worse_tol000,over15,2024-09,True,0.53083,0.51934,0.54295,0.54295
must_improve_tol000,over15,2024-09,True,0.53083,0.51934,0.54295,0.54295
must_improve_tol002,over15,2024-09,True,0.53083,0.51934,0.54295,0.54295
v9_rule_6m_window,over15,2024-09,True,0.51374,0.51753,0.54295,0.54295
two_window_tol005,over15,2024-09,False,0.56054,0.51934,0.53896,0.54295
always_promote,over15,2024-10,True,0.5321,0.51319,0.57348,0.57348
never_promote,over15,2024-10,False,0.56051,0.51319,0.5761,0.57348
v9_current_tol005,over15,2024-10,True,0.5321,0.51319,0.57348,0.57348
not_worse_tol000,over15,2024-10,True,0.5321,0.51319,0.57348,0.57348
must_improve_tol000,over15,2024-10,True,0.5321,0.51319,0.57348,0.57348
must_improve_tol002,over15,2024-10,True,0.5321,0.51319,0.57348,0.57348
v9_rule_6m_window,over15,2024-10,True,0.51757,0.50473,0.57348,0.57348
two_window_tol005,over15,2024-10,True,0.55344,0.51319,0.57348,0.57348
always_promote,over15,2024-11,True,0.5389,0.51784,0.60281,0.60281
never_promote,over15,2024-11,False,0.57049,0.51784,0.61214,0.60281
v9_current_tol005,over15,2024-11,True,0.5389,0.51784,0.60281,0.60281
not_worse_tol000,over15,2024-11,True,0.5389,0.51784,0.60281,0.60281
must_improve_tol000,over15,2024-11,True,0.5389,0.51784,0.60281,0.60281
must_improve_tol002,over15,2024-11,True,0.5389,0.51784,0.60281,0.60281
v9_rule_6m_window,over15,2024-11,True,0.51835,0.50145,0.60281,0.60281
two_window_tol005,over15,2024-11,True,0.5389,0.51784,0.60281,0.60281
always_promote,over15,2024-12,True,0.53878,0.5382,0.53335,0.53335
never_promote,over15,2024-12,False,0.57765,0.5382,0.54179,0.53335
v9_current_tol005,over15,2024-12,True,0.53878,0.5382,0.53335,0.53335
not_worse_tol000,over15,2024-12,True,0.53878,0.5382,0.53335,0.53335
must_improve_tol000,over15,2024-12,True,0.53878,0.5382,0.53335,0.53335
must_improve_tol002,over15,2024-12,False,0.53878,0.5382,0.53333,0.53335
v9_rule_6m_window,over15,2024-12,False,0.52567,0.53091,0.53333,0.53335
two_window_tol005,over15,2024-12,False,0.53878,0.5382,0.53333,0.53335
always_promote,over15,2025-01,True,0.54704,0.52923,0.57174,0.57174
never_promote,over15,2025-01,False,0.57852,0.52923,0.58062,0.57174
v9_current_tol005,over15,2025-01,True,0.54704,0.52923,0.57174,0.57174
not_worse_tol000,over15,2025-01,True,0.54704,0.52923,0.57174,0.57174
must_improve_tol000,over15,2025-01,True,0.54704,0.52923,0.57174,0.57174
must_improve_tol002,over15,2025-01,True,0.55325,0.52923,0.57174,0.57174
v9_rule_6m_window,over15,2025-01,True,0.53015,0.51816,0.57174,0.57174
two_window_tol005,over15,2025-01,True,0.55325,0.52923,0.57174,0.57174
always_promote,over15,2025-02,True,0.54237,0.54748,0.57817,0.57817
never_promote,over15,2025-02,False,0.58014,0.54748,0.58734,0.57817
v9_current_tol005,over15,2025-02,False,0.54237,0.54748,0.57687,0.57817
not_worse_tol000,over15,2025-02,False,0.54237,0.54748,0.57687,0.57817
must_improve_tol000,over15,2025-02,False,0.54237,0.54748,0.57687,0.57817
must_improve_tol002,over15,2025-02,False,0.54237,0.54748,0.57687,0.57817
v9_rule_6m_window,over15,2025-02,False,0.52912,0.54307,0.57687,0.57817
two_window_tol005,over15,2025-02,False,0.54237,0.54748,0.57687,0.57817
always_promote,over15,2025-03,True,0.54695,0.52245,0.57955,0.57955
never_promote,over15,2025-03,False,0.57009,0.52245,0.5849,0.57955
v9_current_tol005,over15,2025-03,True,0.54815,0.52245,0.57955,0.57955
not_worse_tol000,over15,2025-03,True,0.54815,0.52245,0.57955,0.57955
must_improve_tol000,over15,2025-03,True,0.54815,0.52245,0.57955,0.57955
must_improve_tol002,over15,2025-03,True,0.54815,0.52245,0.57955,0.57955
v9_rule_6m_window,over15,2025-03,True,0.53609,0.52795,0.57955,0.57955
two_window_tol005,over15,2025-03,False,0.54815,0.52245,0.58086,0.57955
always_promote,over15,2025-04,True,0.55284,0.54405,0.55038,0.55038
never_promote,over15,2025-04,False,0.58466,0.54405,0.56224,0.55038
v9_current_tol005,over15,2025-04,True,0.55284,0.54405,0.55038,0.55038
not_worse_tol000,over15,2025-04,True,0.55284,0.54405,0.55038,0.55038
must_improve_tol000,over15,2025-04,True,0.55284,0.54405,0.55038,0.55038
must_improve_tol002,over15,2025-04,True,0.55284,0.54405,0.55038,0.55038
v9_rule_6m_window,over15,2025-04,True,0.54246,0.53903,0.55038,0.55038
two_window_tol005,over15,2025-04,False,0.57714,0.54405,0.54989,0.55038
always_promote,over15,2025-05,True,0.54815,0.5361,0.53362,0.53362
never_promote,over15,2025-05,False,0.57689,0.5361,0.54128,0.53362
v9_current_tol005,over15,2025-05,True,0.54815,0.5361,0.53362,0.53362
not_worse_tol000,over15,2025-05,True,0.54815,0.5361,0.53362,0.53362
must_improve_tol000,over15,2025-05,True,0.54815,0.5361,0.53362,0.53362
must_improve_tol002,over15,2025-05,True,0.54815,0.5361,0.53362,0.53362
v9_rule_6m_window,over15,2025-05,True,0.54278,0.53604,0.53362,0.53362
two_window_tol005,over15,2025-05,True,0.5678,0.5361,0.53362,0.53362
always_promote,over15,2025-06,True,0.53256,0.52313,0.51072,0.51072
never_promote,over15,2025-06,False,0.56362,0.52313,0.51506,0.51072
v9_current_tol005,over15,2025-06,True,0.53256,0.52313,0.51072,0.51072
not_worse_tol000,over15,2025-06,True,0.53256,0.52313,0.51072,0.51072
must_improve_tol000,over15,2025-06,True,0.53256,0.52313,0.51072,0.51072
must_improve_tol002,over15,2025-06,True,0.53256,0.52313,0.51072,0.51072
v9_rule_6m_window,over15,2025-06,True,0.53034,0.52419,0.51072,0.51072
two_window_tol005,over15,2025-06,True,0.53256,0.52313,0.51072,0.51072
always_promote,over15,2025-07,True,0.51103,0.50422,0.54309,0.54309
never_promote,over15,2025-07,False,0.54957,0.50422,0.5487,0.54309
v9_current_tol005,over15,2025-07,True,0.51103,0.50422,0.54309,0.54309
not_worse_tol000,over15,2025-07,True,0.51103,0.50422,0.54309,0.54309
must_improve_tol000,over15,2025-07,True,0.51103,0.50422,0.54309,0.54309
must_improve_tol002,over15,2025-07,True,0.51103,0.50422,0.54309,0.54309
v9_rule_6m_window,over15,2025-07,True,0.5279,0.52172,0.54309,0.54309
two_window_tol005,over15,2025-07,True,0.51103,0.50422,0.54309,0.54309
always_promote,over15,2025-08,True,0.50442,0.49869,0.55131,0.55131
never_promote,over15,2025-08,False,0.53898,0.49869,0.55818,0.55131
v9_current_tol005,over15,2025-08,True,0.50442,0.49869,0.55131,0.55131
not_worse_tol000,over15,2025-08,True,0.50442,0.49869,0.55131,0.55131
must_improve_tol000,over15,2025-08,True,0.50442,0.49869,0.55131,0.55131
must_improve_tol002,over15,2025-08,True,0.50442,0.49869,0.55131,0.55131
v9_rule_6m_window,over15,2025-08,True,0.52221,0.52287,0.55131,0.55131
two_window_tol005,over15,2025-08,True,0.50442,0.49869,0.55131,0.55131
always_promote,over15,2025-09,True,0.53198,0.50317,0.53903,0.53903
never_promote,over15,2025-09,False,0.55008,0.50317,0.5451,0.53903
v9_current_tol005,over15,2025-09,True,0.53198,0.50317,0.53903,0.53903
not_worse_tol000,over15,2025-09,True,0.53198,0.50317,0.53903,0.53903
must_improve_tol000,over15,2025-09,True,0.53198,0.50317,0.53903,0.53903
must_improve_tol002,over15,2025-09,True,0.53198,0.50317,0.53903,0.53903
v9_rule_6m_window,over15,2025-09,True,0.5255,0.51053,0.53903,0.53903
two_window_tol005,over15,2025-09,True,0.53198,0.50317,0.53903,0.53903
always_promote,over15,2025-10,True,0.52208,0.52164,0.51798,0.51798
never_promote,over15,2025-10,False,0.55161,0.52164,0.52793,0.51798
v9_current_tol005,over15,2025-10,True,0.52208,0.52164,0.51798,0.51798
not_worse_tol000,over15,2025-10,True,0.52208,0.52164,0.51798,0.51798
must_improve_tol000,over15,2025-10,True,0.52208,0.52164,0.51798,0.51798
must_improve_tol002,over15,2025-10,False,0.52208,0.52164,0.52043,0.51798
v9_rule_6m_window,over15,2025-10,False,0.51072,0.51856,0.52043,0.51798
two_window_tol005,over15,2025-10,False,0.52208,0.52164,0.52043,0.51798
always_promote,over15,2025-11,True,0.52069,0.50379,0.55094,0.55094
never_promote,over15,2025-11,False,0.54451,0.50379,0.5639,0.55094
v9_current_tol005,over15,2025-11,True,0.52069,0.50379,0.55094,0.55094
not_worse_tol000,over15,2025-11,True,0.52069,0.50379,0.55094,0.55094
must_improve_tol000,over15,2025-11,True,0.52069,0.50379,0.55094,0.55094
must_improve_tol002,over15,2025-11,True,0.52282,0.50379,0.55094,0.55094
v9_rule_6m_window,over15,2025-11,True,0.51261,0.50239,0.55094,0.55094
two_window_tol005,over15,2025-11,False,0.52282,0.50379,0.55456,0.55094
always_promote,over15,2025-12,True,0.51587,0.50716,0.55262,0.55262
never_promote,over15,2025-12,False,0.54572,0.50716,0.55074,0.55262
v9_current_tol005,over15,2025-12,True,0.51587,0.50716,0.55262,0.55262
not_worse_tol000,over15,2025-12,True,0.51587,0.50716,0.55262,0.55262
must_improve_tol000,over15,2025-12,True,0.51587,0.50716,0.55262,0.55262
must_improve_tol002,over15,2025-12,True,0.51587,0.50716,0.55262,0.55262
v9_rule_6m_window,over15,2025-12,True,0.51272,0.50901,0.55262,0.55262
two_window_tol005,over15,2025-12,False,0.53808,0.50716,0.55534,0.55262
always_promote,over15,2026-01,True,0.51904,0.51377,0.55776,0.55776
never_promote,over15,2026-01,False,0.54728,0.51377,0.56943,0.55776
v9_current_tol005,over15,2026-01,True,0.51904,0.51377,0.55776,0.55776
