policy,target,month,n_test,live_log_loss,live_brier,challenger_log_loss,adopted
two_window_tol005,over15,2026-05,1224,0.48947,0.15756,0.48947,True
always_promote,over15,2026-06,92,0.47497,0.14861,0.47497,True
never_promote,over15,2026-06,92,0.48324,0.15196,0.47497,False
v9_current_tol005,over15,2026-06,92,0.47497,0.14861,0.47497,True
not_worse_tol000,over15,2026-06,92,0.47497,0.14861,0.47497,True
must_improve_tol000,over15,2026-06,92,0.47497,0.14861,0.47497,True
must_improve_tol002,over15,2026-06,92,0.47497,0.14861,0.47497,True
v9_rule_6m_window,over15,2026-06,92,0.47497,0.14861,0.47497,True
two_window_tol005,over15,2026-06,92,0.47497,0.14861,0.47497,True
always_promote,over15,2026-07,441,0.53227,0.17555,0.53227,True
never_promote,over15,2026-07,441,0.54175,0.17879,0.53227,False
v9_current_tol005,over15,2026-07,441,0.53195,0.17548,0.53227,False
not_worse_tol000,over15,2026-07,441,0.53195,0.17548,0.53227,False
must_improve_tol000,over15,2026-07,441,0.53195,0.17548,0.53227,False
must_improve_tol002,over15,2026-07,441,0.53195,0.17548,0.53227,False
v9_rule_6m_window,over15,2026-07,441,0.53195,0.17548,0.53227,False
two_window_tol005,over15,2026-07,441,0.53195,0.17548,0.53227,False
always_promote,over15,2026-08,1409,0.52029,0.17054,0.52029,True
never_promote,over15,2026-08,1409,0.53489,0.17623,0.52029,False
v9_current_tol005,over15,2026-08,1409,0.52029,0.17054,0.52029,True
not_worse_tol000,over15,2026-08,1409,0.52029,0.17054,0.52029,True
must_improve_tol000,over15,2026-08,1409,0.52029,0.17054,0.52029,True
must_improve_tol002,over15,2026-08,1409,0.52029,0.17054,0.52029,True
v9_rule_6m_window,over15,2026-08,1409,0.52029,0.17054,0.52029,True
two_window_tol005,over15,2026-08,1409,0.52029,0.17054,0.52029,True
always_promote,over15,2026-09,1049,0.52024,0.16983,0.52024,True
never_promote,over15,2026-09,1049,0.52675,0.1723,0.52024,False
v9_current_tol005,over15,2026-09,1049,0.52024,0.16983,0.52024,True
not_worse_tol000,over15,2026-09,1049,0.52024,0.16983,0.52024,True
must_improve_tol000,over15,2026-09,1049,0.52024,0.16983,0.52024,True
must_improve_tol002,over15,2026-09,1049,0.52024,0.16983,0.52024,True
v9_rule_6m_window,over15,2026-09,1049,0.52024,0.16983,0.52024,True
two_window_tol005,over15,2026-09,1049,0.52024,0.16983,0.52024,True
always_promote,over25,2022-08,1462,0.67886,0.24296,0.67886,True
never_promote,over25,2022-08,1462,0.67886,0.24296,0.67886,True
v9_current_tol005,over25,2022-08,1462,0.67886,0.24296,0.67886,True
not_worse_tol000,over25,2022-08,1462,0.67886,0.24296,0.67886,True
must_improve_tol000,over25,2022-08,1462,0.67886,0.24296,0.67886,True
must_improve_tol002,over25,2022-08,1462,0.67886,0.24296,0.67886,True
v9_rule_6m_window,over25,2022-08,1462,0.67886,0.24296,0.67886,True
two_window_tol005,over25,2022-08,1462,0.67886,0.24296,0.67886,True
always_promote,over25,2022-09,1210,0.67841,0.24272,0.67841,True
never_promote,over25,2022-09,1210,0.68276,0.24483,0.67841,False
v9_current_tol005,over25,2022-09,1210,0.67841,0.24272,0.67841,True
not_worse_tol000,over25,2022-09,1210,0.67841,0.24272,0.67841,True
must_improve_tol000,over25,2022-09,1210,0.67841,0.24272,0.67841,True
must_improve_tol002,over25,2022-09,1210,0.67841,0.24272,0.67841,True
v9_rule_6m_window,over25,2022-09,1210,0.67841,0.24272,0.67841,True
two_window_tol005,over25,2022-09,1210,0.67841,0.24272,0.67841,True
always_promote,over25,2022-10,1707,0.68018,0.24361,0.68018,True
never_promote,over25,2022-10,1707,0.6831,0.24503,0.68018,False
v9_current_tol005,over25,2022-10,1707,0.68018,0.24361,0.68018,True
not_worse_tol000,over25,2022-10,1707,0.68018,0.24361,0.68018,True
must_improve_tol000,over25,2022-10,1707,0.68018,0.24361,0.68018,True
must_improve_tol002,over25,2022-10,1707,0.67693,0.24195,0.68018,False
v9_rule_6m_window,over25,2022-10,1707,0.67693,0.24195,0.68018,False
two_window_tol005,over25,2022-10,1707,0.67693,0.24195,0.68018,False
always_promote,over25,2022-11,726,0.67255,0.23987,0.67255,True
never_promote,over25,2022-11,726,0.67682,0.24197,0.67255,False
v9_current_tol005,over25,2022-11,726,0.67255,0.23987,0.67255,True
not_worse_tol000,over25,2022-11,726,0.67255,0.23987,0.67255,True
must_improve_tol000,over25,2022-11,726,0.67255,0.23987,0.67255,True
must_improve_tol002,over25,2022-11,726,0.67255,0.23987,0.67255,True
v9_rule_6m_window,over25,2022-11,726,0.67255,0.23987,0.67255,True
two_window_tol005,over25,2022-11,726,0.67135,0.23926,0.67255,False
always_promote,over25,2022-12,558,0.68597,0.24641,0.68597,True
never_promote,over25,2022-12,558,0.68391,0.24538,0.68597,False
v9_current_tol005,over25,2022-12,558,0.68597,0.24641,0.68597,True
not_worse_tol000,over25,2022-12,558,0.68073,0.24389,0.68597,False
must_improve_tol000,over25,2022-12,558,0.68073,0.24389,0.68597,False
must_improve_tol002,over25,2022-12,558,0.68073,0.24389,0.68597,False
v9_rule_6m_window,over25,2022-12,558,0.68073,0.24389,0.68597,False
two_window_tol005,over25,2022-12,558,0.68476,0.2458,0.68597,False
always_promote,over25,2023-01,717,0.68783,0.24727,0.68783,True
never_promote,over25,2023-01,717,0.69194,0.24929,0.68783,False
v9_current_tol005,over25,2023-01,717,0.68783,0.24727,0.68783,True
not_worse_tol000,over25,2023-01,717,0.68783,0.24727,0.68783,True
must_improve_tol000,over25,2023-01,717,0.68783,0.24727,0.68783,True
must_improve_tol002,over25,2023-01,717,0.68783,0.24727,0.68783,True
v9_rule_6m_window,over25,2023-01,717,0.68783,0.24727,0.68783,True
two_window_tol005,over25,2023-01,717,0.68783,0.24727,0.68783,True
always_promote,over25,2023-02,1014,0.67621,0.24165,0.67621,True
never_promote,over25,2023-02,1014,0.67572,0.2414,0.67621,False
v9_current_tol005,over25,2023-02,1014,0.67621,0.24165,0.67621,True
not_worse_tol000,over25,2023-02,1014,0.67621,0.24165,0.67621,True
must_improve_tol000,over25,2023-02,1014,0.67621,0.24165,0.67621,True
must_improve_tol002,over25,2023-02,1014,0.67621,0.24165,0.67621,True
v9_rule_6m_window,over25,2023-02,1014,0.67621,0.24165,0.67621,True
two_window_tol005,over25,2023-02,1014,0.67621,0.24165,0.67621,True
always_promote,over25,2023-03,984,0.67661,0.24178,0.67661,True
never_promote,over25,2023-03,984,0.67819,0.24254,0.67661,False
v9_current_tol005,over25,2023-03,984,0.67661,0.24178,0.67661,True
not_worse_tol000,over25,2023-03,984,0.67661,0.24178,0.67661,True
must_improve_tol000,over25,2023-03,984,0.67661,0.24178,0.67661,True
must_improve_tol002,over25,2023-03,984,0.67661,0.24178,0.67661,True
v9_rule_6m_window,over25,2023-03,984,0.67661,0.24178,0.67661,True
two_window_tol005,over25,2023-03,984,0.67661,0.24178,0.67661,True
always_promote,over25,2023-04,1671,0.68389,0.24551,0.68389,True
never_promote,over25,2023-04,1671,0.68602,0.2465,0.68389,False
v9_current_tol005,over25,2023-04,1671,0.68389,0.24551,0.68389,True
not_worse_tol000,over25,2023-04,1671,0.68581,0.24646,0.68389,False
must_improve_tol000,over25,2023-04,1671,0.68581,0.24646,0.68389,False
must_improve_tol002,over25,2023-04,1671,0.68581,0.24646,0.68389,False
v9_rule_6m_window,over25,2023-04,1671,0.68581,0.24646,0.68389,False
two_window_tol005,over25,2023-04,1671,0.68581,0.24646,0.68389,False
always_promote,over25,2023-05,1234,0.67522,0.24111,0.67522,True
never_promote,over25,2023-05,1234,0.6772,0.24211,0.67522,False
v9_current_tol005,over25,2023-05,1234,0.67522,0.24111,0.67522,True
not_worse_tol000,over25,2023-05,1234,0.67522,0.24111,0.67522,True
must_improve_tol000,over25,2023-05,1234,0.67522,0.24111,0.67522,True
must_improve_tol002,over25,2023-05,1234,0.67522,0.24111,0.67522,True
v9_rule_6m_window,over25,2023-05,1234,0.67522,0.24111,0.67522,True
two_window_tol005,over25,2023-05,1234,0.67969,0.24336,0.67522,False
always_promote,over25,2023-06,539,0.66875,0.23814,0.66875,True
never_promote,over25,2023-06,539,0.67736,0.24231,0.66875,False
v9_current_tol005,over25,2023-06,539,0.66875,0.23814,0.66875,True
not_worse_tol000,over25,2023-06,539,0.66875,0.23814,0.66875,True
must_improve_tol000,over25,2023-06,539,0.66875,0.23814,0.66875,True
must_improve_tol002,over25,2023-06,539,0.66875,0.23814,0.66875,True
v9_rule_6m_window,over25,2023-06,539,0.66875,0.23814,0.66875,True
two_window_tol005,over25,2023-06,539,0.67128,0.2394,0.66875,False
always_promote,over25,2023-07,755,0.66072,0.23426,0.66072,True
never_promote,over25,2023-07,755,0.66802,0.23766,0.66072,False
v9_current_tol005,over25,2023-07,755,0.66072,0.23426,0.66072,True
not_worse_tol000,over25,2023-07,755,0.66072,0.23426,0.66072,True
must_improve_tol000,over25,2023-07,755,0.66072,0.23426,0.66072,True
must_improve_tol002,over25,2023-07,755,0.66072,0.23426,0.66072,True
v9_rule_6m_window,over25,2023-07,755,0.66072,0.23426,0.66072,True
two_window_tol005,over25,2023-07,755,0.66072,0.23426,0.66072,True
always_promote,over25,2023-08,1311,0.68497,0.24594,0.68497,True
never_promote,over25,2023-08,1311,0.68418,0.24557,0.68497,False
v9_current_tol005,over25,2023-08,1311,0.68497,0.24594,0.68497,True
not_worse_tol000,over25,2023-08,1311,0.68497,0.24594,0.68497,True
must_improve_tol000,over25,2023-08,1311,0.68497,0.24594,0.68497,True
must_improve_tol002,over25,2023-08,1311,0.68497,0.24594,0.68497,True
v9_rule_6m_window,over25,2023-08,1311,0.68497,0.24594,0.68497,True
two_window_tol005,over25,2023-08,1311,0.68497,0.24594,0.68497,True
always_promote,over25,2023-09,1510,0.68479,0.24586,0.68479,True
never_promote,over25,2023-09,1510,0.68952,0.24819,0.68479,False
v9_current_tol005,over25,2023-09,1510,0.68479,0.24586,0.68479,True
not_worse_tol000,over25,2023-09,1510,0.68479,0.24586,0.68479,True
must_improve_tol000,over25,2023-09,1510,0.68479,0.24586,0.68479,True
must_improve_tol002,over25,2023-09,1510,0.68479,0.24586,0.68479,True
v9_rule_6m_window,over25,2023-09,1510,0.68479,0.24586,0.68479,True
two_window_tol005,over25,2023-09,1510,0.68479,0.24586,0.68479,True
always_promote,over25,2023-10,1430,0.67136,0.2394,0.67136,True
never_promote,over25,2023-10,1430,0.67862,0.24282,0.67136,False
v9_current_tol005,over25,2023-10,1430,0.67136,0.2394,0.67136,True
not_worse_tol000,over25,2023-10,1430,0.67136,0.2394,0.67136,True
must_improve_tol000,over25,2023-10,1430,0.67136,0.2394,0.67136,True
must_improve_tol002,over25,2023-10,1430,0.67136,0.2394,0.67136,True
v9_rule_6m_window,over25,2023-10,1430,0.67136,0.2394,0.67136,True
two_window_tol005,over25,2023-10,1430,0.67136,0.2394,0.67136,True
always_promote,over25,2023-11,1097,0.67525,0.24117,0.67525,True
never_promote,over25,2023-11,1097,0.68017,0.2436,0.67525,False
v9_current_tol005,over25,2023-11,1097,0.67525,0.24117,0.67525,True
not_worse_tol000,over25,2023-11,1097,0.67525,0.24117,0.67525,True
must_improve_tol000,over25,2023-11,1097,0.67525,0.24117,0.67525,True
must_improve_tol002,over25,2023-11,1097,0.67525,0.24117,0.67525,True
v9_rule_6m_window,over25,2023-11,1097,0.67525,0.24117,0.67525,True
two_window_tol005,over25,2023-11,1097,0.67173,0.23938,0.67525,False
always_promote,over25,2023-12,1018,0.68614,0.24653,0.68614,True
never_promote,over25,2023-12,1018,0.68116,0.24416,0.68614,False
v9_current_tol005,over25,2023-12,1018,0.68614,0.24653,0.68614,True
not_worse_tol000,over25,2023-12,1018,0.68614,0.24653,0.68614,True
must_improve_tol000,over25,2023-12,1018,0.68614,0.24653,0.68614,True
must_improve_tol002,over25,2023-12,1018,0.68614,0.24653,0.68614,True
v9_rule_6m_window,over25,2023-12,1018,0.68614,0.24653,0.68614,True
two_window_tol005,over25,2023-12,1018,0.68614,0.24653,0.68614,True
always_promote,over25,2024-01,766,0.67895,0.24308,0.67895,True
never_promote,over25,2024-01,766,0.69651,0.25172,0.67895,False
v9_current_tol005,over25,2024-01,766,0.67895,0.24308,0.67895,True
not_worse_tol000,over25,2024-01,766,0.67895,0.24308,0.67895,True
must_improve_tol000,over25,2024-01,766,0.67895,0.24308,0.67895,True
must_improve_tol002,over25,2024-01,766,0.67895,0.24308,0.67895,True
v9_rule_6m_window,over25,2024-01,766,0.67895,0.24308,0.67895,True
two_window_tol005,over25,2024-01,766,0.67752,0.24249,0.67895,False
always_promote,over25,2024-02,1214,0.67369,0.24046,0.67369,True
never_promote,over25,2024-02,1214,0.68746,0.24711,0.67369,False
v9_current_tol005,over25,2024-02,1214,0.67369,0.24046,0.67369,True
not_worse_tol000,over25,2024-02,1214,0.67369,0.24046,0.67369,True
must_improve_tol000,over25,2024-02,1214,0.67369,0.24046,0.67369,True
must_improve_tol002,over25,2024-02,1214,0.67369,0.24046,0.67369,True
v9_rule_6m_window,over25,2024-02,1214,0.67369,0.24046,0.67369,True
two_window_tol005,over25,2024-02,1214,0.67418,0.24066,0.67369,False
always_promote,over25,2024-03,1366,0.67581,0.24148,0.67581,True
never_promote,over25,2024-03,1366,0.68608,0.24648,0.67581,False
v9_current_tol005,over25,2024-03,1366,0.67581,0.24148,0.67581,True
not_worse_tol000,over25,2024-03,1366,0.67581,0.24148,0.67581,True
must_improve_tol000,over25,2024-03,1366,0.67581,0.24148,0.67581,True
must_improve_tol002,over25,2024-03,1366,0.67581,0.24148,0.67581,True
v9_rule_6m_window,over25,2024-03,1366,0.67581,0.24148,0.67581,True
two_window_tol005,over25,2024-03,1366,0.68023,0.24365,0.67581,False
always_promote,over25,2024-04,1750,0.67681,0.24202,0.67681,True
never_promote,over25,2024-04,1750,0.6894,0.24813,0.67681,False
v9_current_tol005,over25,2024-04,1750,0.67681,0.24202,0.67681,True
not_worse_tol000,over25,2024-04,1750,0.67681,0.24202,0.67681,True
must_improve_tol000,over25,2024-04,1750,0.67681,0.24202,0.67681,True
must_improve_tol002,over25,2024-04,1750,0.67681,0.24202,0.67681,True
v9_rule_6m_window,over25,2024-04,1750,0.67681,0.24202,0.67681,True
two_window_tol005,over25,2024-04,1750,0.67681,0.24202,0.67681,True
always_promote,over25,2024-05,1257,0.6556,0.23193,0.6556,True
never_promote,over25,2024-05,1257,0.67039,0.23887,0.6556,False
v9_current_tol005,over25,2024-05,1257,0.6556,0.23193,0.6556,True
not_worse_tol000,over25,2024-05,1257,0.6556,0.23193,0.6556,True
must_improve_tol000,over25,2024-05,1257,0.6556,0.23193,0.6556,True
must_improve_tol002,over25,2024-05,1257,0.6556,0.23193,0.6556,True
v9_rule_6m_window,over25,2024-05,1257,0.6556,0.23193,0.6556,True
two_window_tol005,over25,2024-05,1257,0.6556,0.23193,0.6556,True
always_promote,over25,2024-06,563,0.65534,0.23186,0.65534,True
never_promote,over25,2024-06,563,0.66595,0.23665,0.65534,False
v9_current_tol005,over25,2024-06,563,0.65534,0.23186,0.65534,True
not_worse_tol000,over25,2024-06,563,0.65534,0.23186,0.65534,True
must_improve_tol000,over25,2024-06,563,0.65534,0.23186,0.65534,True
must_improve_tol002,over25,2024-06,563,0.65534,0.23186,0.65534,True
v9_rule_6m_window,over25,2024-06,563,0.65534,0.23186,0.65534,True
two_window_tol005,over25,2024-06,563,0.65534,0.23186,0.65534,True
always_promote,over25,2024-07,676,0.65499,0.23164,0.65499,True
never_promote,over25,2024-07,676,0.676,0.24157,0.65499,False
v9_current_tol005,over25,2024-07,676,0.65499,0.23164,0.65499,True
not_worse_tol000,over25,2024-07,676,0.65499,0.23164,0.65499,True
must_improve_tol000,over25,2024-07,676,0.65499,0.23164,0.65499,True
must_improve_tol002,over25,2024-07,676,0.65499,0.23164,0.65499,True
v9_rule_6m_window,over25,2024-07,676,0.65499,0.23164,0.65499,True
two_window_tol005,over25,2024-07,676,0.65499,0.23164,0.65499,True
always_promote,over25,2024-08,1343,0.67555,0.24159,0.67555,True
never_promote,over25,2024-08,1343,0.68596,0.24642,0.67555,False
v9_current_tol005,over25,2024-08,1343,0.67555,0.24159,0.67555,True
not_worse_tol000,over25,2024-08,1343,0.67555,0.24159,0.67555,True
must_improve_tol000,over25,2024-08,1343,0.67555,0.24159,0.67555,True
must_improve_tol002,over25,2024-08,1343,0.67555,0.24159,0.67555,True
v9_rule_6m_window,over25,2024-08,1343,0.67555,0.24159,0.67555,True
two_window_tol005,over25,2024-08,1343,0.67839,0.24288,0.67555,False
always_promote,over25,2024-09,1435,0.68214,0.24447,0.68214,True
never_promote,over25,2024-09,1435,0.68933,0.24802,0.68214,False
v9_current_tol005,over25,2024-09,1435,0.68214,0.24447,0.68214,True
not_worse_tol000,over25,2024-09,1435,0.68214,0.24447,0.68214,True
must_improve_tol000,over25,2024-09,1435,0.68214,0.24447,0.68214,True
must_improve_tol002,over25,2024-09,1435,0.68214,0.24447,0.68214,True
v9_rule_6m_window,over25,2024-09,1435,0.68214,0.24447,0.68214,True
two_window_tol005,over25,2024-09,1435,0.68214,0.24447,0.68214,True
always_promote,over25,2024-10,1342,0.66787,0.23771,0.66787,True
never_promote,over25,2024-10,1342,0.67831,0.24265,0.66787,False
v9_current_tol005,over25,2024-10,1342,0.66787,0.23771,0.66787,True
not_worse_tol000,over25,2024-10,1342,0.66787,0.23771,0.66787,True
must_improve_tol000,over25,2024-10,1342,0.66787,0.23771,0.66787,True
must_improve_tol002,over25,2024-10,1342,0.66787,0.23771,0.66787,True
v9_rule_6m_window,over25,2024-10,1342,0.66787,0.23771,0.66787,True
two_window_tol005,over25,2024-10,1342,0.66787,0.23771,0.66787,True
always_promote,over25,2024-11,1233,0.67652,0.24195,0.67652,True
never_promote,over25,2024-11,1233,0.67883,0.24294,0.67652,False
v9_current_tol005,over25,2024-11,1233,0.67652,0.24195,0.67652,True
not_worse_tol000,over25,2024-11,1233,0.67652,0.24195,0.67652,True
must_improve_tol000,over25,2024-11,1233,0.67652,0.24195,0.67652,True
must_improve_tol002,over25,2024-11,1233,0.67652,0.24195,0.67652,True
v9_rule_6m_window,over25,2024-11,1233,0.67652,0.24195,0.67652,True
two_window_tol005,over25,2024-11,1233,0.67716,0.24221,0.67652,False
always_promote,over25,2024-12,1040,0.67712,0.24243,0.67712,True
never_promote,over25,2024-12,1040,0.68711,0.24698,0.67712,False
v9_current_tol005,over25,2024-12,1040,0.67712,0.24243,0.67712,True
not_worse_tol000,over25,2024-12,1040,0.67712,0.24243,0.67712,True
must_improve_tol000,over25,2024-12,1040,0.67712,0.24243,0.67712,True
must_improve_tol002,over25,2024-12,1040,0.67712,0.24243,0.67712,True
v9_rule_6m_window,over25,2024-12,1040,0.67712,0.24243,0.67712,True
two_window_tol005,over25,2024-12,1040,0.67712,0.24243,0.67712,True
always_promote,over25,2025-01,863,0.67656,0.242,0.67656,True
never_promote,over25,2025-01,863,0.69033,0.2485,0.67656,False
v9_current_tol005,over25,2025-01,863,0.67656,0.242,0.67656,True
not_worse_tol000,over25,2025-01,863,0.67656,0.242,0.67656,True
must_improve_tol000,over25,2025-01,863,0.67656,0.242,0.67656,True
must_improve_tol002,over25,2025-01,863,0.67656,0.242,0.67656,True
v9_rule_6m_window,over25,2025-01,863,0.67656,0.242,0.67656,True
two_window_tol005,over25,2025-01,863,0.67656,0.242,0.67656,True
always_promote,over25,2025-02,1180,0.66738,0.23756,0.66738,True
never_promote,over25,2025-02,1180,0.68595,0.24642,0.66738,False
v9_current_tol005,over25,2025-02,1180,0.66738,0.23756,0.66738,True
not_worse_tol000,over25,2025-02,1180,0.66738,0.23756,0.66738,True
must_improve_tol000,over25,2025-02,1180,0.66738,0.23756,0.66738,True
must_improve_tol002,over25,2025-02,1180,0.66738,0.23756,0.66738,True
v9_rule_6m_window,over25,2025-02,1180,0.66738,0.23756,0.66738,True
two_window_tol005,over25,2025-02,1180,0.66738,0.23756,0.66738,True
always_promote,over25,2025-03,1333,0.67967,0.24347,0.67967,True
never_promote,over25,2025-03,1333,0.68419,0.24557,0.67967,False
v9_current_tol005,over25,2025-03,1333,0.67967,0.24347,0.67967,True
not_worse_tol000,over25,2025-03,1333,0.67967,0.24347,0.67967,True
must_improve_tol000,over25,2025-03,1333,0.67967,0.24347,0.67967,True
must_improve_tol002,over25,2025-03,1333,0.67967,0.24347,0.67967,True
v9_rule_6m_window,over25,2025-03,1333,0.67967,0.24347,0.67967,True
two_window_tol005,over25,2025-03,1333,0.68019,0.24369,0.67967,False
always_promote,over25,2025-04,1570,0.67293,0.24019,0.67293,True
never_promote,over25,2025-04,1570,0.6887,0.24783,0.67293,False
v9_current_tol005,over25,2025-04,1570,0.67293,0.24019,0.67293,True
not_worse_tol000,over25,2025-04,1570,0.67293,0.24019,0.67293,True
must_improve_tol000,over25,2025-04,1570,0.67293,0.24019,0.67293,True
must_improve_tol002,over25,2025-04,1570,0.67293,0.24019,0.67293,True
v9_rule_6m_window,over25,2025-04,1570,0.67293,0.24019,0.67293,True
two_window_tol005,over25,2025-04,1570,0.67293,0.24019,0.67293,True
always_promote,over25,2025-05,1172,0.67762,0.24232,0.67762,True
never_promote,over25,2025-05,1172,0.68654,0.24667,0.67762,False
v9_current_tol005,over25,2025-05,1172,0.67762,0.24232,0.67762,True
not_worse_tol000,over25,2025-05,1172,0.67762,0.24232,0.67762,True
must_improve_tol000,over25,2025-05,1172,0.67762,0.24232,0.67762,True
must_improve_tol002,over25,2025-05,1172,0.67963,0.24322,0.67762,False
v9_rule_6m_window,over25,2025-05,1172,0.67762,0.24232,0.67762,True
two_window_tol005,over25,2025-05,1172,0.67963,0.24322,0.67762,False
always_promote,over25,2025-06,295,0.66992,0.23856,0.66992,True
never_promote,over25,2025-06,295,0.68602,0.2464,0.66992,False
v9_current_tol005,over25,2025-06,295,0.66992,0.23856,0.66992,True
not_worse_tol000,over25,2025-06,295,0.66992,0.23856,0.66992,True
must_improve_tol000,over25,2025-06,295,0.66992,0.23856,0.66992,True
must_improve_tol002,over25,2025-06,295,0.66992,0.23856,0.66992,True
v9_rule_6m_window,over25,2025-06,295,0.66992,0.23856,0.66992,True
two_window_tol005,over25,2025-06,295,0.66992,0.23856,0.66992,True
always_promote,over25,2025-07,449,0.67419,0.24057,0.67419,True
never_promote,over25,2025-07,449,0.69115,0.24895,0.67419,False
v9_current_tol005,over25,2025-07,449,0.67419,0.24057,0.67419,True
not_worse_tol000,over25,2025-07,449,0.67419,0.24057,0.67419,True
must_improve_tol000,over25,2025-07,449,0.67419,0.24057,0.67419,True
must_improve_tol002,over25,2025-07,449,0.67419,0.24057,0.67419,True
v9_rule_6m_window,over25,2025-07,449,0.67419,0.24057,0.67419,True
two_window_tol005,over25,2025-07,449,0.67419,0.24057,0.67419,True
always_promote,over25,2025-08,1350,0.68015,0.24358,0.68015,True
never_promote,over25,2025-08,1350,0.67956,0.24325,0.68015,False
v9_current_tol005,over25,2025-08,1350,0.68015,0.24358,0.68015,True
not_worse_tol000,over25,2025-08,1350,0.68015,0.24358,0.68015,True
must_improve_tol000,over25,2025-08,1350,0.68015,0.24358,0.68015,True
must_improve_tol002,over25,2025-08,1350,0.68015,0.24358,0.68015,True
v9_rule_6m_window,over25,2025-08,1350,0.68015,0.24358,0.68015,True
two_window_tol005,over25,2025-08,1350,0.68015,0.24358,0.68015,True
always_promote,over25,2025-09,1165,0.67889,0.24311,0.67889,True
never_promote,over25,2025-09,1165,0.68927,0.24802,0.67889,False
v9_current_tol005,over25,2025-09,1165,0.67889,0.24311,0.67889,True
not_worse_tol000,over25,2025-09,1165,0.67889,0.24311,0.67889,True
must_improve_tol000,over25,2025-09,1165,0.67889,0.24311,0.67889,True
must_improve_tol002,over25,2025-09,1165,0.67889,0.24311,0.67889,True
v9_rule_6m_window,over25,2025-09,1165,0.67889,0.24311,0.67889,True
two_window_tol005,over25,2025-09,1165,0.67772,0.24255,0.67889,False
always_promote,over25,2025-10,1154,0.67146,0.23931,0.67146,True
never_promote,over25,2025-10,1154,0.67825,0.24262,0.67146,False
v9_current_tol005,over25,2025-10,1154,0.67146,0.23931,0.67146,True
not_worse_tol000,over25,2025-10,1154,0.67146,0.23931,0.67146,True
must_improve_tol000,over25,2025-10,1154,0.67146,0.23931,0.67146,True
must_improve_tol002,over25,2025-10,1154,0.67146,0.23931,0.67146,True
v9_rule_6m_window,over25,2025-10,1154,0.67146,0.23931,0.67146,True
two_window_tol005,over25,2025-10,1154,0.67204,0.23962,0.67146,False
always_promote,over25,2025-11,1169,0.67632,0.24191,0.67632,True
never_promote,over25,2025-11,1169,0.68648,0.24672,0.67632,False
v9_current_tol005,over25,2025-11,1169,0.67632,0.24191,0.67632,True
not_worse_tol000,over25,2025-11,1169,0.67632,0.24191,0.67632,True
must_improve_tol000,over25,2025-11,1169,0.67632,0.24191,0.67632,True
must_improve_tol002,over25,2025-11,1169,0.67632,0.24191,0.67632,True
v9_rule_6m_window,over25,2025-11,1169,0.67632,0.24191,0.67632,True
two_window_tol005,over25,2025-11,1169,0.67766,0.24252,0.67632,False
always_promote,over25,2025-12,839,0.68237,0.24479,0.68237,True
never_promote,over25,2025-12,839,0.68897,0.24796,0.68237,False
v9_current_tol005,over25,2025-12,839,0.68237,0.24479,0.68237,True
not_worse_tol000,over25,2025-12,839,0.68237,0.24479,0.68237,True
must_improve_tol000,over25,2025-12,839,0.68237,0.24479,0.68237,True
must_improve_tol002,over25,2025-12,839,0.68237,0.24479,0.68237,True
v9_rule_6m_window,over25,2025-12,839,0.68237,0.24479,0.68237,True
two_window_tol005,over25,2025-12,839,0.68237,0.24479,0.68237,True
always_promote,over25,2026-01,940,0.6769,0.24212,0.6769,True
never_promote,over25,2026-01,940,0.68998,0.24842,0.6769,False
v9_current_tol005,over25,2026-01,940,0.6769,0.24212,0.6769,True
not_worse_tol000,over25,2026-01,940,0.6769,0.24212,0.6769,True
must_improve_tol000,over25,2026-01,940,0.6769,0.24212,0.6769,True
must_improve_tol002,over25,2026-01,940,0.6769,0.24212,0.6769,True
v9_rule_6m_window,over25,2026-01,940,0.6769,0.24212,0.6769,True
two_window_tol005,over25,2026-01,940,0.67845,0.24292,0.6769,False
always_promote,over25,2026-02,1248,0.67416,0.2409,0.67416,True
never_promote,over25,2026-02,1248,0.68561,0.24627,0.67416,False
v9_current_tol005,over25,2026-02,1248,0.67416,0.2409,0.67416,True
not_worse_tol000,over25,2026-02,1248,0.67416,0.2409,0.67416,True
must_improve_tol000,over25,2026-02,1248,0.67416,0.2409,0.67416,True
must_improve_tol002,over25,2026-02,1248,0.67416,0.2409,0.67416,True
v9_rule_6m_window,over25,2026-02,1248,0.67416,0.2409,0.67416,True
two_window_tol005,over25,2026-02,1248,0.67416,0.2409,0.67416,True
always_promote,over25,2026-03,1322,0.67328,0.24046,0.67328,True
never_promote,over25,2026-03,1322,0.68758,0.24722,0.67328,False
v9_current_tol005,over25,2026-03,1322,0.67328,0.24046,0.67328,True
not_worse_tol000,over25,2026-03,1322,0.67328,0.24046,0.67328,True
must_improve_tol000,over25,2026-03,1322,0.67328,0.24046,0.67328,True
must_improve_tol002,over25,2026-03,1322,0.67328,0.24046,0.67328,True
v9_rule_6m_window,over25,2026-03,1322,0.67328,0.24046,0.67328,True
two_window_tol005,over25,2026-03,1322,0.67328,0.24046,0.67328,True
always_promote,over25,2026-04,1653,0.67758,0.24254,0.67758,True
never_promote,over25,2026-04,1653,0.68418,0.24561,0.67758,False
v9_current_tol005,over25,2026-04,1653,0.67758,0.24254,0.67758,True
not_worse_tol000,over25,2026-04,1653,0.67758,0.24254,0.67758,True
must_improve_tol000,over25,2026-04,1653,0.67758,0.24254,0.67758,True
