policy,target,month,n_test,live_log_loss,live_brier,challenger_log_loss,adopted
v9_current_tol005,btts,2026-07,441,0.65844,0.2341,0.65844,True
not_worse_tol000,btts,2026-07,441,0.66085,0.23519,0.65844,False
must_improve_tol000,btts,2026-07,441,0.66085,0.23519,0.65844,False
must_improve_tol002,btts,2026-07,441,0.66085,0.23519,0.65844,False
v9_rule_6m_window,btts,2026-07,441,0.65844,0.2341,0.65844,True
two_window_tol005,btts,2026-07,441,0.65844,0.2341,0.65844,True
always_promote,btts,2026-08,1409,0.6504,0.23033,0.6504,True
never_promote,btts,2026-08,1409,0.67854,0.24279,0.6504,False
v9_current_tol005,btts,2026-08,1409,0.6504,0.23033,0.6504,True
not_worse_tol000,btts,2026-08,1409,0.6504,0.23033,0.6504,True
must_improve_tol000,btts,2026-08,1409,0.6504,0.23033,0.6504,True
must_improve_tol002,btts,2026-08,1409,0.65035,0.23027,0.6504,False
v9_rule_6m_window,btts,2026-08,1409,0.6504,0.23033,0.6504,True
two_window_tol005,btts,2026-08,1409,0.6504,0.23033,0.6504,True
always_promote,btts,2026-09,1049,0.67636,0.24215,0.67636,True
never_promote,btts,2026-09,1049,0.6964,0.25141,0.67636,False
v9_current_tol005,btts,2026-09,1049,0.67636,0.24215,0.67636,True
not_worse_tol000,btts,2026-09,1049,0.67636,0.24215,0.67636,True
must_improve_tol000,btts,2026-09,1049,0.67636,0.24215,0.67636,True
must_improve_tol002,btts,2026-09,1049,0.67636,0.24215,0.67636,True
v9_rule_6m_window,btts,2026-09,1049,0.67636,0.24215,0.67636,True
two_window_tol005,btts,2026-09,1049,0.67636,0.24215,0.67636,True
always_promote,over15,2022-08,1462,0.56563,0.18976,0.56563,True
never_promote,over15,2022-08,1462,0.56563,0.18976,0.56563,True
v9_current_tol005,over15,2022-08,1462,0.56563,0.18976,0.56563,True
not_worse_tol000,over15,2022-08,1462,0.56563,0.18976,0.56563,True
must_improve_tol000,over15,2022-08,1462,0.56563,0.18976,0.56563,True
must_improve_tol002,over15,2022-08,1462,0.56563,0.18976,0.56563,True
v9_rule_6m_window,over15,2022-08,1462,0.56563,0.18976,0.56563,True
two_window_tol005,over15,2022-08,1462,0.56563,0.18976,0.56563,True
always_promote,over15,2022-09,1210,0.56187,0.18848,0.56187,True
never_promote,over15,2022-09,1210,0.56409,0.1892,0.56187,False
v9_current_tol005,over15,2022-09,1210,0.56187,0.18848,0.56187,True
not_worse_tol000,over15,2022-09,1210,0.56187,0.18848,0.56187,True
must_improve_tol000,over15,2022-09,1210,0.56187,0.18848,0.56187,True
must_improve_tol002,over15,2022-09,1210,0.56187,0.18848,0.56187,True
v9_rule_6m_window,over15,2022-09,1210,0.56187,0.18848,0.56187,True
two_window_tol005,over15,2022-09,1210,0.56409,0.1892,0.56187,False
always_promote,over15,2022-10,1707,0.55506,0.18477,0.55506,True
never_promote,over15,2022-10,1707,0.55858,0.18617,0.55506,False
v9_current_tol005,over15,2022-10,1707,0.55506,0.18477,0.55506,True
not_worse_tol000,over15,2022-10,1707,0.55506,0.18477,0.55506,True
must_improve_tol000,over15,2022-10,1707,0.55506,0.18477,0.55506,True
must_improve_tol002,over15,2022-10,1707,0.55506,0.18477,0.55506,True
v9_rule_6m_window,over15,2022-10,1707,0.55506,0.18477,0.55506,True
two_window_tol005,over15,2022-10,1707,0.55506,0.18477,0.55506,True
always_promote,over15,2022-11,726,0.5412,0.17901,0.5412,True
never_promote,over15,2022-11,726,0.54574,0.18054,0.5412,False
v9_current_tol005,over15,2022-11,726,0.5412,0.17901,0.5412,True
not_worse_tol000,over15,2022-11,726,0.5412,0.17901,0.5412,True
must_improve_tol000,over15,2022-11,726,0.5412,0.17901,0.5412,True
must_improve_tol002,over15,2022-11,726,0.5412,0.17901,0.5412,True
v9_rule_6m_window,over15,2022-11,726,0.5412,0.17901,0.5412,True
two_window_tol005,over15,2022-11,726,0.54907,0.18184,0.5412,False
always_promote,over15,2022-12,558,0.55926,0.18695,0.55926,True
never_promote,over15,2022-12,558,0.56027,0.18763,0.55926,False
v9_current_tol005,over15,2022-12,558,0.55926,0.18695,0.55926,True
not_worse_tol000,over15,2022-12,558,0.55926,0.18695,0.55926,True
must_improve_tol000,over15,2022-12,558,0.55926,0.18695,0.55926,True
must_improve_tol002,over15,2022-12,558,0.55926,0.18695,0.55926,True
v9_rule_6m_window,over15,2022-12,558,0.55926,0.18695,0.55926,True
two_window_tol005,over15,2022-12,558,0.56074,0.18785,0.55926,False
always_promote,over15,2023-01,717,0.56649,0.1902,0.56649,True
never_promote,over15,2023-01,717,0.56984,0.19144,0.56649,False
v9_current_tol005,over15,2023-01,717,0.56649,0.1902,0.56649,True
not_worse_tol000,over15,2023-01,717,0.56649,0.1902,0.56649,True
must_improve_tol000,over15,2023-01,717,0.56649,0.1902,0.56649,True
must_improve_tol002,over15,2023-01,717,0.56649,0.1902,0.56649,True
v9_rule_6m_window,over15,2023-01,717,0.56649,0.1902,0.56649,True
two_window_tol005,over15,2023-01,717,0.56598,0.18964,0.56649,False
always_promote,over15,2023-02,1014,0.58375,0.19805,0.58375,True
never_promote,over15,2023-02,1014,0.59028,0.20087,0.58375,False
v9_current_tol005,over15,2023-02,1014,0.58375,0.19805,0.58375,True
not_worse_tol000,over15,2023-02,1014,0.58375,0.19805,0.58375,True
must_improve_tol000,over15,2023-02,1014,0.58375,0.19805,0.58375,True
must_improve_tol002,over15,2023-02,1014,0.58375,0.19805,0.58375,True
v9_rule_6m_window,over15,2023-02,1014,0.58375,0.19805,0.58375,True
two_window_tol005,over15,2023-02,1014,0.58375,0.19805,0.58375,True
always_promote,over15,2023-03,984,0.57564,0.19445,0.57564,True
never_promote,over15,2023-03,984,0.58153,0.19684,0.57564,False
v9_current_tol005,over15,2023-03,984,0.57564,0.19445,0.57564,True
not_worse_tol000,over15,2023-03,984,0.57564,0.19445,0.57564,True
must_improve_tol000,over15,2023-03,984,0.57564,0.19445,0.57564,True
must_improve_tol002,over15,2023-03,984,0.57564,0.19445,0.57564,True
v9_rule_6m_window,over15,2023-03,984,0.57564,0.19445,0.57564,True
two_window_tol005,over15,2023-03,984,0.57564,0.19445,0.57564,True
always_promote,over15,2023-04,1671,0.56489,0.18969,0.56489,True
never_promote,over15,2023-04,1671,0.56993,0.19165,0.56489,False
v9_current_tol005,over15,2023-04,1671,0.56489,0.18969,0.56489,True
not_worse_tol000,over15,2023-04,1671,0.56489,0.18969,0.56489,True
must_improve_tol000,over15,2023-04,1671,0.56489,0.18969,0.56489,True
must_improve_tol002,over15,2023-04,1671,0.56489,0.18969,0.56489,True
v9_rule_6m_window,over15,2023-04,1671,0.56489,0.18969,0.56489,True
two_window_tol005,over15,2023-04,1671,0.56489,0.18969,0.56489,True
always_promote,over15,2023-05,1234,0.55544,0.18494,0.55544,True
never_promote,over15,2023-05,1234,0.55166,0.18325,0.55544,False
v9_current_tol005,over15,2023-05,1234,0.55544,0.18494,0.55544,True
not_worse_tol000,over15,2023-05,1234,0.55544,0.18494,0.55544,True
must_improve_tol000,over15,2023-05,1234,0.55544,0.18494,0.55544,True
must_improve_tol002,over15,2023-05,1234,0.55544,0.18494,0.55544,True
v9_rule_6m_window,over15,2023-05,1234,0.55544,0.18494,0.55544,True
two_window_tol005,over15,2023-05,1234,0.55544,0.18494,0.55544,True
always_promote,over15,2023-06,539,0.56212,0.18831,0.56212,True
never_promote,over15,2023-06,539,0.56782,0.19081,0.56212,False
v9_current_tol005,over15,2023-06,539,0.56212,0.18831,0.56212,True
not_worse_tol000,over15,2023-06,539,0.56212,0.18831,0.56212,True
must_improve_tol000,over15,2023-06,539,0.56212,0.18831,0.56212,True
must_improve_tol002,over15,2023-06,539,0.56212,0.18831,0.56212,True
v9_rule_6m_window,over15,2023-06,539,0.56212,0.18831,0.56212,True
two_window_tol005,over15,2023-06,539,0.56212,0.18831,0.56212,True
always_promote,over15,2023-07,755,0.5432,0.18004,0.5432,True
never_promote,over15,2023-07,755,0.5495,0.18305,0.5432,False
v9_current_tol005,over15,2023-07,755,0.5432,0.18004,0.5432,True
not_worse_tol000,over15,2023-07,755,0.5432,0.18004,0.5432,True
must_improve_tol000,over15,2023-07,755,0.5432,0.18004,0.5432,True
must_improve_tol002,over15,2023-07,755,0.5432,0.18004,0.5432,True
v9_rule_6m_window,over15,2023-07,755,0.5432,0.18004,0.5432,True
two_window_tol005,over15,2023-07,755,0.5432,0.18004,0.5432,True
always_promote,over15,2023-08,1311,0.56065,0.18691,0.56065,True
never_promote,over15,2023-08,1311,0.56078,0.18713,0.56065,False
v9_current_tol005,over15,2023-08,1311,0.56065,0.18691,0.56065,True
not_worse_tol000,over15,2023-08,1311,0.56065,0.18691,0.56065,True
must_improve_tol000,over15,2023-08,1311,0.56065,0.18691,0.56065,True
must_improve_tol002,over15,2023-08,1311,0.56065,0.18691,0.56065,True
v9_rule_6m_window,over15,2023-08,1311,0.56065,0.18691,0.56065,True
two_window_tol005,over15,2023-08,1311,0.56065,0.18691,0.56065,True
always_promote,over15,2023-09,1510,0.53569,0.17602,0.53569,True
never_promote,over15,2023-09,1510,0.54322,0.17914,0.53569,False
v9_current_tol005,over15,2023-09,1510,0.53569,0.17602,0.53569,True
not_worse_tol000,over15,2023-09,1510,0.53569,0.17602,0.53569,True
must_improve_tol000,over15,2023-09,1510,0.53569,0.17602,0.53569,True
must_improve_tol002,over15,2023-09,1510,0.53569,0.17602,0.53569,True
v9_rule_6m_window,over15,2023-09,1510,0.53569,0.17602,0.53569,True
two_window_tol005,over15,2023-09,1510,0.53569,0.17602,0.53569,True
always_promote,over15,2023-10,1430,0.53636,0.17715,0.53636,True
never_promote,over15,2023-10,1430,0.54242,0.1793,0.53636,False
v9_current_tol005,over15,2023-10,1430,0.53636,0.17715,0.53636,True
not_worse_tol000,over15,2023-10,1430,0.53636,0.17715,0.53636,True
must_improve_tol000,over15,2023-10,1430,0.53636,0.17715,0.53636,True
must_improve_tol002,over15,2023-10,1430,0.53636,0.17715,0.53636,True
v9_rule_6m_window,over15,2023-10,1430,0.53636,0.17715,0.53636,True
two_window_tol005,over15,2023-10,1430,0.53636,0.17715,0.53636,True
always_promote,over15,2023-11,1097,0.53379,0.17543,0.53379,True
never_promote,over15,2023-11,1097,0.54621,0.18042,0.53379,False
v9_current_tol005,over15,2023-11,1097,0.53379,0.17543,0.53379,True
not_worse_tol000,over15,2023-11,1097,0.53379,0.17543,0.53379,True
must_improve_tol000,over15,2023-11,1097,0.53379,0.17543,0.53379,True
must_improve_tol002,over15,2023-11,1097,0.53672,0.17652,0.53379,False
v9_rule_6m_window,over15,2023-11,1097,0.53672,0.17652,0.53379,False
two_window_tol005,over15,2023-11,1097,0.53672,0.17652,0.53379,False
always_promote,over15,2023-12,1018,0.54144,0.17959,0.54144,True
never_promote,over15,2023-12,1018,0.5459,0.18112,0.54144,False
v9_current_tol005,over15,2023-12,1018,0.54144,0.17959,0.54144,True
not_worse_tol000,over15,2023-12,1018,0.54144,0.17959,0.54144,True
must_improve_tol000,over15,2023-12,1018,0.54144,0.17959,0.54144,True
must_improve_tol002,over15,2023-12,1018,0.54144,0.17959,0.54144,True
v9_rule_6m_window,over15,2023-12,1018,0.54144,0.17959,0.54144,True
two_window_tol005,over15,2023-12,1018,0.54097,0.17936,0.54144,False
always_promote,over15,2024-01,766,0.54267,0.17897,0.54267,True
never_promote,over15,2024-01,766,0.54692,0.18095,0.54267,False
v9_current_tol005,over15,2024-01,766,0.54267,0.17897,0.54267,True
not_worse_tol000,over15,2024-01,766,0.54267,0.17897,0.54267,True
must_improve_tol000,over15,2024-01,766,0.54267,0.17897,0.54267,True
must_improve_tol002,over15,2024-01,766,0.54267,0.17897,0.54267,True
v9_rule_6m_window,over15,2024-01,766,0.54267,0.17897,0.54267,True
two_window_tol005,over15,2024-01,766,0.54241,0.17889,0.54267,False
always_promote,over15,2024-02,1214,0.54139,0.17903,0.54139,True
never_promote,over15,2024-02,1214,0.55547,0.18459,0.54139,False
v9_current_tol005,over15,2024-02,1214,0.54139,0.17903,0.54139,True
not_worse_tol000,over15,2024-02,1214,0.54139,0.17903,0.54139,True
must_improve_tol000,over15,2024-02,1214,0.54139,0.17903,0.54139,True
must_improve_tol002,over15,2024-02,1214,0.54139,0.17903,0.54139,True
v9_rule_6m_window,over15,2024-02,1214,0.54139,0.17903,0.54139,True
two_window_tol005,over15,2024-02,1214,0.54139,0.17903,0.54139,True
always_promote,over15,2024-03,1366,0.57621,0.19449,0.57621,True
never_promote,over15,2024-03,1366,0.57754,0.19501,0.57621,False
v9_current_tol005,over15,2024-03,1366,0.57621,0.19449,0.57621,True
not_worse_tol000,over15,2024-03,1366,0.57621,0.19449,0.57621,True
must_improve_tol000,over15,2024-03,1366,0.57621,0.19449,0.57621,True
must_improve_tol002,over15,2024-03,1366,0.57621,0.19449,0.57621,True
v9_rule_6m_window,over15,2024-03,1366,0.57621,0.19449,0.57621,True
two_window_tol005,over15,2024-03,1366,0.57621,0.19449,0.57621,True
always_promote,over15,2024-04,1750,0.54624,0.18127,0.54624,True
never_promote,over15,2024-04,1750,0.55479,0.18472,0.54624,False
v9_current_tol005,over15,2024-04,1750,0.54624,0.18127,0.54624,True
not_worse_tol000,over15,2024-04,1750,0.54624,0.18127,0.54624,True
must_improve_tol000,over15,2024-04,1750,0.54624,0.18127,0.54624,True
must_improve_tol002,over15,2024-04,1750,0.54624,0.18127,0.54624,True
v9_rule_6m_window,over15,2024-04,1750,0.54705,0.18153,0.54624,False
two_window_tol005,over15,2024-04,1750,0.54705,0.18153,0.54624,False
always_promote,over15,2024-05,1257,0.51703,0.1691,0.51703,True
never_promote,over15,2024-05,1257,0.5288,0.1732,0.51703,False
v9_current_tol005,over15,2024-05,1257,0.51703,0.1691,0.51703,True
not_worse_tol000,over15,2024-05,1257,0.51703,0.1691,0.51703,True
must_improve_tol000,over15,2024-05,1257,0.51703,0.1691,0.51703,True
must_improve_tol002,over15,2024-05,1257,0.51703,0.1691,0.51703,True
v9_rule_6m_window,over15,2024-05,1257,0.51703,0.1691,0.51703,True
two_window_tol005,over15,2024-05,1257,0.51703,0.1691,0.51703,True
always_promote,over15,2024-06,563,0.54748,0.18204,0.54748,True
never_promote,over15,2024-06,563,0.55025,0.18247,0.54748,False
v9_current_tol005,over15,2024-06,563,0.54908,0.18308,0.54748,False
not_worse_tol000,over15,2024-06,563,0.54908,0.18308,0.54748,False
must_improve_tol000,over15,2024-06,563,0.54908,0.18308,0.54748,False
must_improve_tol002,over15,2024-06,563,0.54908,0.18308,0.54748,False
v9_rule_6m_window,over15,2024-06,563,0.54908,0.18308,0.54748,False
two_window_tol005,over15,2024-06,563,0.54908,0.18308,0.54748,False
always_promote,over15,2024-07,676,0.516,0.16899,0.516,True
never_promote,over15,2024-07,676,0.53062,0.17421,0.516,False
v9_current_tol005,over15,2024-07,676,0.516,0.16899,0.516,True
not_worse_tol000,over15,2024-07,676,0.51567,0.16875,0.516,False
must_improve_tol000,over15,2024-07,676,0.51567,0.16875,0.516,False
must_improve_tol002,over15,2024-07,676,0.51567,0.16875,0.516,False
v9_rule_6m_window,over15,2024-07,676,0.51567,0.16875,0.516,False
two_window_tol005,over15,2024-07,676,0.51567,0.16875,0.516,False
always_promote,over15,2024-08,1343,0.58361,0.1982,0.58361,True
never_promote,over15,2024-08,1343,0.58736,0.19932,0.58361,False
v9_current_tol005,over15,2024-08,1343,0.58361,0.1982,0.58361,True
not_worse_tol000,over15,2024-08,1343,0.58361,0.1982,0.58361,True
must_improve_tol000,over15,2024-08,1343,0.58361,0.1982,0.58361,True
must_improve_tol002,over15,2024-08,1343,0.58361,0.1982,0.58361,True
v9_rule_6m_window,over15,2024-08,1343,0.58793,0.19988,0.58361,False
two_window_tol005,over15,2024-08,1343,0.58793,0.19988,0.58361,False
always_promote,over15,2024-09,1435,0.54295,0.18061,0.54295,True
never_promote,over15,2024-09,1435,0.54945,0.183,0.54295,False
v9_current_tol005,over15,2024-09,1435,0.54295,0.18061,0.54295,True
not_worse_tol000,over15,2024-09,1435,0.54295,0.18061,0.54295,True
must_improve_tol000,over15,2024-09,1435,0.54295,0.18061,0.54295,True
must_improve_tol002,over15,2024-09,1435,0.54295,0.18061,0.54295,True
v9_rule_6m_window,over15,2024-09,1435,0.54295,0.18061,0.54295,True
two_window_tol005,over15,2024-09,1435,0.53896,0.17931,0.54295,False
always_promote,over15,2024-10,1342,0.57348,0.19293,0.57348,True
never_promote,over15,2024-10,1342,0.5761,0.19444,0.57348,False
v9_current_tol005,over15,2024-10,1342,0.57348,0.19293,0.57348,True
not_worse_tol000,over15,2024-10,1342,0.57348,0.19293,0.57348,True
must_improve_tol000,over15,2024-10,1342,0.57348,0.19293,0.57348,True
must_improve_tol002,over15,2024-10,1342,0.57348,0.19293,0.57348,True
v9_rule_6m_window,over15,2024-10,1342,0.57348,0.19293,0.57348,True
two_window_tol005,over15,2024-10,1342,0.57348,0.19293,0.57348,True
always_promote,over15,2024-11,1233,0.60281,0.20592,0.60281,True
never_promote,over15,2024-11,1233,0.61214,0.21028,0.60281,False
v9_current_tol005,over15,2024-11,1233,0.60281,0.20592,0.60281,True
not_worse_tol000,over15,2024-11,1233,0.60281,0.20592,0.60281,True
must_improve_tol000,over15,2024-11,1233,0.60281,0.20592,0.60281,True
must_improve_tol002,over15,2024-11,1233,0.60281,0.20592,0.60281,True
v9_rule_6m_window,over15,2024-11,1233,0.60281,0.20592,0.60281,True
two_window_tol005,over15,2024-11,1233,0.60281,0.20592,0.60281,True
always_promote,over15,2024-12,1040,0.53335,0.17537,0.53335,True
never_promote,over15,2024-12,1040,0.54179,0.17873,0.53335,False
v9_current_tol005,over15,2024-12,1040,0.53335,0.17537,0.53335,True
not_worse_tol000,over15,2024-12,1040,0.53335,0.17537,0.53335,True
must_improve_tol000,over15,2024-12,1040,0.53335,0.17537,0.53335,True
must_improve_tol002,over15,2024-12,1040,0.53333,0.17533,0.53335,False
v9_rule_6m_window,over15,2024-12,1040,0.53333,0.17533,0.53335,False
two_window_tol005,over15,2024-12,1040,0.53333,0.17533,0.53335,False
always_promote,over15,2025-01,863,0.57174,0.19291,0.57174,True
never_promote,over15,2025-01,863,0.58062,0.19642,0.57174,False
v9_current_tol005,over15,2025-01,863,0.57174,0.19291,0.57174,True
not_worse_tol000,over15,2025-01,863,0.57174,0.19291,0.57174,True
must_improve_tol000,over15,2025-01,863,0.57174,0.19291,0.57174,True
must_improve_tol002,over15,2025-01,863,0.57174,0.19291,0.57174,True
v9_rule_6m_window,over15,2025-01,863,0.57174,0.19291,0.57174,True
two_window_tol005,over15,2025-01,863,0.57174,0.19291,0.57174,True
always_promote,over15,2025-02,1180,0.57817,0.19576,0.57817,True
never_promote,over15,2025-02,1180,0.58734,0.19925,0.57817,False
v9_current_tol005,over15,2025-02,1180,0.57687,0.19534,0.57817,False
not_worse_tol000,over15,2025-02,1180,0.57687,0.19534,0.57817,False
must_improve_tol000,over15,2025-02,1180,0.57687,0.19534,0.57817,False
must_improve_tol002,over15,2025-02,1180,0.57687,0.19534,0.57817,False
v9_rule_6m_window,over15,2025-02,1180,0.57687,0.19534,0.57817,False
two_window_tol005,over15,2025-02,1180,0.57687,0.19534,0.57817,False
always_promote,over15,2025-03,1333,0.57955,0.19587,0.57955,True
never_promote,over15,2025-03,1333,0.5849,0.19809,0.57955,False
v9_current_tol005,over15,2025-03,1333,0.57955,0.19587,0.57955,True
not_worse_tol000,over15,2025-03,1333,0.57955,0.19587,0.57955,True
must_improve_tol000,over15,2025-03,1333,0.57955,0.19587,0.57955,True
must_improve_tol002,over15,2025-03,1333,0.57955,0.19587,0.57955,True
v9_rule_6m_window,over15,2025-03,1333,0.57955,0.19587,0.57955,True
two_window_tol005,over15,2025-03,1333,0.58086,0.19644,0.57955,False
always_promote,over15,2025-04,1570,0.55038,0.18346,0.55038,True
never_promote,over15,2025-04,1570,0.56224,0.18798,0.55038,False
v9_current_tol005,over15,2025-04,1570,0.55038,0.18346,0.55038,True
not_worse_tol000,over15,2025-04,1570,0.55038,0.18346,0.55038,True
must_improve_tol000,over15,2025-04,1570,0.55038,0.18346,0.55038,True
must_improve_tol002,over15,2025-04,1570,0.55038,0.18346,0.55038,True
v9_rule_6m_window,over15,2025-04,1570,0.55038,0.18346,0.55038,True
two_window_tol005,over15,2025-04,1570,0.54989,0.18311,0.55038,False
always_promote,over15,2025-05,1172,0.53362,0.17625,0.53362,True
never_promote,over15,2025-05,1172,0.54128,0.1792,0.53362,False
v9_current_tol005,over15,2025-05,1172,0.53362,0.17625,0.53362,True
not_worse_tol000,over15,2025-05,1172,0.53362,0.17625,0.53362,True
must_improve_tol000,over15,2025-05,1172,0.53362,0.17625,0.53362,True
must_improve_tol002,over15,2025-05,1172,0.53362,0.17625,0.53362,True
v9_rule_6m_window,over15,2025-05,1172,0.53362,0.17625,0.53362,True
two_window_tol005,over15,2025-05,1172,0.53362,0.17625,0.53362,True
always_promote,over15,2025-06,295,0.51072,0.16501,0.51072,True
never_promote,over15,2025-06,295,0.51506,0.16675,0.51072,False
v9_current_tol005,over15,2025-06,295,0.51072,0.16501,0.51072,True
not_worse_tol000,over15,2025-06,295,0.51072,0.16501,0.51072,True
must_improve_tol000,over15,2025-06,295,0.51072,0.16501,0.51072,True
must_improve_tol002,over15,2025-06,295,0.51072,0.16501,0.51072,True
v9_rule_6m_window,over15,2025-06,295,0.51072,0.16501,0.51072,True
two_window_tol005,over15,2025-06,295,0.51072,0.16501,0.51072,True
always_promote,over15,2025-07,449,0.54309,0.17991,0.54309,True
never_promote,over15,2025-07,449,0.5487,0.18222,0.54309,False
v9_current_tol005,over15,2025-07,449,0.54309,0.17991,0.54309,True
not_worse_tol000,over15,2025-07,449,0.54309,0.17991,0.54309,True
must_improve_tol000,over15,2025-07,449,0.54309,0.17991,0.54309,True
must_improve_tol002,over15,2025-07,449,0.54309,0.17991,0.54309,True
v9_rule_6m_window,over15,2025-07,449,0.54309,0.17991,0.54309,True
two_window_tol005,over15,2025-07,449,0.54309,0.17991,0.54309,True
always_promote,over15,2025-08,1350,0.55131,0.18339,0.55131,True
never_promote,over15,2025-08,1350,0.55818,0.18607,0.55131,False
v9_current_tol005,over15,2025-08,1350,0.55131,0.18339,0.55131,True
not_worse_tol000,over15,2025-08,1350,0.55131,0.18339,0.55131,True
must_improve_tol000,over15,2025-08,1350,0.55131,0.18339,0.55131,True
must_improve_tol002,over15,2025-08,1350,0.55131,0.18339,0.55131,True
v9_rule_6m_window,over15,2025-08,1350,0.55131,0.18339,0.55131,True
two_window_tol005,over15,2025-08,1350,0.55131,0.18339,0.55131,True
always_promote,over15,2025-09,1165,0.53903,0.17849,0.53903,True
never_promote,over15,2025-09,1165,0.5451,0.18055,0.53903,False
v9_current_tol005,over15,2025-09,1165,0.53903,0.17849,0.53903,True
not_worse_tol000,over15,2025-09,1165,0.53903,0.17849,0.53903,True
must_improve_tol000,over15,2025-09,1165,0.53903,0.17849,0.53903,True
must_improve_tol002,over15,2025-09,1165,0.53903,0.17849,0.53903,True
v9_rule_6m_window,over15,2025-09,1165,0.53903,0.17849,0.53903,True
two_window_tol005,over15,2025-09,1165,0.53903,0.17849,0.53903,True
always_promote,over15,2025-10,1154,0.51798,0.16962,0.51798,True
never_promote,over15,2025-10,1154,0.52793,0.17336,0.51798,False
v9_current_tol005,over15,2025-10,1154,0.51798,0.16962,0.51798,True
not_worse_tol000,over15,2025-10,1154,0.51798,0.16962,0.51798,True
must_improve_tol000,over15,2025-10,1154,0.51798,0.16962,0.51798,True
must_improve_tol002,over15,2025-10,1154,0.52043,0.17063,0.51798,False
v9_rule_6m_window,over15,2025-10,1154,0.52043,0.17063,0.51798,False
two_window_tol005,over15,2025-10,1154,0.52043,0.17063,0.51798,False
always_promote,over15,2025-11,1169,0.55094,0.18365,0.55094,True
never_promote,over15,2025-11,1169,0.5639,0.18861,0.55094,False
v9_current_tol005,over15,2025-11,1169,0.55094,0.18365,0.55094,True
not_worse_tol000,over15,2025-11,1169,0.55094,0.18365,0.55094,True
must_improve_tol000,over15,2025-11,1169,0.55094,0.18365,0.55094,True
must_improve_tol002,over15,2025-11,1169,0.55094,0.18365,0.55094,True
v9_rule_6m_window,over15,2025-11,1169,0.55094,0.18365,0.55094,True
two_window_tol005,over15,2025-11,1169,0.55456,0.18503,0.55094,False
always_promote,over15,2025-12,839,0.55262,0.18371,0.55262,True
never_promote,over15,2025-12,839,0.55074,0.18297,0.55262,False
v9_current_tol005,over15,2025-12,839,0.55262,0.18371,0.55262,True
not_worse_tol000,over15,2025-12,839,0.55262,0.18371,0.55262,True
must_improve_tol000,over15,2025-12,839,0.55262,0.18371,0.55262,True
must_improve_tol002,over15,2025-12,839,0.55262,0.18371,0.55262,True
v9_rule_6m_window,over15,2025-12,839,0.55262,0.18371,0.55262,True
two_window_tol005,over15,2025-12,839,0.55534,0.18459,0.55262,False
always_promote,over15,2026-01,940,0.55776,0.18672,0.55776,True
never_promote,over15,2026-01,940,0.56943,0.19122,0.55776,False
v9_current_tol005,over15,2026-01,940,0.55776,0.18672,0.55776,True
not_worse_tol000,over15,2026-01,940,0.55776,0.18672,0.55776,True
must_improve_tol000,over15,2026-01,940,0.55776,0.18672,0.55776,True
must_improve_tol002,over15,2026-01,940,0.55776,0.18672,0.55776,True
v9_rule_6m_window,over15,2026-01,940,0.55776,0.18672,0.55776,True
two_window_tol005,over15,2026-01,940,0.55776,0.18672,0.55776,True
always_promote,over15,2026-02,1248,0.54983,0.18287,0.54983,True
never_promote,over15,2026-02,1248,0.5603,0.18695,0.54983,False
v9_current_tol005,over15,2026-02,1248,0.54983,0.18287,0.54983,True
not_worse_tol000,over15,2026-02,1248,0.54983,0.18287,0.54983,True
must_improve_tol000,over15,2026-02,1248,0.54983,0.18287,0.54983,True
must_improve_tol002,over15,2026-02,1248,0.54983,0.18287,0.54983,True
v9_rule_6m_window,over15,2026-02,1248,0.54983,0.18287,0.54983,True
two_window_tol005,over15,2026-02,1248,0.54983,0.18287,0.54983,True
always_promote,over15,2026-03,1322,0.54868,0.18238,0.54868,True
never_promote,over15,2026-03,1322,0.56035,0.1871,0.54868,False
v9_current_tol005,over15,2026-03,1322,0.54868,0.18238,0.54868,True
not_worse_tol000,over15,2026-03,1322,0.54868,0.18238,0.54868,True
must_improve_tol000,over15,2026-03,1322,0.54868,0.18238,0.54868,True
must_improve_tol002,over15,2026-03,1322,0.54868,0.18238,0.54868,True
v9_rule_6m_window,over15,2026-03,1322,0.54868,0.18238,0.54868,True
two_window_tol005,over15,2026-03,1322,0.54868,0.18238,0.54868,True
always_promote,over15,2026-04,1653,0.52257,0.17064,0.52257,True
never_promote,over15,2026-04,1653,0.53741,0.17669,0.52257,False
v9_current_tol005,over15,2026-04,1653,0.52257,0.17064,0.52257,True
not_worse_tol000,over15,2026-04,1653,0.52257,0.17064,0.52257,True
must_improve_tol000,over15,2026-04,1653,0.52257,0.17064,0.52257,True
must_improve_tol002,over15,2026-04,1653,0.52257,0.17064,0.52257,True
v9_rule_6m_window,over15,2026-04,1653,0.52257,0.17064,0.52257,True
two_window_tol005,over15,2026-04,1653,0.52257,0.17064,0.52257,True
always_promote,over15,2026-05,1224,0.48947,0.15756,0.48947,True
never_promote,over15,2026-05,1224,0.50502,0.16296,0.48947,False
v9_current_tol005,over15,2026-05,1224,0.48947,0.15756,0.48947,True
not_worse_tol000,over15,2026-05,1224,0.48947,0.15756,0.48947,True
must_improve_tol000,over15,2026-05,1224,0.48947,0.15756,0.48947,True
must_improve_tol002,over15,2026-05,1224,0.48947,0.15756,0.48947,True
v9_rule_6m_window,over15,2026-05,1224,0.48947,0.15756,0.48947,True
