variant,month,target,val_logloss_champion,val_logloss_challenger,decision,next_month_logloss_active,next_month_logloss_challenger,next_month_logloss_incumbent,challenger_better_next_month,decision_was_correct,regret_logloss,champion_month,train_rows
v9_path,2023-05,over35,0.5262846054126418,0.4974393707399289,PROMOTE,0.5846044756653245,0.5846044756653245,0.587163675132018,True,True,0.0,2023-05,19026
v9_path,2023-06,btts,0.6214824298709697,0.5987808852320858,PROMOTE,0.6660727445418134,0.6660727445418134,0.6713207336850816,True,True,0.0,2023-06,19892
v9_path,2023-06,over15,0.5310063050997478,0.5132691175602071,PROMOTE,0.5614551253429749,0.5614551253429749,0.557511449075975,False,False,0.003943676266999874,2023-06,19892
v9_path,2023-06,over25,0.635067951586179,0.6298595997664904,PROMOTE,0.67333033573045,0.67333033573045,0.6763324668879391,True,True,0.0,2023-06,19892
v9_path,2023-06,over35,0.5372845753502077,0.514513889730455,PROMOTE,0.5700025899618457,0.5700025899618457,0.5724780605933115,True,True,0.0,2023-06,19892
v9_path,2023-07,btts,0.6111181834309444,0.6061775940427141,PROMOTE,0.6561333782908252,0.6561333782908252,0.665783908001165,True,True,0.0,2023-07,20407
v9_path,2023-07,over15,0.5250408177540024,0.5246879508653868,PROMOTE,0.5524080794313286,0.5524080794313286,0.5526468170596068,True,True,0.0,2023-07,20407
v9_path,2023-07,over25,0.6392107019510528,0.6165538645450884,PROMOTE,0.6615479364439576,0.6615479364439576,0.6604180674457057,False,False,0.0011298689982518484,2023-07,20407
v9_path,2023-07,over35,0.5248810016726166,0.50456884925531,PROMOTE,0.5605165581441222,0.5605165581441222,0.5604774443765579,False,False,3.911376756426943e-05,2023-07,20407
v9_path,2023-08,btts,0.618879022803199,0.6111974292147593,PROMOTE,0.6864197559835921,0.6864197559835921,0.6887481291835206,True,True,0.0,2023-08,21137
v9_path,2023-08,over15,0.5332666199478167,0.5054315115569171,PROMOTE,0.5555113503293759,0.5555113503293759,0.5597209827552707,True,True,0.0,2023-08,21137
v9_path,2023-08,over25,0.6272175005684577,0.5895500142132707,PROMOTE,0.6855641883839284,0.6855641883839284,0.6836755735832167,False,False,0.0018886148007116743,2023-08,21137
v9_path,2023-08,over35,0.528978070414771,0.5027891236206383,PROMOTE,0.5724352976310243,0.5724352976310243,0.5750644370079647,True,True,0.0,2023-08,21137
v9_path,2023-09,btts,0.6449544237871438,0.6010438720357805,PROMOTE,0.6800680581159521,0.6800680581159521,0.6762264812264264,False,False,0.0038415768895256885,2023-09,22287
v9_path,2023-09,over15,0.5271766775291463,0.5211864054735196,PROMOTE,0.5350491078824974,0.5350491078824974,0.5360956353099513,True,True,0.0,2023-09,22287
v9_path,2023-09,over25,0.6299756894543214,0.6248269764094868,PROMOTE,0.681797412359247,0.681797412359247,0.6886759263089735,True,True,0.0,2023-09,22287
v9_path,2023-09,over35,0.5327926937893164,0.5185166058513889,PROMOTE,0.5959477439496953,0.5959477439496953,0.5949226701984808,False,False,0.0010250737512145225,2023-09,22287
v9_path,2023-10,btts,0.6387385214187965,0.6384766443802448,PROMOTE,0.6756988590692332,0.6756988590692332,0.6793379742458591,True,True,0.0,2023-10,23755
v9_path,2023-10,over15,0.5261541990501173,0.5006020966234319,PROMOTE,0.5378828529066643,0.5378828529066643,0.5410442869304085,True,True,0.0,2023-10,23755
v9_path,2023-10,over25,0.6507928038406857,0.6174077080709267,PROMOTE,0.6719631670744896,0.6719631670744896,0.6726006729249625,True,True,0.0,2023-10,23755
v9_path,2023-10,over35,0.5523614322821186,0.5261956333666653,PROMOTE,0.5960083822329136,0.5960083822329136,0.5941323865193145,False,False,0.001875995713599088,2023-10,23755
v9_path,2023-11,btts,0.6535646442364919,0.6386968957759966,PROMOTE,0.6808874829609884,0.6808874829609884,0.68507989174547,True,True,0.0,2023-11,25163
v9_path,2023-11,over15,0.5139649580209009,0.4769815102012129,PROMOTE,0.5328364177599708,0.5328364177599708,0.5355432334992362,True,True,0.0,2023-11,25163
v9_path,2023-11,over25,0.6404778460796607,0.62797329657417,PROMOTE,0.6740717969124105,0.6740717969124105,0.6787877791970032,True,True,0.0,2023-11,25163
v9_path,2023-11,over35,0.5550902081543511,0.5231723244821135,PROMOTE,0.5980942692393885,0.5980942692393885,0.6004812700829125,True,True,0.0,2023-11,25163
v9_path,2023-12,btts,0.6469729911706711,0.63210667690999,PROMOTE,0.6784754181830918,0.6784754181830918,0.6811068186562511,True,True,0.0,2023-12,26224
v9_path,2023-12,over15,0.4843727605557056,0.47676313969777456,PROMOTE,0.5459518245075774,0.5459518245075774,0.5461515485563011,True,True,0.0,2023-12,26224
v9_path,2023-12,over25,0.6369787027537048,0.6132067105547658,PROMOTE,0.6863619163512314,0.6863619163512314,0.683493327833404,False,False,0.002868588517827453,2023-12,26224
v9_path,2023-12,over35,0.5455657868997065,0.5355336589342791,PROMOTE,0.5794178723085126,0.5794178723085126,0.5796761393487059,True,True,0.0,2023-12,26224
v9_path,2024-01,btts,0.647591582209586,0.6316736522420651,PROMOTE,0.6697594367323876,0.6697594367323876,0.6698743168353123,True,True,0.0,2024-01,27202
v9_path,2024-01,over15,0.4963259553736505,0.4849509024357805,PROMOTE,0.5421661831405873,0.5421661831405873,0.5343775983950448,False,False,0.007788584745542448,2024-01,27202
v9_path,2024-01,over25,0.6345889467116033,0.6136711437704169,PROMOTE,0.6777845407713436,0.6777845407713436,0.6830873851787784,True,True,0.0,2024-01,27202
v9_path,2024-01,over35,0.5483576786163058,0.5398138431973404,PROMOTE,0.6055982008593115,0.6055982008593115,0.6000602384898912,False,False,0.0055379623694202795,2024-01,27202
v9_path,2024-02,btts,0.6447504131012171,0.6285984230080521,PROMOTE,0.667160979429336,0.667160979429336,0.6670677337260177,False,False,9.324570331836757e-05,2024-02,27932
v9_path,2024-02,over15,0.5014045788248994,0.4723817336889151,PROMOTE,0.5434515120884194,0.5434515120884194,0.545041458027294,True,True,0.0,2024-02,27932
v9_path,2024-02,over25,0.6345274287014245,0.6166726835777506,PROMOTE,0.6772944437482469,0.6772944437482469,0.6771617859910697,False,False,0.0001326577571771903,2024-02,27932
v9_path,2024-02,over35,0.5561442320710493,0.5397385004301934,PROMOTE,0.5829061127032649,0.5829061127032649,0.5815505268288887,False,False,0.0013555858743761195,2024-02,27932
v9_path,2024-03,btts,0.6431525701397418,0.6265879778931872,PROMOTE,0.6794461645198947,0.6794461645198947,0.6801431446948809,True,True,0.0,2024-03,29094
v9_path,2024-03,over15,0.5033200396528628,0.4921811504302305,PROMOTE,0.578176773143033,0.578176773143033,0.580969139354315,True,True,0.0,2024-03,29094
v9_path,2024-03,over25,0.6422114712933845,0.6096528652023038,PROMOTE,0.6825765522658537,0.6825765522658537,0.677056215829797,False,False,0.00552033643605665,2024-03,29094
v9_path,2024-03,over35,0.5549230290062857,0.5257974233413636,PROMOTE,0.5817077009959365,0.5817077009959365,0.5827781881726547,True,True,0.0,2024-03,29094
v9_path,2024-04,btts,0.6465209275447589,0.6254575541164878,PROMOTE,0.6704160908555086,0.6704160908555086,0.6686545785288267,False,False,0.0017615123266818689,2024-04,30402
v9_path,2024-04,over15,0.5269793771392419,0.5164268833417318,PROMOTE,0.5438293045729945,0.5438293045729945,0.5433633678336972,False,False,0.0004659367392972902,2024-04,30402
v9_path,2024-04,over25,0.6375246451977487,0.6336713366947977,PROMOTE,0.6789856711251444,0.6789856711251444,0.6793340619029434,True,True,0.0,2024-04,30402
v9_path,2024-04,over35,0.5504957403228059,0.526621881626616,PROMOTE,0.5962573196975088,0.5962573196975088,0.6012746720662852,True,True,0.0,2024-04,30402
v9_path,2024-05,btts,0.6440232891377716,0.6212931967723405,PROMOTE,0.662390598146833,0.662390598146833,0.6649663770196778,True,True,0.0,2024-05,32108
v9_path,2024-05,over15,0.5294069712995645,0.5092317884044485,PROMOTE,0.5210036641427288,0.5210036641427288,0.5188497363262441,False,False,0.002153927816484713,2024-05,32108
v9_path,2024-05,over25,0.6527279948268987,0.6346629078940447,PROMOTE,0.6621576732776423,0.6621576732776423,0.6606257425396139,False,False,0.0015319307380283753,2024-05,32108
v9_path,2024-05,over35,0.5530644770273788,0.5340730957379531,PROMOTE,0.6171382829832672,0.6171382829832672,0.6240150730853246,True,True,0.0,2024-05,32108
v9_path,2024-06,btts,0.6336603477272889,0.6192814513435937,PROMOTE,0.6487441247906727,0.6487441247906727,0.6451474899368531,False,False,0.003596634853819558,2024-06,33353
v9_path,2024-06,over15,0.5144324303539335,0.49882582905069284,PROMOTE,0.5477973705635562,0.5477973705635562,0.540330026193172,False,False,0.007467344370384099,2024-06,33353
v9_path,2024-06,over25,0.6427405385585879,0.5885426387086169,PROMOTE,0.6560004319866704,0.6560004319866704,0.6602601455606443,True,True,0.0,2024-06,33353
v9_path,2024-06,over35,0.5606010878511747,0.5352960645377485,PROMOTE,0.5640785383619528,0.5640785383619528,0.5599805956705535,False,False,0.004097942691399292,2024-06,33353
v9_path,2024-07,btts,0.6200372937448597,0.5764539112570817,PROMOTE,0.6505607951652486,0.6505607951652486,0.6441410683365948,False,False,0.006419726828653771,2024-07,33916
v9_path,2024-07,over15,0.49718258488998107,0.44737883518269217,PROMOTE,0.513256010638034,0.513256010638034,0.513756274002317,True,True,0.0,2024-07,33916
v9_path,2024-07,over25,0.5971117158097649,0.5958589238496502,PROMOTE,0.658058560376265,0.658058560376265,0.6573563420741192,False,False,0.0007022183021457851,2024-07,33916
v9_path,2024-07,over35,0.5437823328523894,0.5356412141756514,PROMOTE,0.567889006237635,0.567889006237635,0.5667308868757778,False,False,0.0011581193618572794,2024-07,33916
v9_path,2024-08,btts,0.5911313090054733,0.6093851372539356,REJECT,0.6686170520290414,0.6692171611347254,0.6686170520290414,False,True,0.0,2024-07,34590
v9_path,2024-08,over15,0.4575275328208589,0.49014572475991874,REJECT,0.5847665816943091,0.5805128815544335,0.5847665816943091,True,False,0.0042537001398755825,2024-07,34590
v9_path,2024-08,over25,0.6053230506798235,0.6006256374866318,PROMOTE,0.6835367846022238,0.6835367846022238,0.6835827912297311,True,True,0.0,2024-08,34590
v9_path,2024-08,over35,0.5430898620869332,0.5117782870683095,PROMOTE,0.5896950031879638,0.5896950031879638,0.5925338199006627,True,True,0.0,2024-08,34590
v9_path,2024-09,btts,0.6385261250431332,0.5925052104452434,PROMOTE,0.6657112931023608,0.6657112931023608,0.6732224404124102,True,True,0.0,2024-09,35842
v9_path,2024-09,over15,0.5316773875313145,0.524286713392402,PROMOTE,0.5465402292558144,0.5465402292558144,0.5413043030350136,False,False,0.005235926220800713,2024-09,35842
v9_path,2024-09,over25,0.6392502795927818,0.5529191223190827,PROMOTE,0.6922139049313563,0.6922139049313563,0.6849865865671898,False,False,0.007227318364166457,2024-09,35842
v9_path,2024-09,over35,0.5386957290375848,0.5279824600851452,PROMOTE,0.5892161862999019,0.5892161862999019,0.5912798527559346,True,True,0.0,2024-09,35842
v9_path,2024-10,btts,0.6273542389756772,0.611880617927321,PROMOTE,0.6671782754127976,0.6671782754127976,0.666019269036962,False,False,0.0011590063758356584,2024-10,37244
v9_path,2024-10,over15,0.5355062147361341,0.5074822562943998,PROMOTE,0.5716502111263778,0.5716502111263778,0.5705425353357139,False,False,0.0011076757906639534,2024-10,37244
v9_path,2024-10,over25,0.6138385471130089,0.6282016524798354,REJECT,0.6726803281055798,0.6704673618601417,0.6726803281055798,True,False,0.002212966245438097,2024-09,37244
v9_path,2024-10,over35,0.5566444633053291,0.5400700466441953,PROMOTE,0.5599938974451292,0.5599938974451292,0.5618610593762382,True,True,0.0,2024-10,37244
v9_path,2024-11,btts,0.634076034691928,0.6287537444887842,PROMOTE,0.6732064981818694,0.6732064981818694,0.670646615360258,False,False,0.002559882821611348,2024-11,38556
v9_path,2024-11,over15,0.5348598875063787,0.5152588800341552,PROMOTE,0.604720107962534,0.604720107962534,0.6093068645924987,True,True,0.0,2024-11,38556
v9_path,2024-11,over25,0.6458525390646592,0.6295473209161363,PROMOTE,0.6699330797757013,0.6699330797757013,0.6824172213354173,True,True,0.0,2024-11,38556
v9_path,2024-11,over35,0.5493359821979933,0.5369880280007684,PROMOTE,0.5395763055397307,0.5395763055397307,0.5411474752883858,True,True,0.0,2024-11,38556
v9_path,2024-12,btts,0.6418239688677531,0.6323378319580999,PROMOTE,0.6684685687614906,0.6684685687614906,0.6655189608416451,False,False,0.002949607919845554,2024-12,39749
v9_path,2024-12,over15,0.5383948820665517,0.5339155872843556,PROMOTE,0.5388954410459952,0.5388954410459952,0.5368191347311299,False,False,0.0020763063148653282,2024-12,39749
v9_path,2024-12,over25,0.640695188247558,0.6152910245290052,PROMOTE,0.6712841626769703,0.6712841626769703,0.6725090926338375,True,True,0.0,2024-12,39749
v9_path,2024-12,over35,0.5352144434046,0.519681831559649,PROMOTE,0.5675008908955798,0.5675008908955798,0.5674370621087517,False,False,6.382878682809068e-05,2024-12,39749
v9_path,2025-01,btts,0.6430411066858133,0.5898771826309243,PROMOTE,0.6742871861173411,0.6742871861173411,0.6740338143175372,False,False,0.000253371799803892,2025-01,40741
v9_path,2025-01,over15,0.5460409314473711,0.5349879507932678,PROMOTE,0.5700712018966207,0.5700712018966207,0.5743204515179288,True,True,0.0,2025-01,40741
v9_path,2025-01,over25,0.6294031736597502,0.636111076455365,REJECT,0.6803303008263788,0.6804158363036287,0.6803303008263788,False,True,0.0,2024-12,40741
v9_path,2025-01,over35,0.5247022207915077,0.5057466676786834,PROMOTE,0.5635727055741429,0.5635727055741429,0.5643885951529147,True,True,0.0,2025-01,40741
v9_path,2025-02,btts,0.6159672392583474,0.628134603702785,REJECT,0.6688061132986253,0.6711701898604389,0.6688061132986253,False,True,0.0,2025-01,41570
v9_path,2025-02,over15,0.5446256987318026,0.5170832499360191,PROMOTE,0.5781749855585219,0.5781749855585219,0.5789173516770895,True,True,0.0,2025-02,41570
v9_path,2025-02,over25,0.6508340627036795,0.6154484410211073,PROMOTE,0.6652949355881222,0.6652949355881222,0.6691331300671814,True,True,0.0,2025-02,41570
v9_path,2025-02,over35,0.5186579061414155,0.5211051784373596,PROMOTE,0.5418155106970407,0.5418155106970407,0.5417231335678425,False,False,9.237712919818453e-05,2025-02,41570
v9_path,2025-03,btts,0.64499512997046,0.6299869465333747,PROMOTE,0.6800163914290126,0.6800163914290126,0.6790171414948667,False,False,0.0009992499341459071,2025-03,42701
v9_path,2025-03,over15,0.5296144650574602,0.5331309631355489,PROMOTE,0.5794199874579501,0.5794199874579501,0.579811659995606,True,True,0.0,2025-03,42701
v9_path,2025-03,over25,0.6354248080587341,0.6433504732846513,REJECT,0.6771252772154077,0.6766801758575138,0.6771252772154077,True,False,0.0004451013578938845,2025-02,42701
v9_path,2025-03,over35,0.5346230620909488,0.5025902256007071,PROMOTE,0.543912579858391,0.543912579858391,0.5371856232149728,False,False,0.006726956643418269,2025-03,42701
v9_path,2025-04,btts,0.6509080793992118,0.6334580656237861,PROMOTE,0.6707509940766687,0.6707509940766687,0.6690483652298269,False,False,0.0017026288468418027,2025-04,43975
v9_path,2025-04,over15,0.559060309473202,0.5279103117366309,PROMOTE,0.5525793299365485,0.5525793299365485,0.5516903393408329,False,False,0.0008889905957155664,2025-04,43975
v9_path,2025-04,over25,0.6589240649927461,0.639175048858581,PROMOTE,0.6720800762067527,0.6720800762067527,0.6710851363817554,False,False,0.0009949398249973207,2025-04,43975
v9_path,2025-04,over35,0.5174319971769518,0.519326545741373,PROMOTE,0.5789935057169999,0.5789935057169999,0.5786315421708689,False,False,0.00036196354613105,2025-04,43975
v9_path,2025-05,btts,0.6484542384176134,0.6360235252524536,PROMOTE,0.6681029017367713,0.6681029017367713,0.6729333274367526,True,True,0.0,2025-05,45501
v9_path,2025-05,over15,0.539220000096311,0.5279387960935921,PROMOTE,0.5406122430468597,0.5406122430468597,0.5397902021894317,False,False,0.0008220408574279858,2025-05,45501
v9_path,2025-05,over25,0.6519594032502163,0.6394539281758439,PROMOTE,0.6796009879042485,0.6796009879042485,0.6816692714020179,True,True,0.0,2025-05,45501
v9_path,2025-05,over35,0.5398569470239118,0.5140768913140072,PROMOTE,0.6027800007808384,0.6027800007808384,0.6065374466431194,True,True,0.0,2025-05,45501
v9_path,2025-06,btts,0.6469237695483512,0.6278176545339901,PROMOTE,0.6665529983238924,0.6665529983238924,0.6655826872173318,False,False,0.0009703111065605396,2025-06,46659
v9_path,2025-06,over15,0.5290541115926028,0.5076015082475369,PROMOTE,0.5133597163123581,0.5133597163123581,0.5035672721476356,False,False,0.00979244416472247,2025-06,46659
v9_path,2025-06,over25,0.6525042697622956,0.6449980616741382,PROMOTE,0.6682051686936094,0.6682051686936094,0.670939909246254,True,True,0.0,2025-06,46659
v9_path,2025-06,over35,0.5451978805551354,0.5182080890369034,PROMOTE,0.6101252813927284,0.6101252813927284,0.6074810639853551,False,False,0.002644217407373306,2025-06,46659
v9_path,2025-07,btts,0.6294593471680019,0.640586282206746,REJECT,0.6657733834079318,0.6673128061282327,0.6657733834079318,False,True,0.0,2025-06,46954
v9_path,2025-07,over15,0.49921454207398835,0.5110562736764961,REJECT,0.5496291301935963,0.5461714504197611,0.5496291301935963,True,False,0.003457679773835154,2025-06,46954
v9_path,2025-07,over25,0.6464981727887786,0.6394104025989285,PROMOTE,0.6704220758894429,0.6704220758894429,0.6695943119607731,False,False,0.0008277639286697891,2025-07,46954
v9_path,2025-07,over35,0.5427373973805107,0.5016530597439932,PROMOTE,0.6317498061780948,0.6317498061780948,0.6310156030135908,False,False,0.0007342031645040104,2025-07,46954
v9_path,2025-08,btts,0.6386788923259727,0.6401508250196581,PROMOTE,0.6817797861329915,0.6817797861329915,0.6831952669155693,True,True,0.0,2025-08,47400
v9_path,2025-08,over15,0.5045997435501564,0.4839800456154413,PROMOTE,0.5461412960848633,0.5461412960848633,0.54746469316607,True,True,0.0,2025-08,47400
v9_path,2025-08,over25,0.6474926532984209,0.6534047582849902,REJECT,0.6795579693020075,0.6799724817691791,0.6795579693020075,False,True,0.0,2025-07,47400
v9_path,2025-08,over35,0.5414415528171234,0.5557967424971053,REJECT,0.5810622950976898,0.5783324806438692,0.5810622950976898,True,False,0.0027298144538205893,2025-07,47400
v9_path,2025-09,btts,0.6672509823885805,0.6360882483019735,PROMOTE,0.6773138938422915,0.6773138938422915,0.6802809155437204,True,True,0.0,2025-09,48682
v9_path,2025-09,over15,0.521970569713478,0.5181359901173047,PROMOTE,0.5420814005735537,0.5420814005735537,0.5447787206614157,True,True,0.0,2025-09,48682
v9_path,2025-09,over25,0.6707334437276795,0.653991263355269,PROMOTE,0.6751524809302624,0.6751524809302624,0.6763430839295959,True,True,0.0,2025-09,48682
v9_path,2025-09,over35,0.585399577920957,0.5671500373250367,PROMOTE,0.5924650414928342,0.5924650414928342,0.5988958421785107,True,True,0.0,2025-09,48682
v9_path,2025-10,btts,0.6544053579750654,0.6397527803724147,PROMOTE,0.6618291217379527,0.6618291217379527,0.6603899073115524,False,False,0.0014392144264002704,2025-10,49814
v9_path,2025-10,over15,0.5305837802366496,0.5145696451801487,PROMOTE,0.5217196148001814,0.5217196148001814,0.519585632124836,False,False,0.0021339826753453695,2025-10,49814
v9_path,2025-10,over25,0.6639977844391924,0.6120618711582789,PROMOTE,0.6718868854884898,0.6718868854884898,0.6719094296945796,True,True,0.0,2025-10,49814
v9_path,2025-10,over35,0.5758256595533998,0.5479081054365497,PROMOTE,0.5836522329966259,0.5836522329966259,0.5820798772368648,False,False,0.0015723557597611126,2025-10,49814
v9_path,2025-11,btts,0.6483754779187066,0.6499233197301034,PROMOTE,0.681189663159738,0.681189663159738,0.6811921140541974,True,True,0.0,2025-11,50939
v9_path,2025-11,over15,0.5159469776738828,0.5012086405799805,PROMOTE,0.5560075915028377,0.5560075915028377,0.5572256772918338,True,True,0.0,2025-11,50939
v9_path,2025-11,over25,0.6332452411686278,0.6406838426060839,REJECT,0.678022733008112,0.6765458715196958,0.678022733008112,True,False,0.0014768614884161924,2025-10,50939
v9_path,2025-11,over35,0.5555287300771142,0.5481021948462881,PROMOTE,0.5861860855702882,0.5861860855702882,0.5853927128314987,False,False,0.0007933727387894329,2025-11,50939
v9_path,2025-12,btts,0.6588224173608535,0.6502060733886836,PROMOTE,0.6756090113102674,0.6756090113102674,0.6724578239259524,False,False,0.0031511873843149685,2025-12,52064
v9_path,2025-12,over15,0.5162990218843662,0.5121983853836324,PROMOTE,0.5478533651816581,0.5478533651816581,0.5508708496618795,True,True,0.0,2025-12,52064
v9_path,2025-12,over25,0.6548989786813626,0.6390531413908288,PROMOTE,0.6896415210783868,0.6896415210783868,0.6919959159693757,True,True,0.0,2025-12,52064
v9_path,2025-12,over35,0.5639846934632536,0.5651789064365574,PROMOTE,0.5700347096379741,0.5700347096379741,0.5697986259751822,False,False,0.0002360836627919305,2025-12,52064
v9_path,2026-01,btts,0.6552739088711349,0.6460747961115169,PROMOTE,0.6691350251563966,0.6691350251563966,0.6677207396468668,False,False,0.0014142855095297113,2026-01,52861
v9_path,2026-01,over15,0.5201941819016057,0.49305470729708717,PROMOTE,0.5656781299669347,0.5656781299669347,0.5691301424708888,True,True,0.0,2026-01,52861
