variant,baseline,target,mean_diff,ci_lo,ci_hi,p_value,significant,direction
V_covid_excluded_by_date,V_covid_kept,btts,-0.0013318012257303557,-0.0025411651791591057,-0.00015091436699957235,0.0695,True,baseline better
V_covid_excluded_by_date,V_covid_kept,over15,-0.0026087153625446737,-0.004023592641984133,-0.001306591597879244,0.002,True,baseline better
V_covid_excluded_by_date,V_covid_kept,over25,0.00012620369880928244,-0.001049584694227705,0.0013790004017223765,0.86,False,variant better
V_covid_excluded_by_date,V_covid_kept,over35,-0.0002687022788668088,-0.0013262547345941056,0.0007703595477281275,0.675,False,baseline better
